Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,Replicate,Seeding Density,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
50583-7,MCF 10A,10024-101-1,NVP-TAE684,0.01,uM,2,5000.00,3410.67,6734.00,6794.33,0.9945,0.9996
50583-7,MCF 10A,10024-101-1,NVP-TAE684,0.031623,uM,2,5000.00,3410.67,6876.33,6794.33,1.0146,1.0373
50583-7,MCF 10A,10024-101-1,NVP-TAE684,0.1,uM,2,5000.00,3410.67,5500.33,6794.33,0.8130,0.6317
50583-7,MCF 10A,10024-101-1,NVP-TAE684,0.31623,uM,2,5000.00,3410.67,4910.67,6794.33,0.7246,0.4490
50583-7,MCF 10A,10024-101-1,NVP-TAE684,1,uM,2,5000.00,3410.67,3542.00,6794.33,0.5238,0.0450
50583-7,MCF 10A,10024-101-1,NVP-TAE684,3.1623,uM,2,5000.00,3410.67,2119.33,6794.33,0.3117,-0.3828
50583-7,MCF 10A,10024-101-1,NVP-TAE684,10,uM,2,5000.00,3410.67,1365.33,6794.33,0.2012,-0.6027
50583-7,MCF 10A,10071-101-1,Palbociclib,0.0033113,uM,2,5000.00,3410.67,5631.67,5991.17,0.9386,0.8477
50583-7,MCF 10A,10071-101-1,Palbociclib,0.01,uM,2,5000.00,3410.67,5202.67,5991.17,0.8701,0.6933
50583-7,MCF 10A,10071-101-1,Palbociclib,0.031623,uM,2,5000.00,3410.67,5269.67,5991.17,0.8784,0.7010
50583-7,MCF 10A,10071-101-1,Palbociclib,0.1,uM,2,5000.00,3410.67,4008.33,5991.17,0.6719,0.2317
50583-7,MCF 10A,10071-101-1,Palbociclib,0.31623,uM,2,5000.00,3410.67,3267.00,5991.17,0.5476,-0.0404
50583-7,MCF 10A,10071-101-1,Palbociclib,1,uM,2,5000.00,3410.67,2361.67,5991.17,0.3930,-0.3664
50583-7,MCF 10A,10071-101-1,Palbociclib,3.1623,uM,2,5000.00,3410.67,2563.00,5991.17,0.4287,-0.2970
50583-7,MCF 10A,10071-101-1,Palbociclib,10,uM,2,5000.00,3410.67,2546.67,5991.17,0.4261,-0.3021
50583-7,MCF 10A,10071-101-1,Palbociclib,19.9526,uM,2,5000.00,3410.67,2750.33,5991.17,0.4577,-0.2369
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.0016596,uM,2,156.25,73.46,183.67,178.33,1.0374,1.0533
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.0033113,uM,2,156.25,73.46,222.67,178.33,1.2365,1.3437
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.01,uM,2,156.25,73.46,204.00,178.33,1.1975,1.3838
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.031623,uM,2,156.25,73.46,139.33,178.33,0.7921,0.6750
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.1,uM,2,156.25,73.46,119.33,178.33,0.6683,0.4401
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.31623,uM,2,156.25,73.46,113.00,178.33,0.6503,0.4245
50058-4,MDA-MB-231,10146-101-3,Omipalisib,1,uM,2,156.25,73.46,71.00,178.33,0.4045,-0.0279
50058-4,MDA-MB-231,10146-101-3,Omipalisib,3.1623,uM,2,156.25,73.46,55.67,178.33,0.3151,-0.2053
50058-4,MDA-MB-231,10146-101-3,Omipalisib,10,uM,2,156.25,73.46,55.00,178.33,0.3133,-0.2097
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.0016596,uM,2,156.25,73.46,221.33,178.33,1.2277,1.3297
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.0033113,uM,2,156.25,73.46,227.67,178.33,1.2628,1.3845
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.01,uM,2,156.25,73.46,220.67,178.33,1.2165,1.2985
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.031623,uM,2,156.25,73.46,240.00,178.33,1.3660,1.6020
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.1,uM,2,156.25,73.46,205.00,178.33,1.1588,1.2619
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.31623,uM,2,156.25,73.46,216.67,178.33,1.2212,1.3361
50058-4,MDA-MB-231,10264-999-2,Methotrexate,1,uM,2,156.25,73.46,234.67,178.33,1.2882,1.3818
50058-4,MDA-MB-231,10264-999-2,Methotrexate,3.1623,uM,2,156.25,73.46,250.33,178.33,1.4170,1.6894
50058-4,MDA-MB-231,10264-999-2,Methotrexate,10,uM,2,156.25,73.46,183.67,178.33,1.0357,1.0517
50058-4,MDA-MB-231,10102-999-6,Taxol,0.00016596,uM,2,156.25,73.46,220.33,178.33,1.2474,1.3859
50058-4,MDA-MB-231,10102-999-6,Taxol,0.00033113,uM,2,156.25,73.46,188.67,178.33,1.0745,1.1524
50058-4,MDA-MB-231,10102-999-6,Taxol,0.001,uM,2,156.25,73.46,216.00,178.33,1.2134,1.3404
50058-4,MDA-MB-231,10102-999-6,Taxol,0.0031623,uM,2,156.25,73.46,138.33,178.33,0.7909,0.6791
50058-4,MDA-MB-231,10102-999-6,Taxol,0.01,uM,2,156.25,73.46,119.00,178.33,0.6644,0.4358
50058-4,MDA-MB-231,10102-999-6,Taxol,0.031623,uM,2,156.25,73.46,135.00,178.33,0.7764,0.6540
50058-4,MDA-MB-231,10102-999-6,Taxol,0.1,uM,2,156.25,73.46,73.00,178.33,0.4158,-0.0067
50058-4,MDA-MB-231,10102-999-6,Taxol,0.31623,uM,2,156.25,73.46,63.00,178.33,0.3614,-0.1130
50058-4,MDA-MB-231,10102-999-6,Taxol,1,uM,2,156.25,73.46,78.33,178.33,0.4403,0.0367
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.0033113,uM,2,156.25,73.46,233.33,175.67,1.3661,1.6502
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.01,uM,2,156.25,73.46,169.33,175.67,0.9705,0.9600
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.031623,uM,2,156.25,73.46,182.00,175.67,1.0542,1.1156
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.1,uM,2,156.25,73.46,203.00,175.67,1.1441,1.2138
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.31623,uM,2,156.25,73.46,139.33,175.67,0.7826,0.6191
50058-4,MDA-MB-231,10250-999-4,Etoposide,1,uM,2,156.25,73.46,90.00,175.67,0.5192,0.1752
50058-4,MDA-MB-231,10250-999-4,Etoposide,3.1623,uM,2,156.25,73.46,70.00,175.67,0.4071,-0.0368
50058-4,MDA-MB-231,10250-999-4,Etoposide,10,uM,2,156.25,73.46,53.33,175.67,0.3112,-0.2287
50058-4,MDA-MB-231,10250-999-4,Etoposide,19.9526,uM,2,156.25,73.46,58.67,175.67,0.3326,-0.1868
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.0033113,uM,2,156.25,73.46,200.33,175.67,1.1545,1.2718
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.01,uM,2,156.25,73.46,238.00,175.67,1.3580,1.5666
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.031623,uM,2,156.25,73.46,227.00,175.67,1.2991,1.4950
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.1,uM,2,156.25,73.46,223.67,175.67,1.2683,1.4237
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.31623,uM,2,156.25,73.46,194.33,175.67,1.1089,1.1819
50058-4,MDA-MB-231,10099-101-1,Nilotinib,1,uM,2,156.25,73.46,214.33,175.67,1.2115,1.3208
50058-4,MDA-MB-231,10099-101-1,Nilotinib,3.1623,uM,2,156.25,73.46,186.67,175.67,1.0502,1.0575
50058-4,MDA-MB-231,10099-101-1,Nilotinib,10,uM,2,156.25,73.46,509.00,175.67,2.9576,4.0595
50058-4,MDA-MB-231,10099-101-1,Nilotinib,19.9526,uM,2,156.25,73.46,1203.33,175.67,6.8724,9.0650
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.0033113,uM,2,156.25,73.46,245.00,175.67,1.4181,1.7123
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.01,uM,2,156.25,73.46,179.33,175.67,1.0222,1.0392
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.031623,uM,2,156.25,73.46,204.00,175.67,1.1955,1.3727
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.1,uM,2,156.25,73.46,228.67,175.67,1.3166,1.5362
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.31623,uM,2,156.25,73.46,195.33,175.67,1.0881,1.0927
50058-4,MDA-MB-231,10049-101-1,PLX-4720,1,uM,2,156.25,73.46,194.33,175.67,1.1232,1.2036
50058-4,MDA-MB-231,10049-101-1,PLX-4720,3.1623,uM,2,156.25,73.46,240.67,175.67,1.3970,1.6713
50058-4,MDA-MB-231,10049-101-1,PLX-4720,10,uM,2,156.25,73.46,258.33,175.67,1.4802,1.7831
50058-4,MDA-MB-231,10049-101-1,PLX-4720,19.9526,uM,2,156.25,73.46,163.67,175.67,0.9623,0.9789
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.0016596,uM,2,156.25,73.46,227.67,175.67,1.2937,1.4694
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.0033113,uM,2,156.25,73.46,195.67,175.67,1.0983,1.1282
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.01,uM,2,156.25,73.46,255.33,175.67,1.4734,1.7803
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.031623,uM,2,156.25,73.46,184.33,175.67,1.0667,1.1371
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.1,uM,2,156.25,73.46,182.67,175.67,1.0631,1.1248
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.31623,uM,2,156.25,73.46,201.67,175.67,1.1696,1.3066
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,1,uM,2,156.25,73.46,118.33,175.67,0.6790,0.4568
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,3.1623,uM,2,156.25,73.46,51.33,175.67,0.2969,-0.2567
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,10,uM,2,156.25,73.46,47.33,175.67,0.2762,-0.3010
50058-4,MDA-MB-231,10071-101-1,Palbociclib,0.0033113,uM,2,156.25,73.46,217.00,178.33,1.1977,1.2740
50058-4,MDA-MB-231,10071-101-1,Palbociclib,0.01,uM,2,156.25,73.46,214.67,178.33,1.1962,1.2935
50058-4,MDA-MB-231,10071-101-1,Palbociclib,0.031623,uM,2,156.25,73.46,127.67,178.33,0.7185,0.5370
50058-4,MDA-MB-231,10071-101-1,Palbociclib,0.1,uM,2,156.25,73.46,137.33,178.33,0.7653,0.6052
50058-4,MDA-MB-231,10071-101-1,Palbociclib,0.31623,uM,2,156.25,73.46,86.67,178.33,0.4987,0.1543
50058-4,MDA-MB-231,10071-101-1,Palbociclib,1,uM,2,156.25,73.46,66.33,178.33,0.3810,-0.0732
50058-4,MDA-MB-231,10071-101-1,Palbociclib,3.1623,uM,2,156.25,73.46,80.00,178.33,0.4548,0.0680
50058-4,MDA-MB-231,10071-101-1,Palbociclib,10,uM,2,156.25,73.46,96.33,178.33,0.5232,0.1671
50058-4,MDA-MB-231,10071-101-1,Palbociclib,19.9526,uM,2,156.25,73.46,223.67,178.33,1.1888,1.1407
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.0016596,uM,2,312.50,142.67,387.33,388.50,0.9952,0.9861
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.0033113,uM,2,312.50,142.67,336.33,388.50,0.8740,0.8211
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.01,uM,2,312.50,142.67,398.67,388.50,1.0388,1.0620
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.031623,uM,2,312.50,142.67,384.33,388.50,0.9967,1.0072
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.1,uM,2,312.50,142.67,276.00,388.50,0.7011,0.5386
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.31623,uM,2,312.50,142.67,226.33,388.50,0.5942,0.3909
50058-4,MDA-MB-231,10146-101-3,Omipalisib,1,uM,2,312.50,142.67,151.67,388.50,0.4069,0.0599
50058-4,MDA-MB-231,10146-101-3,Omipalisib,3.1623,uM,2,312.50,142.67,102.00,388.50,0.2713,-0.2122
50058-4,MDA-MB-231,10146-101-3,Omipalisib,10,uM,2,312.50,142.67,113.33,388.50,0.2976,-0.1537
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.0016596,uM,2,312.50,142.67,466.67,388.50,1.2245,1.3490
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.0033113,uM,2,312.50,142.67,438.33,388.50,1.1172,1.1460
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.01,uM,2,312.50,142.67,405.33,388.50,1.0389,1.0495
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.031623,uM,2,312.50,142.67,446.33,388.50,1.1787,1.2874
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.1,uM,2,312.50,142.67,474.33,388.50,1.2277,1.3225
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.31623,uM,2,312.50,142.67,378.67,388.50,0.9810,0.9729
50058-4,MDA-MB-231,10264-999-2,Methotrexate,1,uM,2,312.50,142.67,474.67,388.50,1.2187,1.3014
50058-4,MDA-MB-231,10264-999-2,Methotrexate,3.1623,uM,2,312.50,142.67,377.33,388.50,0.9889,1.0072
50058-4,MDA-MB-231,10264-999-2,Methotrexate,10,uM,2,312.50,142.67,451.33,388.50,1.1887,1.3029
50058-4,MDA-MB-231,10102-999-6,Taxol,0.00016596,uM,2,312.50,142.67,503.67,388.50,1.3230,1.4891
50058-4,MDA-MB-231,10102-999-6,Taxol,0.00033113,uM,2,312.50,142.67,386.67,388.50,0.9834,0.9570
50058-4,MDA-MB-231,10102-999-6,Taxol,0.001,uM,2,312.50,142.67,395.00,388.50,1.0349,1.0748
50058-4,MDA-MB-231,10102-999-6,Taxol,0.0031623,uM,2,312.50,142.67,313.00,388.50,0.8164,0.7440
50058-4,MDA-MB-231,10102-999-6,Taxol,0.01,uM,2,312.50,142.67,219.67,388.50,0.5647,0.3306
50058-4,MDA-MB-231,10102-999-6,Taxol,0.031623,uM,2,312.50,142.67,228.00,388.50,0.6180,0.4391
50058-4,MDA-MB-231,10102-999-6,Taxol,0.1,uM,2,312.50,142.67,146.00,388.50,0.3900,0.0239
50058-4,MDA-MB-231,10102-999-6,Taxol,0.31623,uM,2,312.50,142.67,122.33,388.50,0.3243,-0.1000
50058-4,MDA-MB-231,10102-999-6,Taxol,1,uM,2,312.50,142.67,137.00,388.50,0.3567,-0.0373
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.0033113,uM,2,312.50,142.67,514.33,381.42,1.3705,1.5303
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.01,uM,2,312.50,142.67,407.33,381.42,1.0799,1.1252
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.031623,uM,2,312.50,142.67,380.33,381.42,1.0070,1.0141
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.1,uM,2,312.50,142.67,474.00,381.42,1.2429,1.3294
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.31623,uM,2,312.50,142.67,225.33,381.42,0.6023,0.3973
50058-4,MDA-MB-231,10250-999-4,Etoposide,1,uM,2,312.50,142.67,201.00,381.42,0.5286,0.2687
50058-4,MDA-MB-231,10250-999-4,Etoposide,3.1623,uM,2,312.50,142.67,117.67,381.42,0.3103,-0.1301
50058-4,MDA-MB-231,10250-999-4,Etoposide,10,uM,2,312.50,142.67,98.00,381.42,0.2544,-0.2456
50058-4,MDA-MB-231,10250-999-4,Etoposide,19.9526,uM,2,312.50,142.67,143.67,381.42,0.3766,-0.0022
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.0033113,uM,2,312.50,142.67,379.67,381.42,0.9917,0.9797
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.01,uM,2,312.50,142.67,390.00,381.42,1.0288,1.0470
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.031623,uM,2,312.50,142.67,483.67,381.42,1.2680,1.3673
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.1,uM,2,312.50,142.67,424.00,381.42,1.1123,1.1581
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.31623,uM,2,312.50,142.67,482.33,381.42,1.2739,1.3897
50058-4,MDA-MB-231,10099-101-1,Nilotinib,1,uM,2,312.50,142.67,462.33,381.42,1.2160,1.3043
50058-4,MDA-MB-231,10099-101-1,Nilotinib,3.1623,uM,2,312.50,142.67,381.00,381.42,0.9974,0.9934
50058-4,MDA-MB-231,10099-101-1,Nilotinib,10,uM,2,312.50,142.67,600.33,381.42,1.5686,1.7483
50058-4,MDA-MB-231,10099-101-1,Nilotinib,19.9526,uM,2,312.50,142.67,1231.67,381.42,3.2454,3.6749
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.0033113,uM,2,312.50,142.67,399.33,381.42,1.0465,1.0654
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.01,uM,2,312.50,142.67,427.67,381.42,1.1141,1.1424
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.031623,uM,2,312.50,142.67,416.00,381.42,1.1002,1.1439
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.1,uM,2,312.50,142.67,466.67,381.42,1.2307,1.3167
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.31623,uM,2,312.50,142.67,455.67,381.42,1.1933,1.2669
50058-4,MDA-MB-231,10049-101-1,PLX-4720,1,uM,2,312.50,142.67,445.33,381.42,1.1641,1.2044
50058-4,MDA-MB-231,10049-101-1,PLX-4720,3.1623,uM,2,312.50,142.67,545.67,381.42,1.4367,1.5906
50058-4,MDA-MB-231,10049-101-1,PLX-4720,10,uM,2,312.50,142.67,466.33,381.42,1.2195,1.2970
50058-4,MDA-MB-231,10049-101-1,PLX-4720,19.9526,uM,2,312.50,142.67,394.33,381.42,1.0408,1.0663
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.0016596,uM,2,312.50,142.67,403.67,381.42,1.0380,1.0167
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.0033113,uM,2,312.50,142.67,471.33,381.42,1.2406,1.3363
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.01,uM,2,312.50,142.67,523.67,381.42,1.3722,1.5044
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.031623,uM,2,312.50,142.67,384.00,381.42,1.0100,1.0173
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.1,uM,2,312.50,142.67,419.33,381.42,1.0932,1.1190
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.31623,uM,2,312.50,142.67,352.67,381.42,0.9343,0.9134
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,1,uM,2,312.50,142.67,246.33,381.42,0.6558,0.4866
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,3.1623,uM,2,312.50,142.67,111.67,381.42,0.2971,-0.1618
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,10,uM,2,312.50,142.67,82.67,381.42,0.2208,-0.3201
50058-4,MDA-MB-231,10071-101-1,Palbociclib,0.0033113,uM,2,312.50,142.67,356.67,388.50,0.9148,0.8712
50058-4,MDA-MB-231,10071-101-1,Palbociclib,0.01,uM,2,312.50,142.67,384.33,388.50,0.9998,1.0144
50058-4,MDA-MB-231,10071-101-1,Palbociclib,0.031623,uM,2,312.50,142.67,302.67,388.50,0.7807,0.6781
50058-4,MDA-MB-231,10071-101-1,Palbociclib,0.1,uM,2,312.50,142.67,298.00,388.50,0.7797,0.6864
50058-4,MDA-MB-231,10071-101-1,Palbociclib,0.31623,uM,2,312.50,142.67,157.00,388.50,0.4089,0.0600
50058-4,MDA-MB-231,10071-101-1,Palbociclib,1,uM,2,312.50,142.67,162.67,388.50,0.4285,0.0991
50058-4,MDA-MB-231,10071-101-1,Palbociclib,3.1623,uM,2,312.50,142.67,167.33,388.50,0.4406,0.1224
50058-4,MDA-MB-231,10071-101-1,Palbociclib,10,uM,2,312.50,142.67,168.00,388.50,0.4232,0.0768
50058-4,MDA-MB-231,10071-101-1,Palbociclib,19.9526,uM,2,312.50,142.67,224.33,388.50,0.5570,0.2900
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.0016596,uM,2,625.00,269.08,771.33,810.25,0.9418,0.9099
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.0033113,uM,2,625.00,269.08,909.33,810.25,1.1209,1.1432
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.01,uM,2,625.00,269.08,806.33,810.25,1.0027,1.0108
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.031623,uM,2,625.00,269.08,692.33,810.25,0.8563,0.8116
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.1,uM,2,625.00,269.08,622.67,810.25,0.7606,0.6692
50058-4,MDA-MB-231,10146-101-3,Omipalisib,0.31623,uM,2,625.00,269.08,458.33,810.25,0.5706,0.4037
50058-4,MDA-MB-231,10146-101-3,Omipalisib,1,uM,2,625.00,269.08,286.33,810.25,0.3548,0.0370
50058-4,MDA-MB-231,10146-101-3,Omipalisib,3.1623,uM,2,625.00,269.08,200.33,810.25,0.2477,-0.1739
50058-4,MDA-MB-231,10146-101-3,Omipalisib,10,uM,2,625.00,269.08,204.00,810.25,0.2542,-0.1610
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.0016596,uM,2,625.00,269.08,816.00,810.25,1.0192,1.0334
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.0033113,uM,2,625.00,269.08,853.33,810.25,1.0517,1.0591
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.01,uM,2,625.00,269.08,809.00,810.25,1.0018,1.0054
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.031623,uM,2,625.00,269.08,995.67,810.25,1.2349,1.2928
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.1,uM,2,625.00,269.08,863.67,810.25,1.0554,1.0536
50058-4,MDA-MB-231,10264-999-2,Methotrexate,0.31623,uM,2,625.00,269.08,923.00,810.25,1.1457,1.1792
50058-4,MDA-MB-231,10264-999-2,Methotrexate,1,uM,2,625.00,269.08,899.00,810.25,1.1225,1.1513
50058-4,MDA-MB-231,10264-999-2,Methotrexate,3.1623,uM,2,625.00,269.08,957.67,810.25,1.1892,1.2412
50058-4,MDA-MB-231,10264-999-2,Methotrexate,10,uM,2,625.00,269.08,890.33,810.25,1.1081,1.1430
50058-4,MDA-MB-231,10102-999-6,Taxol,0.00016596,uM,2,625.00,269.08,1009.00,810.25,1.2462,1.3016
50058-4,MDA-MB-231,10102-999-6,Taxol,0.00033113,uM,2,625.00,269.08,824.00,810.25,1.0282,1.0426
50058-4,MDA-MB-231,10102-999-6,Taxol,0.001,uM,2,625.00,269.08,793.67,810.25,0.9853,0.9872
50058-4,MDA-MB-231,10102-999-6,Taxol,0.0031623,uM,2,625.00,269.08,638.00,810.25,0.7918,0.7281
50058-4,MDA-MB-231,10102-999-6,Taxol,0.01,uM,2,625.00,269.08,498.67,810.25,0.6099,0.4533
50058-4,MDA-MB-231,10102-999-6,Taxol,0.031623,uM,2,625.00,269.08,449.33,810.25,0.5575,0.3818
50058-4,MDA-MB-231,10102-999-6,Taxol,0.1,uM,2,625.00,269.08,293.67,810.25,0.3672,0.0598
50058-4,MDA-MB-231,10102-999-6,Taxol,0.31623,uM,2,625.00,269.08,308.67,810.25,0.3824,0.0855
50058-4,MDA-MB-231,10102-999-6,Taxol,1,uM,2,625.00,269.08,315.67,810.25,0.3903,0.0991
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.0033113,uM,2,625.00,269.08,934.33,789.67,1.1883,1.2402
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.01,uM,2,625.00,269.08,781.00,789.67,1.0007,1.0030
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.031623,uM,2,625.00,269.08,993.33,789.67,1.2614,1.3265
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.1,uM,2,625.00,269.08,849.00,789.67,1.0745,1.0843
50058-4,MDA-MB-231,10250-999-4,Etoposide,0.31623,uM,2,625.00,269.08,611.00,789.67,0.7779,0.7031
50058-4,MDA-MB-231,10250-999-4,Etoposide,1,uM,2,625.00,269.08,435.00,789.67,0.5474,0.3492
50058-4,MDA-MB-231,10250-999-4,Etoposide,3.1623,uM,2,625.00,269.08,293.00,789.67,0.3722,0.0561
50058-4,MDA-MB-231,10250-999-4,Etoposide,10,uM,2,625.00,269.08,231.00,789.67,0.2935,-0.0940
50058-4,MDA-MB-231,10250-999-4,Etoposide,19.9526,uM,2,625.00,269.08,256.33,789.67,0.3233,-0.0377
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.0033113,uM,2,625.00,269.08,886.67,789.67,1.1212,1.1490
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.01,uM,2,625.00,269.08,913.33,789.67,1.1507,1.1808
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.031623,uM,2,625.00,269.08,996.33,789.67,1.2621,1.3230
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.1,uM,2,625.00,269.08,912.00,789.67,1.1514,1.1812
50058-4,MDA-MB-231,10099-101-1,Nilotinib,0.31623,uM,2,625.00,269.08,879.00,789.67,1.1173,1.1444
50058-4,MDA-MB-231,10099-101-1,Nilotinib,1,uM,2,625.00,269.08,1024.00,789.67,1.2976,1.3643
50058-4,MDA-MB-231,10099-101-1,Nilotinib,3.1623,uM,2,625.00,269.08,853.00,789.67,1.0770,1.0900
50058-4,MDA-MB-231,10099-101-1,Nilotinib,10,uM,2,625.00,269.08,680.00,789.67,0.8634,0.8202
50058-4,MDA-MB-231,10099-101-1,Nilotinib,19.9526,uM,2,625.00,269.08,1152.00,789.67,1.4724,1.5774
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.0033113,uM,2,625.00,269.08,943.33,789.67,1.1971,1.2446
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.01,uM,2,625.00,269.08,868.67,789.67,1.0921,1.1005
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.031623,uM,2,625.00,269.08,877.00,789.67,1.1126,1.1423
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.1,uM,2,625.00,269.08,925.33,789.67,1.1764,1.2256
50058-4,MDA-MB-231,10049-101-1,PLX-4720,0.31623,uM,2,625.00,269.08,874.67,789.67,1.1086,1.1385
50058-4,MDA-MB-231,10049-101-1,PLX-4720,1,uM,2,625.00,269.08,968.33,789.67,1.2338,1.2937
50058-4,MDA-MB-231,10049-101-1,PLX-4720,3.1623,uM,2,625.00,269.08,1106.33,789.67,1.3991,1.4822
50058-4,MDA-MB-231,10049-101-1,PLX-4720,10,uM,2,625.00,269.08,998.67,789.67,1.2676,1.3322
50058-4,MDA-MB-231,10049-101-1,PLX-4720,19.9526,uM,2,625.00,269.08,742.00,789.67,0.9424,0.9246
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.0016596,uM,2,625.00,269.08,876.33,789.67,1.1049,1.1246
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.0033113,uM,2,625.00,269.08,1031.33,789.67,1.3065,1.3733
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,0.01,uM,2,625.00,269.08,1023.00,789.67,1.3019,1.3766
