Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Number of Cells,Primary Antibody (488) HMS LINCS ID,Primary Antibody (488) Name,Secondary Antibody (488) HMS LINCS ID,Secondary Antibody (488) Name,Protein Detected (488) HMS LINCS ID,Protein Detected (488) Name,Mean Fluorescence Intensity (488),Primary Antibody (647) HMS LINCS ID,Primary Antibody (647) Name,Secondary Antibody (647) HMS LINCS ID,Secondary Antibody (647) Name,Protein Detected (647) HMS LINCS ID,Protein Detected (647) Name,Mean Fluorescence Intensity (647),Plate Name,Plate Well
50149-4,COLO 858,10068-101-1,Vemurafenib,10321-110-1,GSK-J1,0.3160,2.6667,uM,48,hr,1,1988,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,344.25,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,140.14,Colo858-A2-rep1,B6
50149-4,COLO 858,10068-101-1,Vemurafenib,10327-101-1,PFI-1,0.3160,2.6667,uM,48,hr,1,1383,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,138.34,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,30.41,Colo858-A2-rep1,B7
50149-4,COLO 858,10068-101-1,Vemurafenib,10333-101-1,UNC669,0.3160,2.6667,uM,48,hr,1,2097,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,357.07,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,157.23,Colo858-A2-rep1,B8
50149-4,COLO 858,10068-101-1,Vemurafenib,10145-102-1,Veliparib,0.3160,2.6667,uM,48,hr,1,2017,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,297.02,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,148.72,Colo858-A2-rep1,C2
50149-4,COLO 858,10068-101-1,Vemurafenib,10304-105-1,Rucaparib,0.3160,2.6667,uM,48,hr,1,2594,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,255.48,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,179.23,Colo858-A2-rep1,C3
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.3160,2.6667,uM,48,hr,1,209,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,309.25,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,21.49,Colo858-A2-rep1,C4
50149-4,COLO 858,10068-101-1,Vemurafenib,10316-101-1,Selisistat,0.3160,2.6667,uM,48,hr,1,3015,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,359.72,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,105.69,Colo858-A2-rep1,C5
50149-4,COLO 858,10068-101-1,Vemurafenib,10322-110-1,GSK-J2,0.3160,2.6667,uM,48,hr,1,2652,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,335.90,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,155.80,Colo858-A2-rep1,C6
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.3160,2.6667,uM,48,hr,1,1745,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,123.39,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,10.46,Colo858-A2-rep1,C7
50149-4,COLO 858,10068-101-1,Vemurafenib,10334-101-1,UNC1215,0.3160,2.6667,uM,48,hr,1,2700,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,375.51,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,134.85,Colo858-A2-rep1,C8
50149-4,COLO 858,10068-101-1,Vemurafenib,10282-101-2,Vorinostat,0.3160,2.6667,uM,48,hr,1,329,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,200.63,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,17.50,Colo858-A2-rep1,D2
50149-4,COLO 858,10068-101-1,Vemurafenib,10305-101-1,JW55,0.3160,2.6667,uM,48,hr,1,2243,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,243.79,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,100.13,Colo858-A2-rep1,D3
50149-4,COLO 858,10068-101-1,Vemurafenib,10311-101-1,Entinostat,0.3160,2.6667,uM,48,hr,1,2256,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,128.46,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,15.79,Colo858-A2-rep1,D4
50149-4,COLO 858,10068-101-1,Vemurafenib,10317-101-1,AGK2,0.3160,2.6667,uM,48,hr,1,564,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,311.41,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,108.97,Colo858-A2-rep1,D5
50149-4,COLO 858,10068-101-1,Vemurafenib,10323-102-1,GSK-J4,0.3160,2.6667,uM,48,hr,1,528,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,232.59,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,14.66,Colo858-A2-rep1,D6
50149-4,COLO 858,10068-101-1,Vemurafenib,10329-101-1,(-)-JQ1,0.3160,2.6667,uM,48,hr,1,3175,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,309.67,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,140.73,Colo858-A2-rep1,D7
50149-4,COLO 858,10068-101-1,Vemurafenib,10335-101-1,IOX2,0.3160,2.6667,uM,48,hr,1,3424,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,351.29,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,150.84,Colo858-A2-rep1,D8
50149-4,COLO 858,10068-101-1,Vemurafenib,10300-101-1,Azacitidine,0.3160,2.6667,uM,48,hr,1,840,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,198.97,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,20.08,Colo858-A2-rep1,E2
50149-4,COLO 858,10068-101-1,Vemurafenib,10306-101-1,C646,0.3160,2.6667,uM,48,hr,1,2689,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,316.57,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,154.25,Colo858-A2-rep1,E3
50149-4,COLO 858,10068-101-1,Vemurafenib,10312-101-1,Mocetinostat,0.3160,2.6667,uM,48,hr,1,2109,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,155.83,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,22.08,Colo858-A2-rep1,E4
50149-4,COLO 858,10068-101-1,Vemurafenib,10318-101-1,Resveratrol,0.3160,2.6667,uM,48,hr,1,2795,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,318.85,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,129.75,Colo858-A2-rep1,E5
50149-4,COLO 858,10068-101-1,Vemurafenib,10324-101-1,Daminozide,0.3160,2.6667,uM,48,hr,1,3426,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,399.44,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,145.60,Colo858-A2-rep1,E6
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.3160,2.6667,uM,48,hr,1,2153,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,111.18,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,12.87,Colo858-A2-rep1,E7
50149-4,COLO 858,10068-101-1,Vemurafenib,10336-101-1,Epigallocatechin gallate,0.3160,2.6667,uM,48,hr,1,3105,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,357.79,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,132.41,Colo858-A2-rep1,E8
50149-4,COLO 858,10068-101-1,Vemurafenib,10301-101-1,Decitabine,0.3160,2.6667,uM,48,hr,1,1469,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,264.32,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,124.92,Colo858-A2-rep1,F2
50149-4,COLO 858,10068-101-1,Vemurafenib,10307-101-1,Garcinol,0.3160,2.6667,uM,48,hr,1,981,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,330.96,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,147.82,Colo858-A2-rep1,F3
50149-4,COLO 858,10068-101-1,Vemurafenib,10313-101-1,Pracinostat,0.3160,2.6667,uM,48,hr,1,169,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,222.43,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,28.52,Colo858-A2-rep1,F4
50149-4,COLO 858,10068-101-1,Vemurafenib,10319-101-1,BIX-01294,0.3160,2.6667,uM,48,hr,1,561,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,189.27,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,24.74,Colo858-A2-rep1,F5
50149-4,COLO 858,10068-101-1,Vemurafenib,10325-101-1,Methylstat,0.3160,2.6667,uM,48,hr,1,1783,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,213.42,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,68.18,Colo858-A2-rep1,F6
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.3160,2.6667,uM,48,hr,1,1486,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,118.87,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,7.82,Colo858-A2-rep1,F7
50149-4,COLO 858,10068-101-1,Vemurafenib,10339-101-1,CX-5461,0.3160,2.6667,uM,48,hr,1,1891,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,209.48,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,203.21,Colo858-A2-rep1,F8
50149-4,COLO 858,10068-101-1,Vemurafenib,10302-101-1,RG-108,0.3160,2.6667,uM,48,hr,1,1471,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,320.76,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,126.71,Colo858-A2-rep1,G2
50149-4,COLO 858,10068-101-1,Vemurafenib,10308-101-1,Anacardic acid,0.3160,2.6667,uM,48,hr,1,1253,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,315.28,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,120.19,Colo858-A2-rep1,G3
50149-4,COLO 858,10068-101-1,Vemurafenib,10314-101-1,MC1568,0.3160,2.6667,uM,48,hr,1,1318,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,365.04,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,114.40,Colo858-A2-rep1,G4
50149-4,COLO 858,10068-101-1,Vemurafenib,10320-101-1,UNC0638,0.3160,2.6667,uM,48,hr,1,581,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,215.25,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,98.55,Colo858-A2-rep1,G5
50149-4,COLO 858,10068-101-1,Vemurafenib,10326-102-1,Tranylcypromine,0.3160,2.6667,uM,48,hr,1,1165,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,304.43,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,172.86,Colo858-A2-rep1,G6
50149-4,COLO 858,10068-101-1,Vemurafenib,10332-101-1,Ischemin,0.3160,2.6667,uM,48,hr,1,1323,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,307.48,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,114.56,Colo858-A2-rep1,G7
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,854,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,320.42,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,127.24,Colo858-A2-rep1,H10
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,801,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,272.52,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,119.13,Colo858-A2-rep1,H11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,964,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,364.09,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,110.85,Colo858-A2-rep1,H2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,950,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,327.98,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,130.86,Colo858-A2-rep1,H3
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,683,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,277.61,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,110.87,Colo858-A2-rep1,H4
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,673,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,276.26,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,130.08,Colo858-A2-rep1,H5
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,797,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,303.09,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,127.30,Colo858-A2-rep1,H6
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,978,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,291.02,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,117.92,Colo858-A2-rep1,H7
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,793,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,260.38,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,122.78,Colo858-A2-rep1,H8
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,977,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,344.61,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,118.55,Colo858-A2-rep1,H9
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,988,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,341.76,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,146.13,Colo858-A2-rep2,A10
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1172,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,351.28,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,140.37,Colo858-A2-rep2,A11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1033,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,359.83,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,196.89,Colo858-A2-rep2,A2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,908,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,313.42,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,130.36,Colo858-A2-rep2,A3
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,811,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,338.76,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,129.39,Colo858-A2-rep2,A4
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1117,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,406.39,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,145.48,Colo858-A2-rep2,A5
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,923,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,349.90,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,131.92,Colo858-A2-rep2,A6
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,851,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,376.95,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,149.87,Colo858-A2-rep2,A7
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,972,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,397.01,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,132.49,Colo858-A2-rep2,A8
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,965,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,322.70,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,158.50,Colo858-A2-rep2,A9
50149-4,COLO 858,10068-101-1,Vemurafenib,10144-101-2,Olaparib,0.3160,2.6667,uM,48,hr,2,1429,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,244.86,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,158.62,Colo858-A2-rep2,B2
50149-4,COLO 858,10068-101-1,Vemurafenib,10303-101-1,Iniparib,0.3160,2.6667,uM,48,hr,2,1619,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,309.31,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,133.32,Colo858-A2-rep2,B3
50149-4,COLO 858,10068-101-1,Vemurafenib,10309-101-1,CTB,0.3160,2.6667,uM,48,hr,2,1525,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,264.79,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,156.84,Colo858-A2-rep2,B4
50149-4,COLO 858,10068-101-1,Vemurafenib,10315-101-1,Rocilinostat,0.3160,2.6667,uM,48,hr,2,596,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,175.51,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,157.64,Colo858-A2-rep2,B5
50149-4,COLO 858,10068-101-1,Vemurafenib,10321-110-1,GSK-J1,0.3160,2.6667,uM,48,hr,2,1655,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,349.58,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,139.46,Colo858-A2-rep2,B6
50149-4,COLO 858,10068-101-1,Vemurafenib,10327-101-1,PFI-1,0.3160,2.6667,uM,48,hr,2,1014,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,145.85,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,19.30,Colo858-A2-rep2,B7
50149-4,COLO 858,10068-101-1,Vemurafenib,10333-101-1,UNC669,0.3160,2.6667,uM,48,hr,2,1750,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,342.24,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,153.77,Colo858-A2-rep2,B8
50149-4,COLO 858,10068-101-1,Vemurafenib,10145-102-1,Veliparib,0.3160,2.6667,uM,48,hr,2,1852,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,303.91,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,148.05,Colo858-A2-rep2,C2
50149-4,COLO 858,10068-101-1,Vemurafenib,10304-105-1,Rucaparib,0.3160,2.6667,uM,48,hr,2,2191,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,274.88,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,168.71,Colo858-A2-rep2,C3
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.3160,2.6667,uM,48,hr,2,165,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,207.48,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,20.78,Colo858-A2-rep2,C4
50149-4,COLO 858,10068-101-1,Vemurafenib,10316-101-1,Selisistat,0.3160,2.6667,uM,48,hr,2,2435,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,300.72,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,104.24,Colo858-A2-rep2,C5
50149-4,COLO 858,10068-101-1,Vemurafenib,10322-110-1,GSK-J2,0.3160,2.6667,uM,48,hr,2,2739,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,331.72,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,152.80,Colo858-A2-rep2,C6
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.3160,2.6667,uM,48,hr,2,1599,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,129.86,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,11.70,Colo858-A2-rep2,C7
50149-4,COLO 858,10068-101-1,Vemurafenib,10334-101-1,UNC1215,0.3160,2.6667,uM,48,hr,2,2480,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,325.51,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,148.28,Colo858-A2-rep2,C8
50149-4,COLO 858,10068-101-1,Vemurafenib,10282-101-2,Vorinostat,0.3160,2.6667,uM,48,hr,2,478,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,242.50,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,28.47,Colo858-A2-rep2,D2
50149-4,COLO 858,10068-101-1,Vemurafenib,10305-101-1,JW55,0.3160,2.6667,uM,48,hr,2,1836,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,220.99,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,102.31,Colo858-A2-rep2,D3
50149-4,COLO 858,10068-101-1,Vemurafenib,10311-101-1,Entinostat,0.3160,2.6667,uM,48,hr,2,2000,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,140.13,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,12.84,Colo858-A2-rep2,D4
50149-4,COLO 858,10068-101-1,Vemurafenib,10317-101-1,AGK2,0.3160,2.6667,uM,48,hr,2,635,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,266.45,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,71.47,Colo858-A2-rep2,D5
50149-4,COLO 858,10068-101-1,Vemurafenib,10323-102-1,GSK-J4,0.3160,2.6667,uM,48,hr,2,682,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,189.00,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,11.65,Colo858-A2-rep2,D6
50149-4,COLO 858,10068-101-1,Vemurafenib,10329-101-1,(-)-JQ1,0.3160,2.6667,uM,48,hr,2,3101,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,297.94,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,134.38,Colo858-A2-rep2,D7
50149-4,COLO 858,10068-101-1,Vemurafenib,10335-101-1,IOX2,0.3160,2.6667,uM,48,hr,2,3207,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,355.43,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,154.65,Colo858-A2-rep2,D8
50149-4,COLO 858,10068-101-1,Vemurafenib,10300-101-1,Azacitidine,0.3160,2.6667,uM,48,hr,2,674,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,228.99,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,27.17,Colo858-A2-rep2,E2
50149-4,COLO 858,10068-101-1,Vemurafenib,10306-101-1,C646,0.3160,2.6667,uM,48,hr,2,2543,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,313.83,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,167.50,Colo858-A2-rep2,E3
