Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,2nd Drug,Drug Concentration,Conc Unit,Time Point,Time Point Unit,Image,Measured Protein (Alexa Fluor 488),Measured Protein Value (488),Measured Protein (Alexa Fluor 568),Measured Protein Value (568),Measured Protein (Alexa Fluor 647),Measured Protein Value (647),Replicate,Plate Name,Plate Well
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.8000,uM,24,hr,451161,p-Histone H3(S10),177.34,p-Rb(S807/S811),61.94,p-S6(S235/S236,398.32,2,WM1552C-signal2,G4
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.3200,uM,24,hr,451287,p-Histone H3(S10),158.64,p-Rb(S807/S811),76.31,p-S6(S235/S236,405.08,2,WM1552C-signal2,G5
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.1280,uM,24,hr,451035,p-Histone H3(S10),232.69,p-Rb(S807/S811),95.77,p-S6(S235/S236,414.55,2,WM1552C-signal2,G6
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0512,uM,24,hr,451188,p-Histone H3(S10),191.70,p-Rb(S807/S811),97.70,p-S6(S235/S236,403.09,2,WM1552C-signal2,G7
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0205,uM,24,hr,450837,p-Histone H3(S10),197.88,p-Rb(S807/S811),110.31,p-S6(S235/S236,410.75,2,WM1552C-signal2,G8
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0082,uM,24,hr,451224,p-Histone H3(S10),215.02,p-Rb(S807/S811),116.21,p-S6(S235/S236,424.78,2,WM1552C-signal2,G9
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0033,uM,24,hr,452694,Ki-67,1556.10,p-Rb(S807/S811),107.86,p-cJun(S73),143.87,1,WM1552C-signal3,B10
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0000,uM,24,hr,452505,Ki-67,1693.60,p-Rb(S807/S811),110.42,p-cJun(S73),138.63,1,WM1552C-signal3,B11
10068-101-1,Vemurafenib,50568-1,WM1552C,,5.0000,uM,24,hr,452423,Ki-67,973.61,p-Rb(S807/S811),47.01,p-cJun(S73),59.51,1,WM1552C-signal3,B2
10068-101-1,Vemurafenib,50568-1,WM1552C,,2.0000,uM,24,hr,452775,Ki-67,913.80,p-Rb(S807/S811),42.09,p-cJun(S73),98.86,1,WM1552C-signal3,B3
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.8000,uM,24,hr,452559,Ki-67,1044.70,p-Rb(S807/S811),52.94,p-cJun(S73),128.12,1,WM1552C-signal3,B4
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.3200,uM,24,hr,452550,Ki-67,1190.60,p-Rb(S807/S811),70.53,p-cJun(S73),155.05,1,WM1552C-signal3,B5
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.1280,uM,24,hr,452739,Ki-67,1391.60,p-Rb(S807/S811),87.70,p-cJun(S73),154.40,1,WM1552C-signal3,B6
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0512,uM,24,hr,452586,Ki-67,1451.30,p-Rb(S807/S811),98.22,p-cJun(S73),157.24,1,WM1552C-signal3,B7
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0205,uM,24,hr,452721,Ki-67,1588.20,p-Rb(S807/S811),104.90,p-cJun(S73),155.81,1,WM1552C-signal3,B8
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0082,uM,24,hr,452469,Ki-67,1588.00,p-Rb(S807/S811),105.77,p-cJun(S73),146.98,1,WM1552C-signal3,B9
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0033,uM,24,hr,452829,Ki-67,1609.30,p-Rb(S807/S811),102.99,p-cJun(S73),143.15,2,WM1552C-signal3,C10
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0000,uM,24,hr,452577,Ki-67,1637.30,p-Rb(S807/S811),105.15,p-cJun(S73),139.30,2,WM1552C-signal3,C11
10068-101-1,Vemurafenib,50568-1,WM1552C,,5.0000,uM,24,hr,452496,Ki-67,955.89,p-Rb(S807/S811),49.08,p-cJun(S73),59.90,2,WM1552C-signal3,C2
10068-101-1,Vemurafenib,50568-1,WM1552C,,2.0000,uM,24,hr,452874,Ki-67,885.89,p-Rb(S807/S811),44.19,p-cJun(S73),99.31,2,WM1552C-signal3,C3
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.8000,uM,24,hr,452514,Ki-67,1017.40,p-Rb(S807/S811),54.97,p-cJun(S73),137.70,2,WM1552C-signal3,C4
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.3200,uM,24,hr,452802,Ki-67,1222.80,p-Rb(S807/S811),74.23,p-cJun(S73),158.69,2,WM1552C-signal3,C5
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.1280,uM,24,hr,452820,Ki-67,1348.40,p-Rb(S807/S811),86.19,p-cJun(S73),162.31,2,WM1552C-signal3,C6
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0512,uM,24,hr,452910,Ki-67,1417.80,p-Rb(S807/S811),90.84,p-cJun(S73),153.01,2,WM1552C-signal3,C7
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0205,uM,24,hr,452649,Ki-67,1578.70,p-Rb(S807/S811),105.13,p-cJun(S73),151.66,2,WM1552C-signal3,C8
10068-101-1,Vemurafenib,50568-1,WM1552C,,0.0082,uM,24,hr,452532,Ki-67,1538.30,p-Rb(S807/S811),102.40,p-cJun(S73),142.93,2,WM1552C-signal3,C9
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0033,uM,24,hr,452919,Ki-67,1617.60,p-Rb(S807/S811),109.79,p-cJun(S73),144.59,1,WM1552C-signal3,D10
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0000,uM,24,hr,452883,Ki-67,1603.40,p-Rb(S807/S811),107.85,p-cJun(S73),142.51,1,WM1552C-signal3,D11
10363-101-1,JNK-IN-8,50568-1,WM1552C,,5.0000,uM,24,hr,452523,Ki-67,1547.50,p-Rb(S807/S811),115.39,p-cJun(S73),22.53,1,WM1552C-signal3,D2
10363-101-1,JNK-IN-8,50568-1,WM1552C,,2.0000,uM,24,hr,452946,Ki-67,1543.30,p-Rb(S807/S811),112.25,p-cJun(S73),28.35,1,WM1552C-signal3,D3
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.8000,uM,24,hr,452730,Ki-67,1714.80,p-Rb(S807/S811),114.20,p-cJun(S73),63.58,1,WM1552C-signal3,D4
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.3200,uM,24,hr,452892,Ki-67,1583.90,p-Rb(S807/S811),110.94,p-cJun(S73),105.82,1,WM1552C-signal3,D5
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.1280,uM,24,hr,452757,Ki-67,1599.10,p-Rb(S807/S811),106.57,p-cJun(S73),132.61,1,WM1552C-signal3,D6
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0512,uM,24,hr,452451,Ki-67,1541.10,p-Rb(S807/S811),103.29,p-cJun(S73),139.13,1,WM1552C-signal3,D7
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0205,uM,24,hr,452793,Ki-67,1616.70,p-Rb(S807/S811),107.97,p-cJun(S73),148.06,1,WM1552C-signal3,D8
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0082,uM,24,hr,452856,Ki-67,1563.50,p-Rb(S807/S811),102.65,p-cJun(S73),151.31,1,WM1552C-signal3,D9
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0033,uM,24,hr,452928,Ki-67,1634.60,p-Rb(S807/S811),105.63,p-cJun(S73),145.10,2,WM1552C-signal3,E10
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0000,uM,24,hr,452478,Ki-67,1658.40,p-Rb(S807/S811),108.24,p-cJun(S73),142.64,2,WM1552C-signal3,E11
10363-101-1,JNK-IN-8,50568-1,WM1552C,,5.0000,uM,24,hr,452460,Ki-67,1507.90,p-Rb(S807/S811),107.69,p-cJun(S73),21.50,2,WM1552C-signal3,E2
10363-101-1,JNK-IN-8,50568-1,WM1552C,,2.0000,uM,24,hr,452703,Ki-67,1645.70,p-Rb(S807/S811),114.19,p-cJun(S73),27.88,2,WM1552C-signal3,E3
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.8000,uM,24,hr,452631,Ki-67,1751.50,p-Rb(S807/S811),114.25,p-cJun(S73),56.72,2,WM1552C-signal3,E4
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.3200,uM,24,hr,452865,Ki-67,1603.10,p-Rb(S807/S811),108.59,p-cJun(S73),104.20,2,WM1552C-signal3,E5
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.1280,uM,24,hr,452712,Ki-67,1589.50,p-Rb(S807/S811),107.97,p-cJun(S73),133.56,2,WM1552C-signal3,E6
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0512,uM,24,hr,452784,Ki-67,1577.80,p-Rb(S807/S811),104.89,p-cJun(S73),132.44,2,WM1552C-signal3,E7
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0205,uM,24,hr,452487,Ki-67,1660.00,p-Rb(S807/S811),109.84,p-cJun(S73),146.02,2,WM1552C-signal3,E8
10363-101-1,JNK-IN-8,50568-1,WM1552C,,0.0082,uM,24,hr,452622,Ki-67,1586.10,p-Rb(S807/S811),106.76,p-cJun(S73),145.37,2,WM1552C-signal3,E9
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0033,uM,24,hr,452424,Ki-67,1563.00,p-Rb(S807/S811),101.88,p-cJun(S73),150.84,1,WM1552C-signal3,F10
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0000,uM,24,hr,452937,Ki-67,1640.70,p-Rb(S807/S811),107.50,p-cJun(S73),145.58,1,WM1552C-signal3,F11
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,5.0000,uM,24,hr,452748,Ki-67,1057.80,p-Rb(S807/S811),58.43,p-cJun(S73),14.63,1,WM1552C-signal3,F2
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,2.0000,uM,24,hr,452901,Ki-67,1000.20,p-Rb(S807/S811),47.24,p-cJun(S73),12.90,1,WM1552C-signal3,F3
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.8000,uM,24,hr,452676,Ki-67,1070.90,p-Rb(S807/S811),51.39,p-cJun(S73),29.77,1,WM1552C-signal3,F4
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.3200,uM,24,hr,452613,Ki-67,1190.30,p-Rb(S807/S811),65.76,p-cJun(S73),94.49,1,WM1552C-signal3,F5
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.1280,uM,24,hr,452442,Ki-67,1358.60,p-Rb(S807/S811),88.45,p-cJun(S73),136.95,1,WM1552C-signal3,F6
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0512,uM,24,hr,452433,Ki-67,1457.20,p-Rb(S807/S811),95.63,p-cJun(S73),146.98,1,WM1552C-signal3,F7
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0205,uM,24,hr,452847,Ki-67,1521.80,p-Rb(S807/S811),102.62,p-cJun(S73),152.55,1,WM1552C-signal3,F8
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0082,uM,24,hr,452667,Ki-67,1617.40,p-Rb(S807/S811),105.76,p-cJun(S73),149.70,1,WM1552C-signal3,F9
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0033,uM,24,hr,452685,Ki-67,1565.80,p-Rb(S807/S811),107.30,p-cJun(S73),143.22,2,WM1552C-signal3,G10
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0000,uM,24,hr,452838,Ki-67,1730.30,p-Rb(S807/S811),108.00,p-cJun(S73),145.49,2,WM1552C-signal3,G11
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,5.0000,uM,24,hr,452568,Ki-67,1101.80,p-Rb(S807/S811),60.49,p-cJun(S73),15.34,2,WM1552C-signal3,G2
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,2.0000,uM,24,hr,452595,Ki-67,974.64,p-Rb(S807/S811),46.90,p-cJun(S73),13.63,2,WM1552C-signal3,G3
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.8000,uM,24,hr,452766,Ki-67,1036.20,p-Rb(S807/S811),55.60,p-cJun(S73),34.11,2,WM1552C-signal3,G4
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.3200,uM,24,hr,452640,Ki-67,1190.00,p-Rb(S807/S811),68.22,p-cJun(S73),96.63,2,WM1552C-signal3,G5
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.1280,uM,24,hr,452541,Ki-67,1366.10,p-Rb(S807/S811),85.28,p-cJun(S73),140.57,2,WM1552C-signal3,G6
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0512,uM,24,hr,452811,Ki-67,1383.60,p-Rb(S807/S811),94.09,p-cJun(S73),155.54,2,WM1552C-signal3,G7
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0205,uM,24,hr,452604,Ki-67,1542.10,p-Rb(S807/S811),107.52,p-cJun(S73),159.51,2,WM1552C-signal3,G8
10068-101-1,Vemurafenib,50568-1,WM1552C,JNK-IN-8,0.0082,uM,24,hr,452658,Ki-67,1581.10,p-Rb(S807/S811),104.30,p-cJun(S73),145.59,2,WM1552C-signal3,G9
