Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Mean Relative Cell Count,Standard Error of the Mean for Relative Cell Count,Mean Relative Growth Rate,Standard Error of the Mean for Relative Growth Rate
50238-3,Hs 578T,10177-101-1,Brivanib,3.33,uM,LJP5,0.9354,0.0014,0.9152,0.0045
50238-3,Hs 578T,10147-101-1,Buparlisib,3.33,uM,LJP5,0.1614,0.0372,-0.0965,0.0320
50238-3,Hs 578T,10055-101-1,BX-912,3.33,uM,LJP5,0.3116,0.0567,0.1033,0.0395
50238-3,Hs 578T,10120-102-1,Canertinib,3.33,uM,LJP6,0.8416,0.0215,0.7935,0.0240
50238-3,Hs 578T,10117-101-1,Celastrol,3.33,uM,LJP6,0.2037,0.0253,-0.0417,0.0162
50238-3,Hs 578T,10025-101-1,CGP60474,3.33,uM,LJP5,0.1707,0.0610,-0.0818,0.0493
50238-3,Hs 578T,10025-101-1,CGP60474,3.33,uM,LJP6,0.1451,0.0416,-0.1179,0.0416
50238-3,Hs 578T,10180-101-1,CHIR-99021,3.33,uM,LJP6,0.8953,0.0117,0.8637,0.0121
50238-3,Hs 578T,10010-101-1,CP724714,3.33,uM,LJP5,0.9332,0.0161,0.9133,0.0191
50238-3,Hs 578T,10009-101-1,CP466722,3.33,uM,LJP5,0.9776,0.0489,0.9762,0.0622
50238-3,Hs 578T,10027-101-1,Crizotinib,3.33,uM,LJP5,0.4563,0.1099,0.2992,0.1094
50238-3,Hs 578T,10140-101-1,Momelotinib,3.33,uM,LJP5,0.5086,0.0840,0.3644,0.0805
50238-3,Hs 578T,10020-101-1,Dasatinib,3.33,uM,LJP5,0.2329,0.0835,0.0018,0.0818
50238-3,Hs 578T,10020-101-1,Dasatinib,3.33,uM,LJP6,0.1987,0.0619,-0.0454,0.0568
50238-3,Hs 578T,10127-101-1,Dovitinib,3.33,uM,LJP5,0.3950,0.0580,0.2127,0.0477
50238-3,Hs 578T,10069-101-1,Enzastaurin,3.33,uM,LJP5,1.0221,0.0202,1.0268,0.0243
50238-3,Hs 578T,10097-101-1,Erlotinib,3.33,uM,LJP5,0.9263,0.0079,0.9028,0.0129
50238-3,Hs 578T,10157-101-1,Foretinib,3.33,uM,LJP5,0.3330,0.0650,0.1306,0.0668
50238-3,Hs 578T,10040-101-1,R406,3.33,uM,LJP6,0.5951,0.0461,0.4742,0.0383
50238-3,Hs 578T,10047-101-1,Pictilisib,3.33,uM,LJP6,0.4783,0.0213,0.3162,0.0364
50238-3,Hs 578T,10098-101-1,Gefitinib,3.33,uM,LJP6,0.9757,0.0064,0.9688,0.0069
50238-3,Hs 578T,10108-101-1,Geldanamycin,3.33,uM,LJP5,0.2541,0.0617,0.0273,0.0562
50238-3,Hs 578T,10108-101-1,Geldanamycin,3.33,uM,LJP6,0.2519,0.0780,0.0264,0.0736
50238-3,Hs 578T,10172-101-1,GSK1059615,3.33,uM,LJP5,0.2298,0.0494,-0.0062,0.0479
50238-3,Hs 578T,10172-101-1,GSK1059615,3.33,uM,LJP6,0.3188,0.0522,0.1125,0.0286
50238-3,Hs 578T,10134-101-1,GSK1904529A,3.33,uM,LJP6,0.9407,0.0144,0.9222,0.0194
50238-3,Hs 578T,10146-101-1,Omipalisib,3.33,uM,LJP6,0.1782,0.0568,-0.0724,0.0455
50238-3,Hs 578T,10128-101-1,GSK 690693,3.33,uM,LJP5,0.7445,0.0579,0.6596,0.0847
50238-3,Hs 578T,10014-101-1,GW843682X,3.33,uM,LJP6,0.1729,0.0447,-0.0808,0.0388
50238-3,Hs 578T,10015-101-1,HG-5-113-01,3.33,uM,LJP5,0.2959,0.0770,0.0852,0.0623
50238-3,Hs 578T,10016-101-1,HG-5-88-01,3.33,uM,LJP6,0.8314,0.0074,0.7796,0.0036
50238-3,Hs 578T,10023-103-1,Imatinib,3.33,uM,LJP6,1.0368,0.0373,1.0526,0.0506
50238-3,Hs 578T,10100-101-1,JNK-9L,3.33,uM,LJP6,0.2686,0.0788,0.0497,0.0609
50238-3,Hs 578T,10019-101-1,JW-7-24-1,3.33,uM,LJP6,0.4585,0.0516,0.2957,0.0358
50238-3,Hs 578T,10051-104-1,Lapatinib,3.33,uM,LJP6,0.9991,0.0143,0.9985,0.0187
50238-3,Hs 578T,10115-102-1,LDN-193189,3.33,uM,LJP5,0.4345,0.2120,0.2826,0.2421
50238-3,Hs 578T,10182-101-1,Linifanib,3.33,uM,LJP6,0.9370,0.0145,0.9190,0.0150
50238-3,Hs 578T,10135-101-1,Linsitinib,3.33,uM,LJP5,0.9697,0.0127,0.9611,0.0151
50238-3,Hs 578T,10479-102-1,Mitoxantrone,3.33,uM,LJP5,0.0883,0.0384,-0.1919,0.0265
50238-3,Hs 578T,10479-102-1,Mitoxantrone,3.33,uM,LJP6,0.0923,0.0400,-0.1863,0.0239
50238-3,Hs 578T,10057-102-1,MK2206,3.33,uM,LJP6,0.6540,0.0073,0.5467,0.0150
50238-3,Hs 578T,10018-101-1,Neratinib,3.33,uM,LJP5,0.4008,0.1151,0.2258,0.1150
50238-3,Hs 578T,10099-101-1,Nilotinib,3.33,uM,LJP5,1.0803,0.0500,1.1108,0.0675
50238-3,Hs 578T,10151-101-1,Nintedanib,3.33,uM,LJP6,0.4642,0.0246,0.2970,0.0475
50238-3,Hs 578T,10061-101-1,NU7441,3.33,uM,LJP5,0.6393,0.0218,0.5293,0.0112
50238-3,Hs 578T,10232-101-1,Dactolisib,3.33,uM,LJP5,0.2946,0.0359,0.0785,0.0211
50238-3,Hs 578T,10024-101-1,NVP-TAE684,3.33,uM,LJP6,0.2918,0.0456,0.0763,0.0223
50238-3,Hs 578T,10071-101-1,Palbociclib,3.33,uM,LJP6,0.4674,0.0303,0.3048,0.0092
50238-3,Hs 578T,10101-101-1,PD0325901,3.33,uM,LJP5,0.3104,0.0598,0.1019,0.0460
50238-3,Hs 578T,10101-101-1,PD0325901,3.33,uM,LJP6,0.2859,0.0544,0.0693,0.0361
50238-3,Hs 578T,10026-101-1,PD173074,3.33,uM,LJP6,0.7995,0.0460,0.7410,0.0548
50238-3,Hs 578T,10048-101-1,PD184352,3.33,uM,LJP5,0.5355,0.0170,0.3899,0.0408
50238-3,Hs 578T,10159-101-1,Pelitinib,3.33,uM,LJP5,0.6116,0.1751,0.5107,0.2045
50238-3,Hs 578T,10116-101-1,PF431396,3.33,uM,LJP5,0.3324,0.0461,0.1289,0.0361
50238-3,Hs 578T,10112-101-1,PF477736,3.33,uM,LJP5,0.2216,0.0631,-0.0147,0.0529
50238-3,Hs 578T,10072-101-1,PF562271,3.33,uM,LJP6,0.4961,0.0525,0.3450,0.0413
50238-3,Hs 578T,10125-101-1,PHA-665752,3.33,uM,LJP5,0.9609,0.0099,0.9490,0.0129
50238-3,Hs 578T,10073-101-1,PHA-793887,3.33,uM,LJP6,0.2216,0.0557,-0.0150,0.0360
50238-3,Hs 578T,10126-101-1,PI103,3.33,uM,LJP6,0.3149,0.0495,0.1035,0.0640
50238-3,Hs 578T,10049-101-1,PLX-4720,3.33,uM,LJP5,1.0447,0.0458,1.0639,0.0616
50238-3,Hs 578T,10075-101-1,QL-X-138,3.33,uM,LJP6,0.4548,0.0612,0.2920,0.0479
50238-3,Hs 578T,10077-101-1,QL-XII-47,3.33,uM,LJP6,0.3208,0.0774,0.1176,0.0617
50238-3,Hs 578T,10480-101-1,Radicicol,3.33,uM,LJP5,0.2871,0.0605,0.0719,0.0380
50238-3,Hs 578T,10480-101-1,Radicicol,3.33,uM,LJP6,0.2852,0.0641,0.0697,0.0451
50238-3,Hs 578T,10001-101-1,Seliciclib,3.33,uM,LJP5,0.9517,0.0354,0.9403,0.0420
50238-3,Hs 578T,10138-105-1,Ruxolitinib,3.33,uM,LJP5,0.9093,0.0106,0.8806,0.0164
50238-3,Hs 578T,10148-101-1,XL147,3.33,uM,LJP5,0.9539,0.0254,0.9371,0.0341
50238-3,Hs 578T,10032-101-1,Saracatinib,3.33,uM,LJP6,0.6329,0.0116,0.5172,0.0358
50238-3,Hs 578T,10056-101-1,Selumetinib,3.33,uM,LJP6,0.4487,0.0331,0.2805,0.0179
50238-3,Hs 578T,10052-101-1,Sirolimus,3.33,uM,LJP6,0.6391,0.0301,0.5285,0.0345
50238-3,Hs 578T,10008-101-1,Sorafenib,3.33,uM,LJP6,1.1411,0.0654,1.1919,0.0899
50238-3,Hs 578T,10119-101-1,SU11274,3.33,uM,LJP5,0.8274,0.0067,0.7732,0.0162
50238-3,Hs 578T,10141-101-1,Fedratinib,3.33,uM,LJP5,0.3802,0.0549,0.1919,0.0530
50238-3,Hs 578T,10171-101-1,TGX221,3.33,uM,LJP5,0.6600,0.1276,0.5416,0.1771
50238-3,Hs 578T,10079-101-1,Torin1,3.33,uM,LJP6,0.2578,0.0493,0.0315,0.0354
50238-3,Hs 578T,10080-101-1,Torin2,3.33,uM,LJP5,0.2018,0.0536,-0.0416,0.0413
50238-3,Hs 578T,10021-101-1,Tozasertib,3.33,uM,LJP5,0.2919,0.0668,0.0781,0.0573
50238-3,Hs 578T,10142-101-1,Trametinib,3.33,uM,LJP5,0.3318,0.0592,0.1303,0.0419
50238-3,Hs 578T,10111-101-1,TWS119,3.33,uM,LJP5,0.7170,0.0520,0.6348,0.0506
50238-3,Hs 578T,10068-101-1,Vemurafenib,3.33,uM,LJP5,0.8909,0.0520,0.8616,0.0606
50238-3,Hs 578T,10481-101-1,Withaferin A,3.33,uM,LJP5,0.2004,0.0305,-0.0454,0.0126
50238-3,Hs 578T,10481-101-1,Withaferin A,3.33,uM,LJP6,0.1895,0.0218,-0.0606,0.0189
50238-3,Hs 578T,10064-101-1,WYE-125132,3.33,uM,LJP6,0.3288,0.0420,0.1232,0.0390
50238-3,Hs 578T,10084-101-1,WZ3105,3.33,uM,LJP5,0.1713,0.0444,-0.0826,0.0340
50238-3,Hs 578T,10086-101-1,XMD11-50,3.33,uM,LJP6,0.4779,0.0212,0.3176,0.0033
50238-3,Hs 578T,10149-102-1,Y39983,3.33,uM,LJP6,0.6438,0.0050,0.5333,0.0141
50238-3,Hs 578T,10109-101-1,YM 201636,3.33,uM,LJP5,0.6873,0.0281,0.5927,0.0233
50238-3,Hs 578T,10053-101-1,ZSTK474,3.33,uM,LJP6,0.3975,0.0300,0.2113,0.0389
50238-3,Hs 578T,10133-101-1,Afatinib,10.0,uM,LJP6,0.1680,0.0320,-0.0877,0.0154
50238-3,Hs 578T,10035-101-1,Sigma A6730,10.0,uM,LJP5,0.4687,0.0391,0.3053,0.0468
50238-3,Hs 578T,10011-101-1,Alvocidib,10.0,uM,LJP6,0.1573,0.0478,-0.1005,0.0342
50238-3,Hs 578T,10004-101-1,AT-7519,10.0,uM,LJP6,0.1185,0.0363,-0.1527,0.0302
50238-3,Hs 578T,10158-101-1,AZD 5438,10.0,uM,LJP6,0.1573,0.0440,-0.1008,0.0276
50238-3,Hs 578T,10059-101-1,AZD-6482,10.0,uM,LJP5,0.4376,0.0473,0.2617,0.0720
50238-3,Hs 578T,10006-101-1,AZD7762,10.0,uM,LJP6,0.1251,0.0502,-0.1421,0.0282
50238-3,Hs 578T,10007-101-1,AZD8055,10.0,uM,LJP6,0.1680,0.0828,-0.0819,0.0620
50238-3,Hs 578T,10164-101-1,AZD8330,10.0,uM,LJP5,0.3429,0.0631,0.1444,0.0563
50238-3,Hs 578T,10067-101-1,Barasertib,10.0,uM,LJP5,0.3223,0.0629,0.1175,0.0544
50238-3,Hs 578T,10041-101-1,BI-2536,10.0,uM,LJP6,0.1846,0.0613,-0.0636,0.0524
50238-3,Hs 578T,10028-102-1,BMS345541,10.0,uM,LJP6,0.1478,0.0514,-0.1125,0.0354
50238-3,Hs 578T,10132-101-1,SNS-032,10.0,uM,LJP6,0.1703,0.0388,-0.0849,0.0352
50238-3,Hs 578T,10234-101-1,GDC-0980,10.0,uM,LJP5,0.2926,0.0410,0.0749,0.0453
50238-3,Hs 578T,10122-101-1,NVP-AEW541,10.0,uM,LJP5,0.3258,0.1000,0.1241,0.1117
50238-3,Hs 578T,10046-101-1,SB590885,10.0,uM,LJP5,0.4348,0.2603,0.2875,0.3143
50238-3,Hs 578T,10190-101-1,PIK-93,10.0,uM,LJP5,0.3271,0.0584,0.1192,0.0768
50238-3,Hs 578T,10031-101-1,KIN001-043,10.0,uM,LJP6,0.4663,0.0502,0.3026,0.0609
50238-3,Hs 578T,10233-101-1,Alpelisib,10.0,uM,LJP5,0.5977,0.0290,0.4747,0.0283
50238-3,Hs 578T,10161-101-1,Luminespib,10.0,uM,LJP5,0.2696,0.0677,0.0489,0.0584
50238-3,Hs 578T,10045-101-1,A443654,10.0,uM,LJP6,0.1217,0.0454,-0.1474,0.0318
50238-3,Hs 578T,10063-102-1,OSI-027,10.0,uM,LJP6,0.3362,0.0425,0.1327,0.0420
50238-3,Hs 578T,10087-101-1,XMD11-85h,10.0,uM,LJP6,0.3887,0.0658,0.2057,0.0507
50238-3,Hs 578T,10017-101-1,HG-6-64-01,10.0,uM,LJP6,0.1051,0.0532,-0.1687,0.0424
50238-3,Hs 578T,10039-101-1,WH-4-025,10.0,uM,LJP5,0.1040,0.0442,-0.1708,0.0291
50238-3,Hs 578T,10082-101-1,WZ-4-145,10.0,uM,LJP6,0.2524,0.0765,0.0278,0.0618
50238-3,Hs 578T,10091-101-1,XMD16-144,10.0,uM,LJP5,0.1664,0.0458,-0.0894,0.0411
50238-3,Hs 578T,10177-101-1,Brivanib,10.0,uM,LJP5,0.7997,0.0467,0.7424,0.0482
50238-3,Hs 578T,10147-101-1,Buparlisib,10.0,uM,LJP5,0.1375,0.0331,-0.1282,0.0297
50238-3,Hs 578T,10055-101-1,BX-912,10.0,uM,LJP5,0.1904,0.0498,-0.0576,0.0461
50238-3,Hs 578T,10120-102-1,Canertinib,10.0,uM,LJP6,0.1191,0.0351,-0.1525,0.0370
50238-3,Hs 578T,10117-101-1,Celastrol,10.0,uM,LJP6,0.1279,0.0343,-0.1400,0.0093
50238-3,Hs 578T,10025-101-1,CGP60474,10.0,uM,LJP5,0.1588,0.0443,-0.0986,0.0238
50238-3,Hs 578T,10025-101-1,CGP60474,10.0,uM,LJP6,0.1252,0.0419,-0.1442,0.0445
50238-3,Hs 578T,10180-101-1,CHIR-99021,10.0,uM,LJP6,0.5674,0.0471,0.4320,0.0683
50238-3,Hs 578T,10010-101-1,CP724714,10.0,uM,LJP5,0.8635,0.0105,0.8216,0.0121
50238-3,Hs 578T,10009-101-1,CP466722,10.0,uM,LJP5,0.6997,0.0979,0.6149,0.1099
50238-3,Hs 578T,10027-101-1,Crizotinib,10.0,uM,LJP5,0.2575,0.0390,0.0294,0.0365
50238-3,Hs 578T,10140-101-1,Momelotinib,10.0,uM,LJP5,0.2635,0.0752,0.0424,0.0604
50238-3,Hs 578T,10020-101-1,Dasatinib,10.0,uM,LJP5,0.2220,0.0660,-0.0145,0.0616
50238-3,Hs 578T,10020-101-1,Dasatinib,10.0,uM,LJP6,0.1607,0.0474,-0.0964,0.0395
50238-3,Hs 578T,10127-101-1,Dovitinib,10.0,uM,LJP5,0.3804,0.0922,0.1977,0.0865
50238-3,Hs 578T,10069-101-1,Enzastaurin,10.0,uM,LJP5,0.9392,0.0242,0.9225,0.0278
50238-3,Hs 578T,10097-101-1,Erlotinib,10.0,uM,LJP5,0.6205,0.0277,0.5030,0.0379
50238-3,Hs 578T,10157-101-1,Foretinib,10.0,uM,LJP5,0.1417,0.0375,-0.1227,0.0378
50238-3,Hs 578T,10040-101-1,R406,10.0,uM,LJP6,0.2909,0.0611,0.0745,0.0654
50238-3,Hs 578T,10047-101-1,Pictilisib,10.0,uM,LJP6,0.3800,0.0366,0.1901,0.0324
50238-3,Hs 578T,10098-101-1,Gefitinib,10.0,uM,LJP6,0.8400,0.0140,0.7916,0.0107
50238-3,Hs 578T,10108-101-1,Geldanamycin,10.0,uM,LJP5,0.1945,0.0641,-0.0515,0.0663
50238-3,Hs 578T,10108-101-1,Geldanamycin,10.0,uM,LJP6,0.1916,0.0710,-0.0534,0.0625
50238-3,Hs 578T,10172-101-1,GSK1059615,10.0,uM,LJP5,0.1739,0.0630,-0.0763,0.0341
50238-3,Hs 578T,10172-101-1,GSK1059615,10.0,uM,LJP6,0.2040,0.0414,-0.0394,0.0085
50238-3,Hs 578T,10134-101-1,GSK1904529A,10.0,uM,LJP6,0.9451,0.0077,0.9278,0.0111
50238-3,Hs 578T,10146-101-1,Omipalisib,10.0,uM,LJP6,0.1579,0.0550,-0.0991,0.0414
50238-3,Hs 578T,10128-101-1,GSK 690693,10.0,uM,LJP5,0.7525,0.0528,0.6709,0.0774
50238-3,Hs 578T,10014-101-1,GW843682X,10.0,uM,LJP6,0.2426,0.0585,0.0096,0.0714
50238-3,Hs 578T,10015-101-1,HG-5-113-01,10.0,uM,LJP5,0.2206,0.0463,-0.0172,0.0249
50238-3,Hs 578T,10016-101-1,HG-5-88-01,10.0,uM,LJP6,0.6712,0.0441,0.5737,0.0390
50238-3,Hs 578T,10023-103-1,Imatinib,10.0,uM,LJP6,1.0344,0.0700,1.0529,0.0908
50238-3,Hs 578T,10100-101-1,JNK-9L,10.0,uM,LJP6,0.1921,0.0427,-0.0551,0.0236
50238-3,Hs 578T,10019-101-1,JW-7-24-1,10.0,uM,LJP6,0.1578,0.0576,-0.0984,0.0362
50238-3,Hs 578T,10051-104-1,Lapatinib,10.0,uM,LJP6,0.6471,0.0951,0.5477,0.1012
50238-3,Hs 578T,10115-102-1,LDN-193189,10.0,uM,LJP5,0.0962,0.0322,-0.1821,0.0250
50238-3,Hs 578T,10182-101-1,Linifanib,10.0,uM,LJP6,0.7034,0.0891,0.6191,0.0990
50238-3,Hs 578T,10135-101-1,Linsitinib,10.0,uM,LJP5,0.8458,0.0339,0.7944,0.0504
50238-3,Hs 578T,10479-102-1,Mitoxantrone,10.0,uM,LJP5,0.0662,0.0381,-0.2206,0.0158
50238-3,Hs 578T,10479-102-1,Mitoxantrone,10.0,uM,LJP6,0.0735,0.0392,-0.2108,0.0126
50238-3,Hs 578T,10057-102-1,MK2206,10.0,uM,LJP6,0.5254,0.1450,0.3897,0.1633
50238-3,Hs 578T,10018-101-1,Neratinib,10.0,uM,LJP5,0.2525,0.0531,0.0246,0.0387
50238-3,Hs 578T,10099-101-1,Nilotinib,10.0,uM,LJP5,0.2508,0.0533,0.0227,0.0403
50238-3,Hs 578T,10151-101-1,Nintedanib,10.0,uM,LJP6,0.2871,0.0577,0.0698,0.0510
50238-3,Hs 578T,10061-101-1,NU7441,10.0,uM,LJP5,0.3134,0.0597,0.1056,0.0432
50238-3,Hs 578T,10232-101-1,Dactolisib,10.0,uM,LJP5,0.3015,0.0337,0.0874,0.0169
50238-3,Hs 578T,10024-101-1,NVP-TAE684,10.0,uM,LJP6,0.1591,0.0573,-0.0963,0.0262
50238-3,Hs 578T,10071-101-1,Palbociclib,10.0,uM,LJP6,0.4206,0.0438,0.2451,0.0232
50238-3,Hs 578T,10101-101-1,PD0325901,10.0,uM,LJP5,0.2740,0.0687,0.0541,0.0652
50238-3,Hs 578T,10101-101-1,PD0325901,10.0,uM,LJP6,0.2569,0.0544,0.0309,0.0404
50238-3,Hs 578T,10026-101-1,PD173074,10.0,uM,LJP6,0.3241,0.0755,0.1211,0.0715
50238-3,Hs 578T,10048-101-1,PD184352,10.0,uM,LJP5,0.3847,0.0552,0.1991,0.0417
50238-3,Hs 578T,10159-101-1,Pelitinib,10.0,uM,LJP5,0.1801,0.0323,-0.0718,0.0102
50238-3,Hs 578T,10116-101-1,PF431396,10.0,uM,LJP5,0.1918,0.0394,-0.0563,0.0303
50238-3,Hs 578T,10112-101-1,PF477736,10.0,uM,LJP5,0.1936,0.0641,-0.0513,0.0528
50238-3,Hs 578T,10072-101-1,PF562271,10.0,uM,LJP6,0.1934,0.0456,-0.0538,0.0380
50238-3,Hs 578T,10125-101-1,PHA-665752,10.0,uM,LJP5,0.2507,0.1833,0.0361,0.2094
50238-3,Hs 578T,10073-101-1,PHA-793887,10.0,uM,LJP6,0.1684,0.0454,-0.0864,0.0353
50238-3,Hs 578T,10126-101-1,PI103,10.0,uM,LJP6,0.2853,0.0578,0.0676,0.0558
50238-3,Hs 578T,10049-101-1,PLX-4720,10.0,uM,LJP5,0.7868,0.0547,0.7248,0.0667
50238-3,Hs 578T,10075-101-1,QL-X-138,10.0,uM,LJP6,0.2119,0.0469,-0.0288,0.0300
50238-3,Hs 578T,10077-101-1,QL-XII-47,10.0,uM,LJP6,0.1789,0.0382,-0.0738,0.0384
50238-3,Hs 578T,10480-101-1,Radicicol,10.0,uM,LJP5,0.2647,0.0719,0.0431,0.0611
50238-3,Hs 578T,10480-101-1,Radicicol,10.0,uM,LJP6,0.2629,0.0681,0.0407,0.0519
50238-3,Hs 578T,10001-101-1,Seliciclib,10.0,uM,LJP5,0.7009,0.0552,0.6140,0.0540
50238-3,Hs 578T,10138-105-1,Ruxolitinib,10.0,uM,LJP5,0.7102,0.0200,0.6217,0.0182
50238-3,Hs 578T,10148-101-1,XL147,10.0,uM,LJP5,0.8403,0.0143,0.7918,0.0136
50238-3,Hs 578T,10032-101-1,Saracatinib,10.0,uM,LJP6,0.4294,0.0379,0.2542,0.0405
50238-3,Hs 578T,10056-101-1,Selumetinib,10.0,uM,LJP6,0.3780,0.0448,0.1889,0.0313
50238-3,Hs 578T,10052-101-1,Sirolimus,10.0,uM,LJP6,0.6386,0.0392,0.5276,0.0492
50238-3,Hs 578T,10008-101-1,Sorafenib,10.0,uM,LJP6,0.8566,0.0710,0.8196,0.0820
50238-3,Hs 578T,10119-101-1,SU11274,10.0,uM,LJP5,0.3199,0.0532,0.1134,0.0415
50238-3,Hs 578T,10141-101-1,Fedratinib,10.0,uM,LJP5,0.1617,0.0618,-0.0937,0.0533
50238-3,Hs 578T,10171-101-1,TGX221,10.0,uM,LJP5,0.7202,0.0383,0.6316,0.0561
50238-3,Hs 578T,10079-101-1,Torin1,10.0,uM,LJP6,0.1978,0.0617,-0.0459,0.0481
50238-3,Hs 578T,10080-101-1,Torin2,10.0,uM,LJP5,0.1793,0.0575,-0.0710,0.0476
50238-3,Hs 578T,10021-101-1,Tozasertib,10.0,uM,LJP5,0.2605,0.0449,0.0345,0.0316
50238-3,Hs 578T,10142-101-1,Trametinib,10.0,uM,LJP5,0.3434,0.0640,0.1457,0.0508
50238-3,Hs 578T,10111-101-1,TWS119,10.0,uM,LJP5,0.2011,0.0547,-0.0432,0.0523
50238-3,Hs 578T,10068-101-1,Vemurafenib,10.0,uM,LJP5,0.5853,0.0438,0.4608,0.0334
50238-3,Hs 578T,10481-101-1,Withaferin A,10.0,uM,LJP5,0.1265,0.0232,-0.1436,0.0318
50238-3,Hs 578T,10481-101-1,Withaferin A,10.0,uM,LJP6,0.1066,0.0114,-0.1705,0.0369
50238-3,Hs 578T,10064-101-1,WYE-125132,10.0,uM,LJP6,0.2888,0.0538,0.0709,0.0589
50238-3,Hs 578T,10084-101-1,WZ3105,10.0,uM,LJP5,0.1749,0.0541,-0.0771,0.0449
50238-3,Hs 578T,10086-101-1,XMD11-50,10.0,uM,LJP6,0.2113,0.0436,-0.0302,0.0318
50238-3,Hs 578T,10149-102-1,Y39983,10.0,uM,LJP6,0.2532,0.0662,0.0279,0.0476
50238-3,Hs 578T,10109-101-1,YM 201636,10.0,uM,LJP5,0.3045,0.0522,0.0937,0.0291
50238-3,Hs 578T,10053-101-1,ZSTK474,10.0,uM,LJP6,0.3127,0.0394,0.1014,0.0421
50583-7,MCF 10A,10133-101-1,Afatinib,0.04,uM,LJP6,0.1167,0.0415,0.0217,0.0287
50583-7,MCF 10A,10035-101-1,Sigma A6730,0.04,uM,LJP5,0.9815,0.0111,0.9799,0.0115
50583-7,MCF 10A,10011-101-1,Alvocidib,0.04,uM,LJP6,0.2024,0.1110,0.1217,0.1026
50583-7,MCF 10A,10004-101-1,AT-7519,0.04,uM,LJP6,0.9515,0.0267,0.9473,0.0293
50583-7,MCF 10A,10158-101-1,AZD 5438,0.04,uM,LJP6,0.9312,0.0236,0.9252,0.0247
50583-7,MCF 10A,10059-101-1,AZD-6482,0.04,uM,LJP5,0.9787,0.0214,0.9778,0.0226
50583-7,MCF 10A,10006-101-1,AZD7762,0.04,uM,LJP6,0.8089,0.0827,0.7906,0.0860
50583-7,MCF 10A,10007-101-1,AZD8055,0.04,uM,LJP6,0.3741,0.0973,0.3123,0.0877
50583-7,MCF 10A,10164-101-1,AZD8330,0.04,uM,LJP5,0.1414,0.0556,0.0508,0.0307
50583-7,MCF 10A,10067-101-1,Barasertib,0.04,uM,LJP5,0.1707,0.0353,0.0817,0.0168
50583-7,MCF 10A,10041-101-1,BI-2536,0.04,uM,LJP6,0.0787,0.0062,-0.0224,0.0274
50583-7,MCF 10A,10028-102-1,BMS345541,0.04,uM,LJP6,1.0033,0.0124,1.0030,0.0133
50583-7,MCF 10A,10132-101-1,SNS-032,0.04,uM,LJP6,0.8625,0.1020,0.8541,0.1069
50583-7,MCF 10A,10234-101-1,GDC-0980,0.04,uM,LJP5,0.7365,0.1286,0.7162,0.1319
50583-7,MCF 10A,10122-101-1,NVP-AEW541,0.04,uM,LJP5,0.9703,0.0174,0.9679,0.0180
50583-7,MCF 10A,10046-101-1,SB590885,0.04,uM,LJP5,0.9611,0.0592,0.9565,0.0646
50583-7,MCF 10A,10190-101-1,PIK-93,0.04,uM,LJP5,0.9891,0.0064,0.9881,0.0070
50583-7,MCF 10A,10031-101-1,KIN001-043,0.04,uM,LJP6,1.0082,0.0368,1.0082,0.0396
50583-7,MCF 10A,10233-101-1,Alpelisib,0.04,uM,LJP5,0.9525,0.0242,0.9481,0.0253
50583-7,MCF 10A,10161-101-1,Luminespib,0.04,uM,LJP5,0.0790,0.0194,-0.0212,0.0128
50583-7,MCF 10A,10045-101-1,A443654,0.04,uM,LJP6,0.7798,0.2000,0.7657,0.2095
50583-7,MCF 10A,10063-102-1,OSI-027,0.04,uM,LJP6,0.7817,0.0830,0.7634,0.0874
50583-7,MCF 10A,10087-101-1,XMD11-85h,0.04,uM,LJP6,0.9590,0.0479,0.9564,0.0506
50583-7,MCF 10A,10017-101-1,HG-6-64-01,0.04,uM,LJP6,1.0101,0.0340,1.0104,0.0365
50583-7,MCF 10A,10039-101-1,WH-4-025,0.04,uM,LJP5,1.0035,0.0331,1.0046,0.0371
50583-7,MCF 10A,10082-101-1,WZ-4-145,0.04,uM,LJP6,0.9216,0.0390,0.9144,0.0405
50583-7,MCF 10A,10091-101-1,XMD16-144,0.04,uM,LJP5,0.6792,0.2131,0.6473,0.2342
50583-7,MCF 10A,10177-101-1,Brivanib,0.04,uM,LJP5,0.9771,0.0192,0.9758,0.0201
50583-7,MCF 10A,10147-101-1,Buparlisib,0.04,uM,LJP5,0.9923,0.0127,0.9920,0.0135
50583-7,MCF 10A,10055-101-1,BX-912,0.04,uM,LJP5,0.9109,0.0092,0.9017,0.0070
50583-7,MCF 10A,10120-102-1,Canertinib,0.04,uM,LJP6,0.5967,0.1837,0.5639,0.1870
50583-7,MCF 10A,10117-101-1,Celastrol,0.04,uM,LJP6,1.0852,0.0143,1.0937,0.0128
50583-7,MCF 10A,10025-101-1,CGP60474,0.04,uM,LJP5,0.6133,0.1476,0.5806,0.1563
50583-7,MCF 10A,10025-101-1,CGP60474,0.04,uM,LJP6,0.0415,0.0054,-0.0645,0.0409
50583-7,MCF 10A,10180-101-1,CHIR-99021,0.04,uM,LJP6,1.0252,0.0352,1.0293,0.0383
50583-7,MCF 10A,10010-101-1,CP724714,0.04,uM,LJP5,1.0137,0.0040,1.0150,0.0041
