HMS Dataset ID,Dataset Title,Publication(s) Using Dataset,Project Summary Page(s),Assay Description,Assay Protocol Reference,HMS Dataset Type,Usage Message,Date Publicly Available,Most Recent Update
20278,LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 1 of 9: Cell count and normalized growth rate inhibition values for biological replicate 1,,,"To generate measures of the sensitivities of three independent batches and one derivative of the MCF 10A cell line to 8 small molecule perturbagens, we treated cells with single drugs over a minimum 9-point dilution series using SQRT(10) dilutions centered around the GR<sub>50</sub> but not exceeding 10 µM and then measured cell number after three days of drug exposure.","Hafner, M., Niepel, M., Chung, M., and Sorger, P.K. (2016) Growth rate inhibition metrics correct for confounders in measuring sensitivity to cancer drugs. <i>Nat Methods.</i> 13(6):521-527. doi:<a href=""http://dx.doi.org/10.1038/nmeth.3853"" target = ""_blank"">10.1038/nmeth.3853</a> PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27135972"" target = ""_blank"">27135972</a> PMCID: <a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4887336/"" target = ""_blank"">PMC4887336</a>",Microscopy/Imaging,,2017-02-07,2017-02-07
20279,LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 2 of 9: Cell count and normalized growth rate inhibition values for biological replicate 2,,,"To generate measures of the sensitivities of three independent batches and one derivative of the MCF 10A cell line to 8 small molecule perturbagens, we treated cells with single drugs over a minimum 9-point dilution series using SQRT(10) dilutions centered around the GR<sub>50</sub> but not exceeding 10 µM and then measured cell number after three days of drug exposure.","Hafner, M., Niepel, M., Chung, M., and Sorger, P.K. (2016) Growth rate inhibition metrics correct for confounders in measuring sensitivity to cancer drugs. <i>Nat Methods.</i> 13(6):521-527. doi:<a href=""http://dx.doi.org/10.1038/nmeth.3853"" target = ""_blank"">10.1038/nmeth.3853</a> PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27135972"" target = ""_blank"">27135972</a> PMCID: <a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4887336/"" target = ""_blank"">PMC4887336</a>",Microscopy/Imaging,,2017-02-07,2017-02-07
20280,LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 3 of 9: Cell count and normalized growth rate inhibition values for biological replicate 3,,,"To generate measures of the sensitivities of three independent batches and one derivative of the MCF 10A cell line to 8 small molecule perturbagens, we treated cells with single drugs over a minimum 9-point dilution series using SQRT(10) dilutions centered around the GR<sub>50</sub> but not exceeding 10 µM and then measured cell number after three days of drug exposure.","Hafner, M., Niepel, M., Chung, M., and Sorger, P.K. (2016) Growth rate inhibition metrics correct for confounders in measuring sensitivity to cancer drugs. <i>Nat Methods.</i> 13(6):521-527. doi:<a href=""http://dx.doi.org/10.1038/nmeth.3853"" target = ""_blank"">10.1038/nmeth.3853</a> PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27135972"" target = ""_blank"">27135972</a> PMCID: <a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4887336/"" target = ""_blank"">PMC4887336</a>",Microscopy/Imaging,,2017-02-07,2017-02-07
20281,LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 4 of 9: Mean cell count and mean normalized growth rate inhibition values for biological replicate 1,,,"To generate measures of the sensitivities of three independent batches and one derivative of the MCF 10A cell line to 8 small molecule perturbagens, we treated cells with single drugs over a minimum 9-point dilution series using SQRT(10) dilutions centered around the GR<sub>50</sub> but not exceeding 10 µM and then measured cell number after three days of drug exposure.","Hafner, M., Niepel, M., Chung, M., and Sorger, P.K. (2016) Growth rate inhibition metrics correct for confounders in measuring sensitivity to cancer drugs. <i>Nat Methods.</i> 13(6):521-527. doi:<a href=""http://dx.doi.org/10.1038/nmeth.3853"" target = ""_blank"">10.1038/nmeth.3853</a> PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27135972"" target = ""_blank"">27135972</a> PMCID: <a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4887336/"" target = ""_blank"">PMC4887336</a>",Microscopy/Imaging,,2017-02-07,2017-02-07
20282,LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 5 of 9: Mean cell count and mean normalized growth rate inhibition values for biological replicate 2,,,"To generate measures of the sensitivities of three independent batches and one derivative of the MCF 10A cell line to 8 small molecule perturbagens, we treated cells with single drugs over a minimum 9-point dilution series using SQRT(10) dilutions centered around the GR<sub>50</sub> but not exceeding 10 µM and then measured cell number after three days of drug exposure.","Hafner, M., Niepel, M., Chung, M., and Sorger, P.K. (2016) Growth rate inhibition metrics correct for confounders in measuring sensitivity to cancer drugs. <i>Nat Methods.</i> 13(6):521-527. doi:<a href=""http://dx.doi.org/10.1038/nmeth.3853"" target = ""_blank"">10.1038/nmeth.3853</a> PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27135972"" target = ""_blank"">27135972</a> PMCID: <a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4887336/"" target = ""_blank"">PMC4887336</a>",Microscopy/Imaging,,2017-02-07,2017-02-07
20283,LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 6 of 9: Mean cell count and mean normalized growth rate inhibition values for biological replicate 3,,,"To generate measures of the sensitivities of three independent batches and one derivative of the MCF 10A cell line to 8 small molecule perturbagens, we treated cells with single drugs over a minimum 9-point dilution series using SQRT(10) dilutions centered around the GR<sub>50</sub> but not exceeding 10 µM and then measured cell number after three days of drug exposure.","Hafner, M., Niepel, M., Chung, M., and Sorger, P.K. (2016) Growth rate inhibition metrics correct for confounders in measuring sensitivity to cancer drugs. <i>Nat Methods.</i> 13(6):521-527. doi:<a href=""http://dx.doi.org/10.1038/nmeth.3853"" target = ""_blank"">10.1038/nmeth.3853</a> PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27135972"" target = ""_blank"">27135972</a> PMCID: <a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4887336/"" target = ""_blank"">PMC4887336</a>",Microscopy/Imaging,,2017-02-07,2017-02-07
20284,LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 7 of 9: Calculated dose-response metrics for biological replicate 1,,,"To generate measures of the sensitivities of three independent batches and one derivative of the MCF 10A cell line to 8 small molecule perturbagens, we treated cells with single drugs over a minimum 9-point dilution series using SQRT(10) dilutions centered around the GR<sub>50</sub> but not exceeding 10 µM and then measured cell number after three days of drug exposure.","Hafner, M., Niepel, M., Chung, M., and Sorger, P.K. (2016) Growth rate inhibition metrics correct for confounders in measuring sensitivity to cancer drugs. <i>Nat Methods.</i> 13(6):521-527. doi:<a href=""http://dx.doi.org/10.1038/nmeth.3853"" target = ""_blank"">10.1038/nmeth.3853</a> PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27135972"" target = ""_blank"">27135972</a> PMCID: <a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4887336/"" target = ""_blank"">PMC4887336</a>",Analysis,,2017-02-07,2017-03-14
20285,LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 8 of 9: Calculated dose-response metrics for biological replicate 2,,,"To generate measures of the sensitivities of three independent batches and one derivative of the MCF 10A cell line to 8 small molecule perturbagens, we treated cells with single drugs over a minimum 9-point dilution series using SQRT(10) dilutions centered around the GR<sub>50</sub> but not exceeding 10 µM and then measured cell number after three days of drug exposure.","Hafner, M., Niepel, M., Chung, M., and Sorger, P.K. (2016) Growth rate inhibition metrics correct for confounders in measuring sensitivity to cancer drugs. <i>Nat Methods.</i> 13(6):521-527. doi:<a href=""http://dx.doi.org/10.1038/nmeth.3853"" target = ""_blank"">10.1038/nmeth.3853</a> PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27135972"" target = ""_blank"">27135972</a> PMCID: <a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4887336/"" target = ""_blank"">PMC4887336</a>",Analysis,,2017-02-07,2017-03-14
20286,LINCS MCF 10A Common Project: Fixed-time-point sensitivity measures of the MCF 10A breast cell line to 8 small molecule perturbagens. Dataset 9 of 9: Calculated dose-response metrics for biological replicate 3,,,"To generate measures of the sensitivities of three independent batches and one derivative of the MCF 10A cell line to 8 small molecule perturbagens, we treated cells with single drugs over a minimum 9-point dilution series using SQRT(10) dilutions centered around the GR<sub>50</sub> but not exceeding 10 µM and then measured cell number after three days of drug exposure.","Hafner, M., Niepel, M., Chung, M., and Sorger, P.K. (2016) Growth rate inhibition metrics correct for confounders in measuring sensitivity to cancer drugs. <i>Nat Methods.</i> 13(6):521-527. doi:<a href=""http://dx.doi.org/10.1038/nmeth.3853"" target = ""_blank"">10.1038/nmeth.3853</a> PMID: <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27135972"" target = ""_blank"">27135972</a> PMCID: <a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4887336/"" target = ""_blank"">PMC4887336</a>",Analysis,,2017-02-07,2017-03-14
20287,FoxO3a nuclear-cytoplasmic pulsing dynamics in a mammary epithelial cell line following growth-factor treatment with varying ERK/AKT activation loads. Dataset 1 of 3: single-cell reporter measurements.,,,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-Venus) expressed in the 184A1 mammary epithelial cell line was assessed at the single-cell level using live imaging of cells that were untreated or treated with one of six growth factors in the absence or presence of an AKT or MEK inhibitor.,,Microscopy/Imaging,,2017-05-02,2017-05-02
20288,FoxO3a nuclear-cytoplasmic pulsing dynamics in a mammary epithelial cell line following growth-factor treatment with varying ERK/AKT activation loads. Dataset 2 of 3: single-cell reporter pulsing metrics.,,,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-Venus) expressed in the 184A1 mammary epithelial cell line was assessed at the single-cell level using live imaging of cells that were untreated or treated with one of six growth factors in the absence or presence of an AKT or MEK inhibitor.,,Analysis,,2017-05-02,2017-05-02
20289,FoxO3a nuclear-cytoplasmic pulsing dynamics in a mammary epithelial cell line following growth-factor treatment with varying ERK/AKT activation loads. Dataset 3 of 3: mean reporter pulsing metrics.,,,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-Venus) expressed in the 184A1 mammary epithelial cell line was assessed at the single-cell level using live imaging of cells that were untreated or treated with one of six growth factors in the absence or presence of an AKT or MEK inhibitor.,,Analysis,,2017-05-02,2017-05-02
20290,Growth factor-induced FoxO3a nuclear-cytoplasmic pulsing dynamics of non-phosphorylatable reporters in mammary epithelial cell lines. Dataset 1 of 3: single-cell reporter measurements.,,,The nuclear-cytoplasmic pulsing behavior of FoxO3a fluorescent reporters (FoxO3aN400-Venus) with or without AKT- and ERK-dependent phosphorylation site mutations was assessed in two mammary epithelial cell lines at the single-cell level using live imaging of cells that were untreated or treated with one of five growth factors.,,Microscopy/Imaging,,2017-05-02,2017-05-02
20291,Growth factor-induced FoxO3a nuclear-cytoplasmic pulsing dynamics of non-phosphorylatable reporters in mammary epithelial cell lines. Dataset 2 of 3: single-cell reporter pulsing metrics.,,,The nuclear-cytoplasmic pulsing behavior of FoxO3a fluorescent reporters (FoxO3aN400-Venus) with or without AKT- and ERK-dependent phosphorylation site mutations was assessed in two mammary epithelial cell lines at the single-cell level using live imaging of cells that were untreated or treated with one of five growth factors.,,Analysis,,2017-05-02,2017-05-02
20292,Growth factor-induced FoxO3a nuclear-cytoplasmic pulsing dynamics of non-phosphorylatable reporters in mammary epithelial cell lines. Dataset 3 of 3: mean reporter pulsing metrics.,,,The nuclear-cytoplasmic pulsing behavior of FoxO3a fluorescent reporters (FoxO3aN400-Venus) with or without AKT- and ERK-dependent phosphorylation site mutations was assessed in two mammary epithelial cell lines at the single-cell level using live imaging of cells that were untreated or treated with one of five growth factors.,,Analysis,,2017-05-02,2017-05-02
20293,IGF-I-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of an AKT inhibitor. Dataset 1 of 3: single-cell reporter measurements.,,,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-HA-Venus) expressed in two mammary epithelial cell lines was assessed at the single-cell level using live imaging of cells that were untreated or treated with IGF-I in the absence or presence of increasing doses of an AKT inhibitor.,,Microscopy/Imaging,,2017-05-02,2017-05-02
20294,IGF-I-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of an AKT inhibitor. Dataset 2 of 3: single-cell reporter pulsing metrics.,,,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-HA-Venus) expressed in two mammary epithelial cell lines was assessed at the single-cell level using live imaging of cells that were untreated or treated with IGF-I in the absence or presence of increasing doses of an AKT inhibitor.,,Analysis,,2017-05-02,2017-05-02
20295,IGF-I-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of an AKT inhibitor. Dataset 3 of 3: mean reporter pulsing metrics.,,,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-HA-Venus) expressed in two mammary epithelial cell lines was assessed at the single-cell level using live imaging of cells that were untreated or treated with IGF-I in the absence or presence of increasing doses of an AKT inhibitor.,,Analysis,,2017-05-02,2017-05-02
20296,EGF-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of a MEK inhibitor. Dataset 1 of 3: single-cell reporter measurements.,,,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-HA-Venus) expressed in two mammary epithelial cell lines was assessed at the single-cell level using live imaging of cells that were untreated or treated with EGF in the absence or presence of increasing doses of a MEK inhibitor.,,Microscopy/Imaging,,2017-05-02,2017-05-02
20297,EGF-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of a MEK inhibitor. Dataset 2 of 3: single-cell reporter pulsing metrics.,,,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-HA-Venus) expressed in two mammary epithelial cell lines was assessed at the single-cell level using live imaging of cells that were untreated or treated with EGF in the absence or presence of increasing doses of a MEK inhibitor.,,Analysis,,2017-05-02,2017-05-02
