Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,3.160,0.000,uM,72,hr,1,2247,458,0.4466,0.4161,0.2038,0.2078
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,3.160,0.000,uM,72,hr,2,2023,423,0.3994,0.4161,0.2091,0.2078
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,3.160,0.000,uM,72,hr,3,2042,430,0.4024,0.4161,0.2106,0.2078
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,3.160,0.316,uM,72,hr,1,1268,614,0.1633,0.1543,0.4842,0.4970
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,3.160,0.316,uM,72,hr,2,1191,569,0.1553,0.1543,0.4777,0.4970
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,3.160,0.316,uM,72,hr,3,1227,649,0.1443,0.1543,0.5289,0.4970
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,3.160,1.000,uM,72,hr,1,1241,575,0.1663,0.1470,0.4633,0.4830
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,3.160,1.000,uM,72,hr,2,1166,605,0.1400,0.1470,0.5189,0.4830
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,3.160,1.000,uM,72,hr,3,1013,473,0.1348,0.1470,0.4669,0.4830
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,3.160,3.160,uM,72,hr,1,930,435,0.1236,0.1103,0.4677,0.5337
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,3.160,3.160,uM,72,hr,2,975,559,0.1038,0.1103,0.5733,0.5337
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,3.160,3.160,uM,72,hr,3,941,527,0.1033,0.1103,0.5600,0.5337
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,0.000,uM,72,hr,1,4435,257,0.9986,1.0000,0.0579,0.0611
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,0.000,uM,72,hr,2,4436,277,0.9941,1.0000,0.0624,0.0611
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,0.000,uM,72,hr,3,4497,283,1.0073,1.0000,0.0629,0.0611
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,0.316,uM,72,hr,1,3840,286,0.8495,0.8635,0.0745,0.0685
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,0.316,uM,72,hr,2,4089,304,0.9047,0.8635,0.0743,0.0685
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,0.316,uM,72,hr,3,3709,210,0.8363,0.8635,0.0566,0.0685
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,1.000,uM,72,hr,1,3214,215,0.7168,0.6669,0.0669,0.0743
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,1.000,uM,72,hr,2,2853,215,0.6305,0.6669,0.0754,0.0743
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,1.000,uM,72,hr,3,2973,240,0.6533,0.6669,0.0807,0.0743
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,3.160,uM,72,hr,1,2198,157,0.4878,0.4405,0.0714,0.0768
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,3.160,uM,72,hr,2,1877,148,0.4133,0.4405,0.0788,0.0768
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,3.160,uM,72,hr,3,1912,153,0.4204,0.4405,0.0800,0.0768
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,0.000,uM,72,hr,1,3619,242,0.8072,0.8216,0.0669,0.0659
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,0.000,uM,72,hr,2,3771,250,0.8416,0.8216,0.0663,0.0659
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,0.000,uM,72,hr,3,3649,235,0.8160,0.8216,0.0644,0.0659
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,0.316,uM,72,hr,1,3306,263,0.7274,0.7352,0.0796,0.0764
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,0.316,uM,72,hr,2,3380,271,0.7431,0.7352,0.0802,0.0764
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,0.316,uM,72,hr,3,3306,230,0.7352,0.7352,0.0696,0.0764
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,1.000,uM,72,hr,1,2973,253,0.6501,0.6192,0.0851,0.0777
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,1.000,uM,72,hr,2,2768,190,0.6162,0.6192,0.0686,0.0777
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,1.000,uM,72,hr,3,2686,213,0.5911,0.6192,0.0793,0.0777
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,3.160,uM,72,hr,1,2164,305,0.4443,0.4208,0.1409,0.1284
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,3.160,uM,72,hr,2,1905,223,0.4020,0.4208,0.1171,0.1284
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.100,3.160,uM,72,hr,3,1995,254,0.4161,0.4208,0.1273,0.1284
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,0.000,uM,72,hr,1,3047,246,0.6695,0.6656,0.0807,0.0837
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,0.000,uM,72,hr,2,3053,256,0.6686,0.6656,0.0839,0.0837
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,0.000,uM,72,hr,3,3017,261,0.6588,0.6656,0.0865,0.0837
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,0.316,uM,72,hr,1,2678,293,0.5701,0.5734,0.1094,0.1079
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,0.316,uM,72,hr,2,2706,306,0.5737,0.5734,0.1131,0.1079
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,0.316,uM,72,hr,3,2684,272,0.5765,0.5734,0.1013,0.1079
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,1.000,uM,72,hr,1,2505,277,0.5325,0.5180,0.1106,0.0997
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,1.000,uM,72,hr,2,2370,228,0.5120,0.5180,0.0962,0.0997
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,1.000,uM,72,hr,3,2349,217,0.5096,0.5180,0.0924,0.0997
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,3.160,uM,72,hr,1,1903,274,0.3894,0.3746,0.1440,0.1465
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,3.160,uM,72,hr,2,1877,261,0.3863,0.3746,0.1391,0.1465
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.316,3.160,uM,72,hr,3,1727,270,0.3483,0.3746,0.1563,0.1465
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,0.000,uM,72,hr,1,2704,422,0.5455,0.5412,0.1561,0.1460
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,0.000,uM,72,hr,2,2788,413,0.5677,0.5412,0.1481,0.1460
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,0.000,uM,72,hr,3,2465,330,0.5103,0.5412,0.1339,0.1460
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,0.316,uM,72,hr,1,2323,396,0.4606,0.4339,0.1705,0.1684
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,0.316,uM,72,hr,2,2077,325,0.4188,0.4339,0.1565,0.1684
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,0.316,uM,72,hr,3,2150,383,0.4224,0.4339,0.1781,0.1684
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,1.000,uM,72,hr,1,2266,440,0.4365,0.4181,0.1942,0.1817
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,1.000,uM,72,hr,2,2217,369,0.4417,0.4181,0.1664,0.1817
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,1.000,uM,72,hr,3,1929,356,0.3760,0.4181,0.1846,0.1817
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,3.160,uM,72,hr,1,1634,292,0.3208,0.3114,0.1787,0.1947
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,3.160,uM,72,hr,2,1617,304,0.3138,0.3114,0.1880,0.1947
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,1.000,3.160,uM,72,hr,3,1601,348,0.2995,0.3114,0.2174,0.1947
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,0.000,uM,72,hr,1,2072,591,0.3540,0.3601,0.2852,0.2576
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,0.000,uM,72,hr,2,1950,489,0.3492,0.3601,0.2508,0.2576
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,0.000,uM,72,hr,3,2066,489,0.3769,0.3601,0.2367,0.2576
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,0.316,uM,72,hr,1,1669,506,0.2780,0.2721,0.3032,0.3045
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,0.316,uM,72,hr,2,1634,466,0.2792,0.2721,0.2852,0.3045
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,0.316,uM,72,hr,3,1606,522,0.2591,0.2721,0.3250,0.3045
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,1.000,uM,72,hr,1,1702,382,0.3155,0.2864,0.2244,0.2580
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,1.000,uM,72,hr,2,1675,425,0.2988,0.2864,0.2537,0.2580
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,1.000,uM,72,hr,3,1454,430,0.2448,0.2864,0.2957,0.2580
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,3.160,uM,72,hr,1,1439,366,0.2565,0.2457,0.2543,0.2401
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,3.160,uM,72,hr,2,1308,318,0.2366,0.2457,0.2431,0.2401
50567-3,WM-115,10068-101-1,Vemurafenib,10621-101-1,Defactinib,3.160,3.160,uM,72,hr,3,1314,293,0.2440,0.2457,0.2230,0.2401
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,0.000,uM,72,hr,1,4350,233,1.0413,1.0000,0.0536,0.0576
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,0.000,uM,72,hr,2,4259,258,1.0120,1.0000,0.0606,0.0576
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,0.000,uM,72,hr,3,3976,233,0.9467,1.0000,0.0586,0.0576
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,0.316,uM,72,hr,1,3910,292,0.9151,0.9197,0.0747,0.0725
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,0.316,uM,72,hr,2,3870,269,0.9108,0.9197,0.0695,0.0725
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,0.316,uM,72,hr,3,3981,292,0.9331,0.9197,0.0733,0.0725
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,1.000,uM,72,hr,1,3766,260,0.8868,0.8594,0.0690,0.0671
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,1.000,uM,72,hr,2,3687,223,0.8761,0.8594,0.0605,0.0671
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,1.000,uM,72,hr,3,3472,249,0.8152,0.8594,0.0717,0.0671
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.160,uM,72,hr,1,3379,380,0.7585,0.7158,0.1125,0.1036
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.160,uM,72,hr,2,3250,329,0.7388,0.7158,0.1012,0.1036
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.160,uM,72,hr,3,2846,276,0.6500,0.7158,0.0970,0.1036
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,0.000,uM,72,hr,1,3490,205,0.8309,0.8272,0.0587,0.0678
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,0.000,uM,72,hr,2,3291,245,0.7704,0.8272,0.0744,0.0678
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,0.000,uM,72,hr,3,3744,263,0.8804,0.8272,0.0702,0.0678
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,0.316,uM,72,hr,1,3055,234,0.7135,0.7245,0.0766,0.0810
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,0.316,uM,72,hr,2,3200,257,0.7444,0.7245,0.0803,0.0810
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,0.316,uM,72,hr,3,3095,266,0.7155,0.7245,0.0859,0.0810
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,1.000,uM,72,hr,1,3214,278,0.7426,0.7117,0.0865,0.0820
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,1.000,uM,72,hr,2,3209,265,0.7446,0.7117,0.0826,0.0820
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,1.000,uM,72,hr,3,2774,213,0.6478,0.7117,0.0768,0.0820
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,3.160,uM,72,hr,1,2726,316,0.6096,0.5849,0.1159,0.1183
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,3.160,uM,72,hr,2,2638,323,0.5855,0.5849,0.1224,0.1183
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.100,3.160,uM,72,hr,3,2505,292,0.5597,0.5849,0.1166,0.1183
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,0.000,uM,72,hr,1,2777,232,0.6437,0.6349,0.0835,0.0855
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,0.000,uM,72,hr,2,2702,244,0.6217,0.6349,0.0903,0.0855
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,0.000,uM,72,hr,3,2755,228,0.6392,0.6349,0.0828,0.0855
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,0.316,uM,72,hr,1,2487,271,0.5605,0.5897,0.1090,0.1058
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,0.316,uM,72,hr,2,2551,268,0.5774,0.5897,0.1051,0.1058
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,0.316,uM,72,hr,3,2784,288,0.6313,0.5897,0.1034,0.1058
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,1.000,uM,72,hr,1,2742,343,0.6068,0.5740,0.1251,0.1116
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,1.000,uM,72,hr,2,2576,242,0.5903,0.5740,0.0939,0.1116
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,1.000,uM,72,hr,3,2347,272,0.5248,0.5740,0.1159,0.1116
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.160,uM,72,hr,1,2217,585,0.4128,0.3996,0.2639,0.2568
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.160,uM,72,hr,2,2164,556,0.4067,0.3996,0.2569,0.2568
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.160,uM,72,hr,3,1999,499,0.3794,0.3996,0.2496,0.2568
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,0.000,uM,72,hr,1,2426,337,0.5284,0.5279,0.1389,0.1378
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,0.000,uM,72,hr,2,2371,319,0.5190,0.5279,0.1345,0.1378
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,0.000,uM,72,hr,3,2466,345,0.5365,0.5279,0.1399,0.1378
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,0.316,uM,72,hr,1,2210,349,0.4707,0.4758,0.1579,0.1613
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,0.316,uM,72,hr,2,2273,383,0.4780,0.4758,0.1685,0.1613
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,0.316,uM,72,hr,3,2246,354,0.4785,0.4758,0.1576,0.1613
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,1.000,uM,72,hr,1,2349,487,0.4710,0.4497,0.2073,0.2046
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,1.000,uM,72,hr,2,2238,445,0.4535,0.4497,0.1988,0.2046
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,1.000,uM,72,hr,3,2119,440,0.4247,0.4497,0.2076,0.2046
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.160,uM,72,hr,1,1801,675,0.2848,0.2705,0.3748,0.4169
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.160,uM,72,hr,2,1864,831,0.2613,0.2705,0.4458,0.4169
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.160,uM,72,hr,3,1841,792,0.2653,0.2705,0.4302,0.4169
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.000,uM,72,hr,1,2031,480,0.3923,0.3842,0.2363,0.2355
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.000,uM,72,hr,2,1942,457,0.3756,0.3842,0.2353,0.2355
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.000,uM,72,hr,3,1988,467,0.3847,0.3842,0.2349,0.2355
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.316,uM,72,hr,1,1731,422,0.3311,0.3217,0.2438,0.2378
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.316,uM,72,hr,2,1718,394,0.3349,0.3217,0.2293,0.2378
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,0.316,uM,72,hr,3,1557,374,0.2992,0.3217,0.2402,0.2378
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,1.000,uM,72,hr,1,1808,599,0.3058,0.3012,0.3313,0.3083
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,1.000,uM,72,hr,2,1793,524,0.3210,0.3012,0.2922,0.3083
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,1.000,uM,72,hr,3,1567,472,0.2770,0.3012,0.3012,0.3083
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,3.160,uM,72,hr,1,1455,735,0.1821,0.1449,0.5052,0.5769
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,3.160,uM,72,hr,2,1315,786,0.1338,0.1449,0.5977,0.5769
50567-3,WM-115,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,3.160,3.160,uM,72,hr,3,1263,793,0.1189,0.1449,0.6279,0.5769
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.000,uM,72,hr,1,4014,239,1.0205,1.0000,0.0595,0.0560
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.000,uM,72,hr,2,3766,177,0.9702,1.0000,0.0470,0.0560
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.000,uM,72,hr,3,3978,244,1.0094,1.0000,0.0613,0.0560
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.316,uM,72,hr,1,3445,252,0.8631,0.8917,0.0731,0.0781
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.316,uM,72,hr,2,3626,294,0.9007,0.8917,0.0811,0.0781
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.316,uM,72,hr,3,3665,294,0.9112,0.8917,0.0802,0.0781
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,72,hr,1,2632,217,0.6528,0.6373,0.0824,0.0814
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,72,hr,2,2619,241,0.6428,0.6373,0.0920,0.0814
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,72,hr,3,2451,171,0.6163,0.6373,0.0698,0.0814
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.160,uM,72,hr,1,1782,284,0.4049,0.3987,0.1594,0.1587
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.160,uM,72,hr,2,1820,339,0.4003,0.3987,0.1863,0.1587
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.160,uM,72,hr,3,1663,217,0.3909,0.3987,0.1305,0.1587
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.000,uM,72,hr,1,3379,210,0.8566,0.8829,0.0621,0.0676
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.000,uM,72,hr,2,3554,228,0.8991,0.8829,0.0642,0.0676
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.000,uM,72,hr,3,3577,274,0.8929,0.8829,0.0766,0.0676
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.316,uM,72,hr,1,2653,212,0.6598,0.7324,0.0799,0.0776
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.316,uM,72,hr,2,3041,244,0.7561,0.7324,0.0802,0.0776
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.316,uM,72,hr,3,3116,226,0.7812,0.7324,0.0725,0.0776
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,1.000,uM,72,hr,1,2441,228,0.5982,0.6104,0.0934,0.0822
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,1.000,uM,72,hr,2,2521,205,0.6261,0.6104,0.0813,0.0822
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,1.000,uM,72,hr,3,2419,174,0.6069,0.6104,0.0719,0.0822
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,3.160,uM,72,hr,1,1737,419,0.3563,0.3373,0.2412,0.2340
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,3.160,uM,72,hr,2,1597,372,0.3311,0.3373,0.2329,0.2340
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,3.160,uM,72,hr,3,1554,354,0.3244,0.3373,0.2278,0.2340
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.000,uM,72,hr,1,2666,221,0.6609,0.6725,0.0829,0.0853
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.000,uM,72,hr,2,2673,233,0.6596,0.6725,0.0872,0.0853
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.000,uM,72,hr,3,2820,242,0.6969,0.6725,0.0858,0.0853
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.316,uM,72,hr,1,2509,271,0.6050,0.5986,0.1080,0.1096
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.316,uM,72,hr,2,2410,274,0.5774,0.5986,0.1137,0.1096
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.316,uM,72,hr,3,2541,272,0.6134,0.5986,0.1070,0.1096
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,1,2319,335,0.5363,0.5150,0.1445,0.1216
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,2,2094,209,0.5096,0.5150,0.0998,0.1216
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,3,2099,253,0.4990,0.5150,0.1205,0.1216
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,1,1524,432,0.2952,0.2794,0.2835,0.2745
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,2,1421,396,0.2771,0.2794,0.2787,0.2745
50567-3,WM-115,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,3,1332,348,0.2660,0.2794,0.2613,0.2745
