Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Mean Relative Cell Count,Standard Error of the Mean for Relative Cell Count,Mean Normalized Growth Rate Inhibition Value,Standard Error of the Mean for Normalized Growth Rate Inhibition Value
50057-3,SK-BR-3,10133-101-1,Afatinib,0.04,uM,LJP6,0.3350,0.0271,-0.1373,0.1184
50057-3,SK-BR-3,10133-101-1,Afatinib,0.12,uM,LJP6,0.3385,0.0154,-0.1295,0.0961
50057-3,SK-BR-3,10133-101-1,Afatinib,0.37,uM,LJP6,0.3447,0.0193,-0.1174,0.0945
50057-3,SK-BR-3,10133-101-1,Afatinib,1.11,uM,LJP6,0.3710,0.0264,-0.0678,0.1137
50057-3,SK-BR-3,10133-101-1,Afatinib,3.33,uM,LJP6,0.3790,0.0148,-0.0514,0.0865
50057-3,SK-BR-3,10133-101-1,Afatinib,10,uM,LJP6,0.3168,0.0127,-0.1713,0.0647
50057-3,SK-BR-3,10134-101-1,GSK1904529A,0.04,uM,LJP6,0.8072,0.0377,0.7014,0.0542
50057-3,SK-BR-3,10134-101-1,GSK1904529A,0.12,uM,LJP6,0.8977,0.0164,0.8413,0.0260
50057-3,SK-BR-3,10134-101-1,GSK1904529A,0.37,uM,LJP6,0.9856,0.0084,0.9801,0.0113
50057-3,SK-BR-3,10134-101-1,GSK1904529A,1.11,uM,LJP6,0.9878,0.0198,0.9855,0.0326
50057-3,SK-BR-3,10134-101-1,GSK1904529A,3.33,uM,LJP6,1.0221,0.0058,1.0358,0.0131
50057-3,SK-BR-3,10134-101-1,GSK1904529A,10,uM,LJP6,1.0310,0.0070,1.0494,0.0157
50057-3,SK-BR-3,10135-101-1,Linsitinib,0.04,uM,LJP5,0.7824,0.0631,0.6568,0.1107
50057-3,SK-BR-3,10135-101-1,Linsitinib,0.12,uM,LJP5,0.8478,0.0387,0.7652,0.0648
50057-3,SK-BR-3,10135-101-1,Linsitinib,0.37,uM,LJP5,0.8693,0.0266,0.8059,0.0385
50057-3,SK-BR-3,10135-101-1,Linsitinib,1.11,uM,LJP5,0.8267,0.0281,0.7392,0.0416
50057-3,SK-BR-3,10135-101-1,Linsitinib,3.33,uM,LJP5,0.7895,0.0180,0.6784,0.0369
50057-3,SK-BR-3,10135-101-1,Linsitinib,10,uM,LJP5,0.7008,0.0216,0.5379,0.0488
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,0.04,uM,LJP5,0.9249,0.0449,0.8818,0.0672
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,0.12,uM,LJP5,0.9379,0.0375,0.9027,0.0563
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,0.37,uM,LJP5,0.9506,0.0334,0.9216,0.0497
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,1.11,uM,LJP5,0.9471,0.0166,0.9177,0.0326
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,3.33,uM,LJP5,0.9740,0.0335,0.9579,0.0485
50057-3,SK-BR-3,10138-105-1,Ruxolitinib,10,uM,LJP5,0.8730,0.0680,0.8098,0.1061
50057-3,SK-BR-3,10140-101-1,Momelotinib,0.04,uM,LJP5,0.8977,0.0564,0.8409,0.0864
50057-3,SK-BR-3,10140-101-1,Momelotinib,0.12,uM,LJP5,0.8733,0.0579,0.8000,0.0914
50057-3,SK-BR-3,10140-101-1,Momelotinib,0.37,uM,LJP5,0.8630,0.0426,0.7893,0.0697
50057-3,SK-BR-3,10140-101-1,Momelotinib,1.11,uM,LJP5,0.7944,0.0414,0.6872,0.0680
50057-3,SK-BR-3,10140-101-1,Momelotinib,3.33,uM,LJP5,0.6808,0.0420,0.5094,0.0616
50057-3,SK-BR-3,10140-101-1,Momelotinib,10,uM,LJP5,0.4244,0.0300,0.0674,0.0215
50057-3,SK-BR-3,10141-101-1,Fedratinib,0.04,uM,LJP5,1.0514,0.0320,1.0710,0.0471
50057-3,SK-BR-3,10141-101-1,Fedratinib,0.12,uM,LJP5,0.9985,0.0050,0.9975,0.0078
50057-3,SK-BR-3,10141-101-1,Fedratinib,0.37,uM,LJP5,0.9356,0.0141,0.9073,0.0134
50057-3,SK-BR-3,10141-101-1,Fedratinib,1.11,uM,LJP5,0.8408,0.0314,0.7656,0.0374
50057-3,SK-BR-3,10141-101-1,Fedratinib,3.33,uM,LJP5,0.6758,0.0423,0.5012,0.0623
50057-3,SK-BR-3,10141-101-1,Fedratinib,10,uM,LJP5,0.2866,0.0144,-0.2011,0.0548
50057-3,SK-BR-3,10142-101-1,Trametinib,0.04,uM,LJP5,0.6849,0.0429,0.5028,0.0988
50057-3,SK-BR-3,10142-101-1,Trametinib,0.12,uM,LJP5,0.7450,0.0112,0.6066,0.0460
50057-3,SK-BR-3,10142-101-1,Trametinib,0.37,uM,LJP5,0.7217,0.0366,0.5651,0.0822
50057-3,SK-BR-3,10142-101-1,Trametinib,1.11,uM,LJP5,0.7503,0.0265,0.6129,0.0610
50057-3,SK-BR-3,10142-101-1,Trametinib,3.33,uM,LJP5,0.7578,0.0333,0.6239,0.0699
50057-3,SK-BR-3,10142-101-1,Trametinib,10,uM,LJP5,0.7636,0.0494,0.6313,0.0900
50057-3,SK-BR-3,10146-101-1,Omipalisib,0.04,uM,LJP6,0.3701,0.0264,-0.0680,0.0840
50057-3,SK-BR-3,10146-101-1,Omipalisib,0.12,uM,LJP6,0.3430,0.0245,-0.1208,0.0971
50057-3,SK-BR-3,10146-101-1,Omipalisib,0.37,uM,LJP6,0.3133,0.0231,-0.1791,0.1028
50057-3,SK-BR-3,10146-101-1,Omipalisib,1.11,uM,LJP6,0.2857,0.0331,-0.2351,0.1146
50057-3,SK-BR-3,10146-101-1,Omipalisib,3.33,uM,LJP6,0.2331,0.0281,-0.3438,0.1087
50057-3,SK-BR-3,10146-101-1,Omipalisib,10,uM,LJP6,0.1816,0.0260,-0.4536,0.1251
50057-3,SK-BR-3,10147-101-1,Buparlisib,0.04,uM,LJP5,0.9395,0.0417,0.9173,0.0517
50057-3,SK-BR-3,10147-101-1,Buparlisib,0.12,uM,LJP5,0.7646,0.0558,0.6506,0.0590
50057-3,SK-BR-3,10147-101-1,Buparlisib,0.37,uM,LJP5,0.4676,0.0217,0.1453,0.0321
50057-3,SK-BR-3,10147-101-1,Buparlisib,1.11,uM,LJP5,0.2856,0.0165,-0.2032,0.0939
50057-3,SK-BR-3,10147-101-1,Buparlisib,3.33,uM,LJP5,0.2479,0.0146,-0.2806,0.0828
50057-3,SK-BR-3,10147-101-1,Buparlisib,10,uM,LJP5,0.2235,0.0056,-0.3325,0.0753
50057-3,SK-BR-3,10148-101-1,XL147,0.04,uM,LJP5,1.0977,0.0145,1.1409,0.0181
50057-3,SK-BR-3,10148-101-1,XL147,0.12,uM,LJP5,1.1039,0.0382,1.1435,0.0493
50057-3,SK-BR-3,10148-101-1,XL147,0.37,uM,LJP5,1.0832,0.0413,1.1140,0.0577
50057-3,SK-BR-3,10148-101-1,XL147,1.11,uM,LJP5,1.1302,0.0479,1.1790,0.0623
50057-3,SK-BR-3,10148-101-1,XL147,3.33,uM,LJP5,1.1138,0.0322,1.1598,0.0398
50057-3,SK-BR-3,10148-101-1,XL147,10,uM,LJP5,0.7816,0.0473,0.6570,0.0963
50057-3,SK-BR-3,10149-102-1,Y39983,0.04,uM,LJP6,0.9110,0.0589,0.8392,0.1076
50057-3,SK-BR-3,10149-102-1,Y39983,0.12,uM,LJP6,0.9078,0.0570,0.8362,0.1081
50057-3,SK-BR-3,10149-102-1,Y39983,0.37,uM,LJP6,0.8695,0.0390,0.7818,0.0825
50057-3,SK-BR-3,10149-102-1,Y39983,1.11,uM,LJP6,0.7988,0.0481,0.6668,0.1016
50057-3,SK-BR-3,10149-102-1,Y39983,3.33,uM,LJP6,0.7088,0.0444,0.5223,0.1041
50057-3,SK-BR-3,10149-102-1,Y39983,10,uM,LJP6,0.3431,0.0150,-0.1217,0.1048
50057-3,SK-BR-3,10151-101-1,Nintedanib,0.04,uM,LJP6,1.0604,0.0044,1.0944,0.0137
50057-3,SK-BR-3,10151-101-1,Nintedanib,0.12,uM,LJP6,1.0080,0.0199,1.0168,0.0297
50057-3,SK-BR-3,10151-101-1,Nintedanib,0.37,uM,LJP6,0.9634,0.0125,0.9469,0.0162
50057-3,SK-BR-3,10151-101-1,Nintedanib,1.11,uM,LJP6,0.8916,0.0156,0.8352,0.0127
50057-3,SK-BR-3,10151-101-1,Nintedanib,3.33,uM,LJP6,0.7745,0.0344,0.6450,0.0550
50057-3,SK-BR-3,10151-101-1,Nintedanib,10,uM,LJP6,0.4313,0.1366,0.0487,0.2115
50057-3,SK-BR-3,10157-101-1,Foretinib,0.04,uM,LJP5,1.0531,0.0197,1.0730,0.0217
50057-3,SK-BR-3,10157-101-1,Foretinib,0.12,uM,LJP5,0.8839,0.0999,0.8119,0.1505
50057-3,SK-BR-3,10157-101-1,Foretinib,0.37,uM,LJP5,0.4303,0.0197,0.0769,0.0400
50057-3,SK-BR-3,10157-101-1,Foretinib,1.11,uM,LJP5,0.3594,0.0090,-0.0562,0.0457
50057-3,SK-BR-3,10157-101-1,Foretinib,3.33,uM,LJP5,0.3710,0.0108,-0.0340,0.0480
50057-3,SK-BR-3,10157-101-1,Foretinib,10,uM,LJP5,0.3387,0.0143,-0.0967,0.0621
50057-3,SK-BR-3,10158-101-1,AZD 5438,0.04,uM,LJP6,0.9284,0.0177,0.8908,0.0206
50057-3,SK-BR-3,10158-101-1,AZD 5438,0.12,uM,LJP6,0.7637,0.0206,0.6276,0.0073
50057-3,SK-BR-3,10158-101-1,AZD 5438,0.37,uM,LJP6,0.5662,0.0201,0.2918,0.0495
50057-3,SK-BR-3,10158-101-1,AZD 5438,1.11,uM,LJP6,0.3345,0.0260,-0.1371,0.0669
50057-3,SK-BR-3,10158-101-1,AZD 5438,3.33,uM,LJP6,0.2636,0.0173,-0.2795,0.0890
50057-3,SK-BR-3,10158-101-1,AZD 5438,10,uM,LJP6,0.1822,0.0251,-0.4527,0.1156
50057-3,SK-BR-3,10159-101-1,Pelitinib,0.04,uM,LJP5,0.7417,0.0966,0.6183,0.1223
50057-3,SK-BR-3,10159-101-1,Pelitinib,0.12,uM,LJP5,0.5703,0.0993,0.3317,0.1239
50057-3,SK-BR-3,10159-101-1,Pelitinib,0.37,uM,LJP5,0.3428,0.0284,-0.0907,0.1020
50057-3,SK-BR-3,10159-101-1,Pelitinib,1.11,uM,LJP5,0.3406,0.0303,-0.0946,0.0983
50057-3,SK-BR-3,10159-101-1,Pelitinib,3.33,uM,LJP5,0.3630,0.0352,-0.0520,0.0926
50057-3,SK-BR-3,10159-101-1,Pelitinib,10,uM,LJP5,0.2737,0.0088,-0.2272,0.0554
50057-3,SK-BR-3,10161-101-1,Luminespib,0.04,uM,LJP5,0.3960,0.0171,0.0117,0.0746
50057-3,SK-BR-3,10161-101-1,Luminespib,0.12,uM,LJP5,0.3969,0.0205,0.0142,0.0667
50057-3,SK-BR-3,10161-101-1,Luminespib,0.37,uM,LJP5,0.4040,0.0276,0.0266,0.0739
50057-3,SK-BR-3,10161-101-1,Luminespib,1.11,uM,LJP5,0.4001,0.0167,0.0203,0.0529
50057-3,SK-BR-3,10161-101-1,Luminespib,3.33,uM,LJP5,0.3998,0.0196,0.0196,0.0659
50057-3,SK-BR-3,10161-101-1,Luminespib,10,uM,LJP5,0.3855,0.0100,-0.0069,0.0573
50057-3,SK-BR-3,10164-101-1,AZD8330,0.04,uM,LJP5,0.6777,0.0217,0.4970,0.0663
50057-3,SK-BR-3,10164-101-1,AZD8330,0.12,uM,LJP5,0.7639,0.0055,0.6396,0.0262
50057-3,SK-BR-3,10164-101-1,AZD8330,0.37,uM,LJP5,0.8072,0.0152,0.7082,0.0319
50057-3,SK-BR-3,10164-101-1,AZD8330,1.11,uM,LJP5,0.8427,0.0157,0.7603,0.0366
50057-3,SK-BR-3,10164-101-1,AZD8330,3.33,uM,LJP5,0.8527,0.0120,0.7779,0.0278
50057-3,SK-BR-3,10164-101-1,AZD8330,10,uM,LJP5,0.8793,0.0233,0.8143,0.0441
50057-3,SK-BR-3,10171-101-1,TGX221,0.04,uM,LJP5,0.7920,0.0122,0.6810,0.0419
50057-3,SK-BR-3,10171-101-1,TGX221,0.12,uM,LJP5,0.8609,0.0151,0.7888,0.0285
50057-3,SK-BR-3,10171-101-1,TGX221,0.37,uM,LJP5,0.9384,0.0114,0.9067,0.0197
50057-3,SK-BR-3,10171-101-1,TGX221,1.11,uM,LJP5,0.9742,0.0139,0.9629,0.0206
50057-3,SK-BR-3,10171-101-1,TGX221,3.33,uM,LJP5,0.9755,0.0079,0.9615,0.0134
50057-3,SK-BR-3,10171-101-1,TGX221,10,uM,LJP5,0.9221,0.0172,0.8878,0.0174
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.04,uM,LJP5,1.0432,0.0084,1.0617,0.0081
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.04,uM,LJP6,0.9425,0.0106,0.9122,0.0125
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.12,uM,LJP5,0.9427,0.0312,0.9193,0.0392
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.12,uM,LJP6,0.8116,0.0067,0.7005,0.0399
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.37,uM,LJP5,0.7525,0.0458,0.6291,0.0534
50057-3,SK-BR-3,10172-101-1,GSK1059615,0.37,uM,LJP6,0.6654,0.0313,0.4538,0.0920
50057-3,SK-BR-3,10172-101-1,GSK1059615,1.11,uM,LJP5,0.4214,0.0136,0.0601,0.0400
50057-3,SK-BR-3,10172-101-1,GSK1059615,1.11,uM,LJP6,0.4023,0.0040,-0.0065,0.0769
50057-3,SK-BR-3,10172-101-1,GSK1059615,3.33,uM,LJP5,0.2339,0.0187,-0.3152,0.0850
50057-3,SK-BR-3,10172-101-1,GSK1059615,3.33,uM,LJP6,0.2707,0.0240,-0.2661,0.0671
50057-3,SK-BR-3,10172-101-1,GSK1059615,10,uM,LJP5,0.1879,0.0125,-0.4141,0.0859
50057-3,SK-BR-3,10172-101-1,GSK1059615,10,uM,LJP6,0.1952,0.0192,-0.4282,0.0705
50057-3,SK-BR-3,10177-101-1,Brivanib,0.04,uM,LJP5,0.8820,0.0501,0.8107,0.0801
50057-3,SK-BR-3,10177-101-1,Brivanib,0.12,uM,LJP5,0.8722,0.0607,0.7980,0.0956
50057-3,SK-BR-3,10177-101-1,Brivanib,0.37,uM,LJP5,0.8794,0.0565,0.8069,0.0892
50057-3,SK-BR-3,10177-101-1,Brivanib,1.11,uM,LJP5,0.9122,0.0431,0.8610,0.0659
50057-3,SK-BR-3,10177-101-1,Brivanib,3.33,uM,LJP5,0.9042,0.0396,0.8503,0.0625
50057-3,SK-BR-3,10177-101-1,Brivanib,10,uM,LJP5,0.8859,0.0356,0.8218,0.0593
50057-3,SK-BR-3,10180-101-1,CHIR-99021,0.04,uM,LJP6,0.8335,0.0331,0.7313,0.0670
50057-3,SK-BR-3,10180-101-1,CHIR-99021,0.12,uM,LJP6,0.8338,0.0511,0.7249,0.0964
50057-3,SK-BR-3,10180-101-1,CHIR-99021,0.37,uM,LJP6,0.8723,0.0511,0.7856,0.0904
50057-3,SK-BR-3,10180-101-1,CHIR-99021,1.11,uM,LJP6,0.8500,0.0508,0.7493,0.0957
50057-3,SK-BR-3,10180-101-1,CHIR-99021,3.33,uM,LJP6,0.8531,0.0542,0.7533,0.0984
50057-3,SK-BR-3,10180-101-1,CHIR-99021,10,uM,LJP6,0.6752,0.0487,0.4654,0.1176
50057-3,SK-BR-3,10182-101-1,Linifanib,0.04,uM,LJP6,1.0787,0.0218,1.1136,0.0268
50057-3,SK-BR-3,10182-101-1,Linifanib,0.12,uM,LJP6,1.0535,0.0144,1.0764,0.0147
50057-3,SK-BR-3,10182-101-1,Linifanib,0.37,uM,LJP6,1.0797,0.0249,1.1129,0.0248
50057-3,SK-BR-3,10182-101-1,Linifanib,1.11,uM,LJP6,1.0662,0.0301,1.0973,0.0451
50057-3,SK-BR-3,10182-101-1,Linifanib,3.33,uM,LJP6,1.0640,0.0310,1.0910,0.0452
50057-3,SK-BR-3,10182-101-1,Linifanib,10,uM,LJP6,0.5316,0.0195,0.2319,0.0417
50057-3,SK-BR-3,10190-101-1,PIK-93,0.04,uM,LJP5,1.0599,0.0110,1.0881,0.0176
50057-3,SK-BR-3,10190-101-1,PIK-93,0.12,uM,LJP5,1.0610,0.0159,1.0922,0.0260
50057-3,SK-BR-3,10190-101-1,PIK-93,0.37,uM,LJP5,1.0020,0.0398,1.0120,0.0545
50057-3,SK-BR-3,10190-101-1,PIK-93,1.11,uM,LJP5,0.9366,0.0562,0.9163,0.0719
50057-3,SK-BR-3,10190-101-1,PIK-93,3.33,uM,LJP5,0.7353,0.0160,0.5970,0.0216
50057-3,SK-BR-3,10190-101-1,PIK-93,10,uM,LJP5,0.3922,0.0277,0.0052,0.0676
50057-3,SK-BR-3,10232-101-1,Dactolisib,0.04,uM,LJP5,0.4347,0.0338,0.0857,0.0374
50057-3,SK-BR-3,10232-101-1,Dactolisib,0.12,uM,LJP5,0.4132,0.0292,0.0449,0.0618
50057-3,SK-BR-3,10232-101-1,Dactolisib,0.37,uM,LJP5,0.3681,0.0337,-0.0406,0.0712
50057-3,SK-BR-3,10232-101-1,Dactolisib,1.11,uM,LJP5,0.3682,0.0310,-0.0400,0.0647
50057-3,SK-BR-3,10232-101-1,Dactolisib,3.33,uM,LJP5,0.3709,0.0064,-0.0350,0.0668
50057-3,SK-BR-3,10232-101-1,Dactolisib,10,uM,LJP5,0.4058,0.0098,0.0305,0.0661
50057-3,SK-BR-3,10233-101-1,Alpelisib,0.04,uM,LJP5,0.9329,0.0207,0.8960,0.0355
50057-3,SK-BR-3,10233-101-1,Alpelisib,0.12,uM,LJP5,0.8752,0.0180,0.8109,0.0342
50057-3,SK-BR-3,10233-101-1,Alpelisib,0.37,uM,LJP5,0.7878,0.0190,0.6792,0.0294
50057-3,SK-BR-3,10233-101-1,Alpelisib,1.11,uM,LJP5,0.7076,0.0230,0.5534,0.0224
50057-3,SK-BR-3,10233-101-1,Alpelisib,3.33,uM,LJP5,0.5713,0.0197,0.3229,0.0647
50057-3,SK-BR-3,10233-101-1,Alpelisib,10,uM,LJP5,0.3420,0.0181,-0.0922,0.0883
50057-3,SK-BR-3,10234-101-1,GDC-0980,0.04,uM,LJP5,0.4984,0.0354,0.2019,0.0302
50057-3,SK-BR-3,10234-101-1,GDC-0980,0.12,uM,LJP5,0.3905,0.0198,0.0037,0.0239
50057-3,SK-BR-3,10234-101-1,GDC-0980,0.37,uM,LJP5,0.3637,0.0175,-0.0481,0.0472
50057-3,SK-BR-3,10234-101-1,GDC-0980,1.11,uM,LJP5,0.3442,0.0127,-0.0862,0.0662
50057-3,SK-BR-3,10234-101-1,GDC-0980,3.33,uM,LJP5,0.3595,0.0192,-0.0566,0.0644
50057-3,SK-BR-3,10234-101-1,GDC-0980,10,uM,LJP5,0.3314,0.0246,-0.1114,0.0718
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,0.04,uM,LJP5,0.3732,0.0138,-0.0317,0.0790
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,0.04,uM,LJP6,0.3627,0.0327,-0.0846,0.1290
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,0.12,uM,LJP5,0.3695,0.0285,-0.0390,0.0943
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,0.12,uM,LJP6,0.3493,0.0402,-0.1100,0.1319
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,0.37,uM,LJP5,0.3616,0.0337,-0.0545,0.1031
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,0.37,uM,LJP6,0.3368,0.0488,-0.1350,0.1437
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,1.11,uM,LJP5,0.3253,0.0358,-0.1245,0.0878
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,1.11,uM,LJP6,0.3014,0.0318,-0.2034,0.1156
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,3.33,uM,LJP5,0.2270,0.0220,-0.3271,0.0539
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,3.33,uM,LJP6,0.2181,0.0398,-0.3792,0.0993
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,10,uM,LJP5,0.0916,0.0421,-0.6796,0.1080
50057-3,SK-BR-3,10479-102-1,Mitoxantrone,10,uM,LJP6,0.0768,0.0374,-0.7340,0.1000
50057-3,SK-BR-3,10480-101-1,Radicicol,0.04,uM,LJP5,0.5936,0.0324,0.3664,0.0269
50057-3,SK-BR-3,10480-101-1,Radicicol,0.04,uM,LJP6,0.5639,0.0279,0.2910,0.0140
50057-3,SK-BR-3,10480-101-1,Radicicol,0.12,uM,LJP5,0.4496,0.0144,0.1123,0.0401
50057-3,SK-BR-3,10480-101-1,Radicicol,0.12,uM,LJP6,0.4384,0.0253,0.0624,0.0592
50057-3,SK-BR-3,10480-101-1,Radicicol,0.37,uM,LJP5,0.4199,0.0131,0.0558,0.0635
50057-3,SK-BR-3,10480-101-1,Radicicol,0.37,uM,LJP6,0.4052,0.0273,0.0000,0.0643
50057-3,SK-BR-3,10480-101-1,Radicicol,1.11,uM,LJP5,0.4019,0.0260,0.0188,0.0889
50057-3,SK-BR-3,10480-101-1,Radicicol,1.11,uM,LJP6,0.3841,0.0247,-0.0412,0.0887
50057-3,SK-BR-3,10480-101-1,Radicicol,3.33,uM,LJP5,0.3964,0.0106,0.0102,0.0590
50057-3,SK-BR-3,10480-101-1,Radicicol,3.33,uM,LJP6,0.3860,0.0194,-0.0371,0.0650
50057-3,SK-BR-3,10480-101-1,Radicicol,10,uM,LJP5,0.3253,0.0398,-0.1231,0.0170
50057-3,SK-BR-3,10480-101-1,Radicicol,10,uM,LJP6,0.2996,0.0420,-0.2088,0.0134
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.04,uM,LJP5,0.9962,0.0105,0.9949,0.0151
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.04,uM,LJP6,1.0607,0.0127,1.0943,0.0248
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.12,uM,LJP5,0.9697,0.0473,0.9438,0.0677
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.12,uM,LJP6,0.8963,0.0147,0.8404,0.0203
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.37,uM,LJP5,0.5171,0.0578,0.2327,0.0882
50057-3,SK-BR-3,10481-101-1,Withaferin A,0.37,uM,LJP6,0.4680,0.0439,0.1160,0.0819
50057-3,SK-BR-3,10481-101-1,Withaferin A,1.11,uM,LJP5,0.3509,0.0141,-0.0741,0.0848
50057-3,SK-BR-3,10481-101-1,Withaferin A,1.11,uM,LJP6,0.3352,0.0137,-0.1347,0.0497
50057-3,SK-BR-3,10481-101-1,Withaferin A,3.33,uM,LJP5,0.2520,0.0320,-0.2739,0.0372
50057-3,SK-BR-3,10481-101-1,Withaferin A,3.33,uM,LJP6,0.2419,0.0093,-0.3256,0.0646
50057-3,SK-BR-3,10481-101-1,Withaferin A,10,uM,LJP5,0.2435,0.0029,-0.2898,0.0646
50057-3,SK-BR-3,10481-101-1,Withaferin A,10,uM,LJP6,0.2706,0.0036,-0.2657,0.0850
50058-4,MDA-MB-231,10001-101-1,Seliciclib,0.04,uM,LJP5,1.0285,0.0199,1.0281,0.0201
50058-4,MDA-MB-231,10001-101-1,Seliciclib,0.12,uM,LJP5,0.9733,0.0161,0.9714,0.0174
50058-4,MDA-MB-231,10001-101-1,Seliciclib,0.37,uM,LJP5,0.9296,0.0166,0.9262,0.0171
50058-4,MDA-MB-231,10001-101-1,Seliciclib,1.11,uM,LJP5,0.8870,0.0180,0.8799,0.0192
50058-4,MDA-MB-231,10001-101-1,Seliciclib,3.33,uM,LJP5,0.8258,0.0397,0.8114,0.0442
50058-4,MDA-MB-231,10001-101-1,Seliciclib,10,uM,LJP5,0.5010,0.0291,0.4008,0.0392
50058-4,MDA-MB-231,10004-101-1,AT-7519,0.04,uM,LJP6,0.7679,0.0853,0.7323,0.1103
50058-4,MDA-MB-231,10004-101-1,AT-7519,0.12,uM,LJP6,0.4539,0.1223,0.2909,0.2189
50058-4,MDA-MB-231,10004-101-1,AT-7519,0.37,uM,LJP6,0.1899,0.0461,-0.1706,0.1289
50058-4,MDA-MB-231,10004-101-1,AT-7519,1.11,uM,LJP6,0.1423,0.0377,-0.2907,0.1272
50058-4,MDA-MB-231,10004-101-1,AT-7519,3.33,uM,LJP6,0.1178,0.0296,-0.3554,0.1129
50058-4,MDA-MB-231,10004-101-1,AT-7519,10,uM,LJP6,0.1067,0.0280,-0.3883,0.1102
50058-4,MDA-MB-231,10006-101-1,AZD7762,0.04,uM,LJP6,0.7354,0.0947,0.7000,0.1083
50058-4,MDA-MB-231,10006-101-1,AZD7762,0.12,uM,LJP6,0.4959,0.0417,0.3866,0.0600
50058-4,MDA-MB-231,10006-101-1,AZD7762,0.37,uM,LJP6,0.3786,0.0663,0.1957,0.1226
50058-4,MDA-MB-231,10006-101-1,AZD7762,1.11,uM,LJP6,0.2185,0.0268,-0.0971,0.0773
50058-4,MDA-MB-231,10006-101-1,AZD7762,3.33,uM,LJP6,0.1548,0.0229,-0.2464,0.0809
50058-4,MDA-MB-231,10006-101-1,AZD7762,10,uM,LJP6,0.1387,0.0250,-0.2902,0.0901
50058-4,MDA-MB-231,10007-101-1,AZD8055,0.04,uM,LJP6,0.5644,0.0280,0.4840,0.0267
50058-4,MDA-MB-231,10007-101-1,AZD8055,0.12,uM,LJP6,0.4497,0.0283,0.3175,0.0275
50058-4,MDA-MB-231,10007-101-1,AZD8055,0.37,uM,LJP6,0.4031,0.0108,0.2453,0.0025
50058-4,MDA-MB-231,10007-101-1,AZD8055,1.11,uM,LJP6,0.3890,0.0061,0.2237,0.0089
50058-4,MDA-MB-231,10007-101-1,AZD8055,3.33,uM,LJP6,0.3443,0.0242,0.1458,0.0573
50058-4,MDA-MB-231,10007-101-1,AZD8055,10,uM,LJP6,0.2400,0.0576,-0.0657,0.1439
50058-4,MDA-MB-231,10008-101-1,Sorafenib,0.04,uM,LJP6,1.0133,0.0246,1.0148,0.0258
50058-4,MDA-MB-231,10008-101-1,Sorafenib,0.12,uM,LJP6,0.9213,0.0721,0.9172,0.0751
50058-4,MDA-MB-231,10008-101-1,Sorafenib,0.37,uM,LJP6,0.9298,0.0626,0.9266,0.0647
50058-4,MDA-MB-231,10008-101-1,Sorafenib,1.11,uM,LJP6,0.9414,0.0997,0.9377,0.1054
50058-4,MDA-MB-231,10008-101-1,Sorafenib,3.33,uM,LJP6,0.9215,0.0739,0.9176,0.0771
50058-4,MDA-MB-231,10008-101-1,Sorafenib,10,uM,LJP6,0.8175,0.0652,0.8008,0.0692
50058-4,MDA-MB-231,10009-101-1,CP466722,0.04,uM,LJP5,1.0550,0.0333,1.0547,0.0326
50058-4,MDA-MB-231,10009-101-1,CP466722,0.12,uM,LJP5,1.0167,0.0329,1.0156,0.0334
50058-4,MDA-MB-231,10009-101-1,CP466722,0.37,uM,LJP5,0.8937,0.1194,0.7849,0.2280
50058-4,MDA-MB-231,10009-101-1,CP466722,1.11,uM,LJP5,0.9410,0.0220,0.9376,0.0238
50058-4,MDA-MB-231,10009-101-1,CP466722,3.33,uM,LJP5,0.9108,0.0528,0.9035,0.0579
50058-4,MDA-MB-231,10009-101-1,CP466722,10,uM,LJP5,0.6073,0.1132,0.5344,0.1442
50058-4,MDA-MB-231,10010-101-1,CP724714,0.04,uM,LJP5,0.9057,0.0714,0.8991,0.0771
