Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Units,Timepoint,Timepoint Units,Measured pERK (Alexa 488),Measured p-Rb (Alexa 568),Alexa Fluor 647,Measured p-Akt/p-4EBP1/p-S6 (Alexa 647),Image
10098-101-2,Gefitinib,50091-2,AU565,1.0,uM,6,hr,236.79,58.62,p-4EBP1,75.30,328265
10098-101-2,Gefitinib,50091-2,AU565,1.0,uM,24,hr,366.24,89.40,p-4EBP1,127.46,342269
10345-999-1,Torkinib,50091-2,AU565,562.0,nM,6,hr,250.73,44.18,p-4EBP1,7.70,329273
10345-999-1,Torkinib,50091-2,AU565,562.0,nM,24,hr,391.61,66.24,p-4EBP1,12.45,342889
10172-101-2,GSK1059615,50091-2,AU565,1.0,uM,6,hr,323.04,68.35,p-4EBP1,78.89,329884
10172-101-2,GSK1059615,50091-2,AU565,1.0,uM,24,hr,436.35,80.55,p-4EBP1,88.08,343456
10057-102-1,MK2206,50091-2,AU565,1.0,uM,6,hr,316.22,67.25,p-4EBP1,94.25,330254
10057-102-1,MK2206,50091-2,AU565,1.0,uM,24,hr,341.24,76.08,p-4EBP1,106.62,343681
10280-999-2,Triciribine,50091-2,AU565,1.0,uM,6,hr,319.34,76.84,p-4EBP1,95.24,330902
10280-999-2,Triciribine,50091-2,AU565,1.0,uM,24,hr,456.10,90.01,p-4EBP1,126.32,341305
10232-101-2,Dactolisib,50091-2,AU565,1.0,uM,6,hr,229.24,51.96,p-4EBP1,8.38,329002
10232-101-2,Dactolisib,50091-2,AU565,1.0,uM,24,hr,447.91,63.52,p-4EBP1,10.50,341612
10098-101-2,Gefitinib,50213-2,HCC1954,1.0,uM,6,hr,128.30,38.07,p-4EBP1,57.69,354293
10098-101-2,Gefitinib,50213-2,HCC1954,1.0,uM,24,hr,260.61,103.02,p-4EBP1,127.87,345500
10345-999-1,Torkinib,50213-2,HCC1954,562.0,nM,6,hr,183.48,36.52,p-4EBP1,10.85,354932
10345-999-1,Torkinib,50213-2,HCC1954,562.0,nM,24,hr,232.92,77.12,p-4EBP1,22.91,345949
10172-101-2,GSK1059615,50213-2,HCC1954,1.0,uM,6,hr,421.88,76.75,p-4EBP1,47.94,355526
10172-101-2,GSK1059615,50213-2,HCC1954,1.0,uM,24,hr,264.29,66.78,p-4EBP1,30.96,346435
10057-102-1,MK2206,50213-2,HCC1954,1.0,uM,6,hr,239.11,68.86,p-4EBP1,90.25,356542
10057-102-1,MK2206,50213-2,HCC1954,1.0,uM,24,hr,248.06,98.57,p-4EBP1,126.15,347021
10280-999-2,Triciribine,50213-2,HCC1954,1.0,uM,6,hr,262.74,87.39,p-4EBP1,128.31,357064
10280-999-2,Triciribine,50213-2,HCC1954,1.0,uM,24,hr,216.58,102.83,p-4EBP1,109.56,344348
10232-101-2,Dactolisib,50213-2,HCC1954,1.0,uM,6,hr,254.85,75.26,p-4EBP1,10.90,354643
10232-101-2,Dactolisib,50213-2,HCC1954,1.0,uM,24,hr,266.62,68.42,p-4EBP1,14.69,344726
10098-101-2,Gefitinib,50583-5,MCF 10A,1.0,uM,6,hr,174.20,136.88,p-4EBP1,290.22,334789
10098-101-2,Gefitinib,50583-5,MCF 10A,1.0,uM,24,hr,170.09,36.89,p-4EBP1,134.39,348982
10345-999-1,Torkinib,50583-5,MCF 10A,562.0,nM,6,hr,553.63,148.24,p-4EBP1,36.47,335618
10345-999-1,Torkinib,50583-5,MCF 10A,562.0,nM,24,hr,415.77,104.89,p-4EBP1,37.62,349522
10172-101-2,GSK1059615,50583-5,MCF 10A,1.0,uM,6,hr,241.39,127.81,p-4EBP1,86.97,336302
10172-101-2,GSK1059615,50583-5,MCF 10A,1.0,uM,24,hr,244.26,89.76,p-4EBP1,54.72,349864
10057-102-1,MK2206,50583-5,MCF 10A,1.0,uM,6,hr,361.83,145.33,p-4EBP1,338.66,336886
10057-102-1,MK2206,50583-5,MCF 10A,1.0,uM,24,hr,344.63,180.54,p-4EBP1,202.39,350072
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,uM,6,hr,362.80,146.62,p-4EBP1,339.35,337246
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,uM,24,hr,259.30,148.61,p-4EBP1,183.14,347516
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,uM,6,hr,304.54,120.52,p-4EBP1,7.16,335293
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,uM,24,hr,358.30,52.88,p-4EBP1,6.29,348280
10098-101-2,Gefitinib,50541-2,T47D,1.0,uM,6,hr,151.66,97.78,p-4EBP1,485.17,337679
10098-101-2,Gefitinib,50541-2,T47D,1.0,uM,24,hr,136.33,105.43,p-4EBP1,377.18,351817
10345-999-1,Torkinib,50541-2,T47D,562.0,nM,6,hr,152.94,72.02,p-4EBP1,40.14,339154
10345-999-1,Torkinib,50541-2,T47D,562.0,nM,24,hr,115.44,42.33,p-4EBP1,28.85,352502
10172-101-2,GSK1059615,50541-2,T47D,1.0,uM,6,hr,154.32,62.44,p-4EBP1,362.13,339704
10172-101-2,GSK1059615,50541-2,T47D,1.0,uM,24,hr,142.01,52.25,p-4EBP1,256.14,352880
10057-102-1,MK2206,50541-2,T47D,1.0,uM,6,hr,95.85,36.68,p-4EBP1,87.19,340244
10057-102-1,MK2206,50541-2,T47D,1.0,uM,24,hr,139.84,56.58,p-4EBP1,292.80,353555
10280-999-2,Triciribine,50541-2,T47D,1.0,uM,6,hr,125.28,64.49,p-4EBP1,226.10,340495
10280-999-2,Triciribine,50541-2,T47D,1.0,uM,24,hr,159.21,77.45,p-4EBP1,335.03,350900
10232-101-2,Dactolisib,50541-2,T47D,1.0,uM,6,hr,88.97,38.37,p-4EBP1,6.28,338326
10232-101-2,Dactolisib,50541-2,T47D,1.0,uM,24,hr,116.02,40.65,p-4EBP1,10.71,351449
10098-101-2,Gefitinib,50091-2,AU565,3.16,uM,6,hr,218.57,50.64,p-4EBP1,58.44,328157
10098-101-2,Gefitinib,50091-2,AU565,3.16,uM,24,hr,334.61,83.12,p-4EBP1,116.04,341990
10345-999-1,Torkinib,50091-2,AU565,2.37,uM,6,hr,219.64,36.57,p-4EBP1,7.15,329542
10345-999-1,Torkinib,50091-2,AU565,2.37,uM,24,hr,414.42,67.36,p-4EBP1,11.18,342539
10172-101-2,GSK1059615,50091-2,AU565,3.16,uM,6,hr,226.42,50.58,p-4EBP1,29.60,329974
10172-101-2,GSK1059615,50091-2,AU565,3.16,uM,24,hr,357.44,84.22,p-4EBP1,35.21,343222
10057-102-1,MK2206,50091-2,AU565,3.16,uM,6,hr,343.27,71.17,p-4EBP1,102.55,330524
10057-102-1,MK2206,50091-2,AU565,3.16,uM,24,hr,344.94,75.13,p-4EBP1,102.38,343690
10280-999-2,Triciribine,50091-2,AU565,3.16,uM,6,hr,287.03,70.34,p-4EBP1,75.61,330767
10280-999-2,Triciribine,50091-2,AU565,3.16,uM,24,hr,407.60,78.72,p-4EBP1,102.21,340892
10232-101-2,Dactolisib,50091-2,AU565,3.16,uM,6,hr,229.05,49.42,p-4EBP1,8.25,328733
10232-101-2,Dactolisib,50091-2,AU565,3.16,uM,24,hr,470.31,69.46,p-4EBP1,9.61,341953
10098-101-2,Gefitinib,50213-2,HCC1954,3.16,uM,6,hr,140.11,52.98,p-4EBP1,71.75,354374
10098-101-2,Gefitinib,50213-2,HCC1954,3.16,uM,24,hr,246.05,85.18,p-4EBP1,127.57,345482
10345-999-1,Torkinib,50213-2,HCC1954,2.37,uM,6,hr,175.04,34.08,p-4EBP1,7.70,355282
10345-999-1,Torkinib,50213-2,HCC1954,2.37,uM,24,hr,259.94,73.76,p-4EBP1,14.08,345779
10172-101-2,GSK1059615,50213-2,HCC1954,3.16,uM,6,hr,338.67,67.32,p-4EBP1,16.70,355472
10172-101-2,GSK1059615,50213-2,HCC1954,3.16,uM,24,hr,293.10,64.56,p-4EBP1,16.43,346525
10057-102-1,MK2206,50213-2,HCC1954,3.16,uM,6,hr,262.02,73.42,p-4EBP1,97.37,356326
10057-102-1,MK2206,50213-2,HCC1954,3.16,uM,24,hr,276.15,85.56,p-4EBP1,107.23,347057
10280-999-2,Triciribine,50213-2,HCC1954,3.16,uM,6,hr,261.16,86.81,p-4EBP1,126.98,356660
10280-999-2,Triciribine,50213-2,HCC1954,3.16,uM,24,hr,251.30,102.03,p-4EBP1,110.33,344555
10232-101-2,Dactolisib,50213-2,HCC1954,3.16,uM,6,hr,233.33,68.76,p-4EBP1,8.74,354670
10232-101-2,Dactolisib,50213-2,HCC1954,3.16,uM,24,hr,243.66,67.52,p-4EBP1,10.70,344897
10098-101-2,Gefitinib,50583-5,MCF 10A,3.16,uM,6,hr,183.33,133.02,p-4EBP1,284.87,334502
10098-101-2,Gefitinib,50583-5,MCF 10A,3.16,uM,24,hr,178.06,28.30,p-4EBP1,142.46,348748
10345-999-1,Torkinib,50583-5,MCF 10A,2.37,uM,6,hr,612.51,140.42,p-4EBP1,13.01,335555
10345-999-1,Torkinib,50583-5,MCF 10A,2.37,uM,24,hr,440.66,66.81,p-4EBP1,16.14,349190
10172-101-2,GSK1059615,50583-5,MCF 10A,3.16,uM,6,hr,201.71,115.99,p-4EBP1,24.75,336122
10172-101-2,GSK1059615,50583-5,MCF 10A,3.16,uM,24,hr,206.97,114.82,p-4EBP1,17.75,349585
10057-102-1,MK2206,50583-5,MCF 10A,3.16,uM,6,hr,359.04,139.23,p-4EBP1,338.01,337075
10057-102-1,MK2206,50583-5,MCF 10A,3.16,uM,24,hr,337.52,165.13,p-4EBP1,185.49,350494
10280-999-2,Triciribine,50583-5,MCF 10A,3.16,uM,6,hr,360.15,139.85,p-4EBP1,338.46,337543
10280-999-2,Triciribine,50583-5,MCF 10A,3.16,uM,24,hr,296.35,132.49,p-4EBP1,192.33,347660
10232-101-2,Dactolisib,50583-5,MCF 10A,3.16,uM,6,hr,283.91,122.02,p-4EBP1,6.68,335248
10232-101-2,Dactolisib,50583-5,MCF 10A,3.16,uM,24,hr,332.47,73.29,p-4EBP1,11.86,348136
10098-101-2,Gefitinib,50541-2,T47D,3.16,uM,6,hr,164.15,94.07,p-4EBP1,487.98,338011
10098-101-2,Gefitinib,50541-2,T47D,3.16,uM,24,hr,137.24,97.28,p-4EBP1,368.05,352177
10345-999-1,Torkinib,50541-2,T47D,2.37,uM,6,hr,146.16,71.41,p-4EBP1,22.44,339001
10345-999-1,Torkinib,50541-2,T47D,2.37,uM,24,hr,113.67,41.15,p-4EBP1,11.39,352322
10172-101-2,GSK1059615,50541-2,T47D,3.16,uM,6,hr,165.59,58.61,p-4EBP1,184.46,339551
10172-101-2,GSK1059615,50541-2,T47D,3.16,uM,24,hr,183.40,74.39,p-4EBP1,200.56,352997
10057-102-1,MK2206,50541-2,T47D,3.16,uM,6,hr,97.54,39.77,p-4EBP1,105.23,339965
10057-102-1,MK2206,50541-2,T47D,3.16,uM,24,hr,150.89,47.06,p-4EBP1,268.65,353528
10280-999-2,Triciribine,50541-2,T47D,3.16,uM,6,hr,111.81,55.08,p-4EBP1,181.57,340693
10280-999-2,Triciribine,50541-2,T47D,3.16,uM,24,hr,158.01,75.53,p-4EBP1,342.91,351052
10232-101-2,Dactolisib,50541-2,T47D,3.16,uM,6,hr,84.83,32.58,p-4EBP1,4.80,338461
10232-101-2,Dactolisib,50541-2,T47D,3.16,uM,24,hr,117.81,50.15,p-4EBP1,8.88,351538
10098-101-2,Gefitinib,50091-2,AU565,10.0,uM,6,hr,216.77,47.93,p-4EBP1,49.07,328345
10098-101-2,Gefitinib,50091-2,AU565,10.0,uM,24,hr,372.85,88.12,p-4EBP1,93.08,342197
10345-999-1,Torkinib,50091-2,AU565,10.0,uM,6,hr,278.86,47.96,p-4EBP1,7.87,329255
10345-999-1,Torkinib,50091-2,AU565,10.0,uM,24,hr,429.86,78.50,p-4EBP1,15.32,342970
10172-101-2,GSK1059615,50091-2,AU565,10.0,uM,6,hr,266.02,61.23,p-4EBP1,10.38,329893
10172-101-2,GSK1059615,50091-2,AU565,10.0,uM,24,hr,316.18,83.54,p-4EBP1,15.50,343492
10057-102-1,MK2206,50091-2,AU565,10.0,uM,6,hr,311.09,61.50,p-4EBP1,70.16,330443
10057-102-1,MK2206,50091-2,AU565,10.0,uM,24,hr,328.22,69.48,p-4EBP1,83.40,344113
10280-999-2,Triciribine,50091-2,AU565,10.0,uM,6,hr,274.26,62.67,p-4EBP1,52.75,330848
10280-999-2,Triciribine,50091-2,AU565,10.0,uM,24,hr,387.71,67.15,p-4EBP1,78.13,340973
10232-101-2,Dactolisib,50091-2,AU565,10.0,uM,6,hr,407.30,96.21,p-4EBP1,8.68,328688
10232-101-2,Dactolisib,50091-2,AU565,10.0,uM,24,hr,457.40,71.98,p-4EBP1,10.69,341540
10098-101-2,Gefitinib,50213-2,HCC1954,10.0,uM,6,hr,163.33,57.99,p-4EBP1,74.65,354059
10098-101-2,Gefitinib,50213-2,HCC1954,10.0,uM,24,hr,246.75,76.42,p-4EBP1,132.19,345455
10345-999-1,Torkinib,50213-2,HCC1954,10.0,uM,6,hr,262.84,54.87,p-4EBP1,11.12,355300
10345-999-1,Torkinib,50213-2,HCC1954,10.0,uM,24,hr,249.22,62.64,p-4EBP1,12.82,345823
10172-101-2,GSK1059615,50213-2,HCC1954,10.0,uM,6,hr,378.26,69.22,p-4EBP1,9.39,355814
10172-101-2,GSK1059615,50213-2,HCC1954,10.0,uM,24,hr,294.01,62.21,p-4EBP1,9.96,346319
10057-102-1,MK2206,50213-2,HCC1954,10.0,uM,6,hr,256.91,71.73,p-4EBP1,87.38,356353
10057-102-1,MK2206,50213-2,HCC1954,10.0,uM,24,hr,259.67,64.61,p-4EBP1,65.54,346850
10280-999-2,Triciribine,50213-2,HCC1954,10.0,uM,6,hr,241.45,75.92,p-4EBP1,117.57,356651
10280-999-2,Triciribine,50213-2,HCC1954,10.0,uM,24,hr,226.44,92.93,p-4EBP1,103.28,344573
10232-101-2,Dactolisib,50213-2,HCC1954,10.0,uM,6,hr,244.01,73.65,p-4EBP1,11.20,354445
10232-101-2,Dactolisib,50213-2,HCC1954,10.0,uM,24,hr,263.67,83.37,p-4EBP1,15.80,344780
10098-101-2,Gefitinib,50583-5,MCF 10A,10.0,uM,6,hr,182.92,118.34,p-4EBP1,275.93,334637
10098-101-2,Gefitinib,50583-5,MCF 10A,10.0,uM,24,hr,178.43,26.75,p-4EBP1,176.62,348865
10345-999-1,Torkinib,50583-5,MCF 10A,10.0,uM,6,hr,545.59,138.86,p-4EBP1,8.61,335654
10345-999-1,Torkinib,50583-5,MCF 10A,10.0,uM,24,hr,370.27,75.35,p-4EBP1,18.52,349244
10172-101-2,GSK1059615,50583-5,MCF 10A,10.0,uM,6,hr,215.54,112.60,p-4EBP1,10.21,336365
10172-101-2,GSK1059615,50583-5,MCF 10A,10.0,uM,24,hr,195.03,76.13,p-4EBP1,7.70,349855
10057-102-1,MK2206,50583-5,MCF 10A,10.0,uM,6,hr,353.40,138.38,p-4EBP1,315.42,336922
10057-102-1,MK2206,50583-5,MCF 10A,10.0,uM,24,hr,309.51,88.90,p-4EBP1,144.45,350225
10280-999-2,Triciribine,50583-5,MCF 10A,10.0,uM,6,hr,353.36,139.24,p-4EBP1,315.88,337210
10280-999-2,Triciribine,50583-5,MCF 10A,10.0,uM,24,hr,285.94,99.29,p-4EBP1,213.75,347606
10232-101-2,Dactolisib,50583-5,MCF 10A,10.0,uM,6,hr,274.72,125.82,p-4EBP1,6.11,335176
10232-101-2,Dactolisib,50583-5,MCF 10A,10.0,uM,24,hr,359.33,78.50,p-4EBP1,14.74,348145
10098-101-2,Gefitinib,50541-2,T47D,10.0,uM,6,hr,151.92,89.36,p-4EBP1,456.82,337975
10098-101-2,Gefitinib,50541-2,T47D,10.0,uM,24,hr,132.66,79.82,p-4EBP1,376.65,352033
10345-999-1,Torkinib,50541-2,T47D,10.0,uM,6,hr,166.48,70.30,p-4EBP1,22.16,338974
10345-999-1,Torkinib,50541-2,T47D,10.0,uM,24,hr,123.65,43.82,p-4EBP1,9.57,352753
10172-101-2,GSK1059615,50541-2,T47D,10.0,uM,6,hr,167.66,60.97,p-4EBP1,61.20,339425
10172-101-2,GSK1059615,50541-2,T47D,10.0,uM,24,hr,241.99,78.61,p-4EBP1,83.28,353293
10057-102-1,MK2206,50541-2,T47D,10.0,uM,6,hr,108.84,30.13,p-4EBP1,73.21,340037
10057-102-1,MK2206,50541-2,T47D,10.0,uM,24,hr,170.32,56.12,p-4EBP1,298.67,353420
10280-999-2,Triciribine,50541-2,T47D,10.0,uM,6,hr,123.81,62.32,p-4EBP1,229.51,340639
10280-999-2,Triciribine,50541-2,T47D,10.0,uM,24,hr,161.71,63.81,p-4EBP1,339.90,351016
10232-101-2,Dactolisib,50541-2,T47D,10.0,uM,6,hr,90.13,33.66,p-4EBP1,5.00,338533
10232-101-2,Dactolisib,50541-2,T47D,10.0,uM,24,hr,136.52,124.81,p-4EBP1,16.23,351556
10098-101-2,Gefitinib,50091-2,AU565,0 (control),,6,hr,305.86,66.00,p-S6,165.72,328202
10098-101-2,Gefitinib,50091-2,AU565,0 (control),,24,hr,612.84,138.04,p-S6,527.40,342430
10345-999-1,Torkinib,50091-2,AU565,0 (control),,6,hr,242.92,59.35,p-S6,146.55,329515
10345-999-1,Torkinib,50091-2,AU565,0 (control),,24,hr,557.64,128.55,p-S6,521.30,342682
10172-101-2,GSK1059615,50091-2,AU565,0 (control),,6,hr,265.42,70.65,p-S6,168.80,329659
10172-101-2,GSK1059615,50091-2,AU565,0 (control),,24,hr,451.46,118.58,p-S6,522.55,343267
10057-102-1,MK2206,50091-2,AU565,0 (control),,6,hr,277.65,78.69,p-S6,159.10,330380
10057-102-1,MK2206,50091-2,AU565,0 (control),,24,hr,458.85,128.23,p-S6,525.22,344059
10280-999-2,Triciribine,50091-2,AU565,0 (control),,6,hr,344.99,87.13,p-S6,242.25,331027
10280-999-2,Triciribine,50091-2,AU565,0 (control),,24,hr,513.50,123.82,p-S6,483.08,341152
10232-101-2,Dactolisib,50091-2,AU565,0 (control),,6,hr,246.18,58.17,p-S6,130.86,328966
10232-101-2,Dactolisib,50091-2,AU565,0 (control),,24,hr,529.58,125.56,p-S6,517.92,341783
10098-101-2,Gefitinib,50213-2,HCC1954,0 (control),,6,hr,203.63,52.10,p-S6,78.68,353888
10098-101-2,Gefitinib,50213-2,HCC1954,0 (control),,24,hr,306.31,118.13,p-S6,303.02,345347
10345-999-1,Torkinib,50213-2,HCC1954,0 (control),,6,hr,198.88,47.14,p-S6,108.01,355390
10345-999-1,Torkinib,50213-2,HCC1954,0 (control),,24,hr,308.22,114.54,p-S6,428.36,346012
10172-101-2,GSK1059615,50213-2,HCC1954,0 (control),,6,hr,398.51,94.64,p-S6,384.85,355778
10172-101-2,GSK1059615,50213-2,HCC1954,0 (control),,24,hr,360.97,111.76,p-S6,338.33,346516
10057-102-1,MK2206,50213-2,HCC1954,0 (control),,6,hr,248.38,75.69,p-S6,177.47,356380
10057-102-1,MK2206,50213-2,HCC1954,0 (control),,24,hr,305.43,118.14,p-S6,334.28,347227
10280-999-2,Triciribine,50213-2,HCC1954,0 (control),,6,hr,257.62,89.88,p-S6,373.72,356840
10280-999-2,Triciribine,50213-2,HCC1954,0 (control),,24,hr,333.42,105.27,p-S6,310.92,344321
10232-101-2,Dactolisib,50213-2,HCC1954,0 (control),,6,hr,182.67,48.86,p-S6,100.01,354490
10232-101-2,Dactolisib,50213-2,HCC1954,0 (control),,24,hr,328.01,114.08,p-S6,351.21,344843
10098-101-2,Gefitinib,50583-5,MCF 10A,0 (control),,6,hr,472.26,160.00,p-S6,457.50,334933
10098-101-2,Gefitinib,50583-5,MCF 10A,0 (control),,24,hr,338.27,145.29,p-S6,360.92,348955
10345-999-1,Torkinib,50583-5,MCF 10A,0 (control),,6,hr,487.61,155.47,p-S6,474.69,335627
10345-999-1,Torkinib,50583-5,MCF 10A,0 (control),,24,hr,411.50,147.39,p-S6,316.45,349495
10172-101-2,GSK1059615,50583-5,MCF 10A,0 (control),,6,hr,462.01,162.67,p-S6,489.57,336086
10172-101-2,GSK1059615,50583-5,MCF 10A,0 (control),,24,hr,366.02,152.69,p-S6,363.09,349810
10057-102-1,MK2206,50583-5,MCF 10A,0 (control),,6,hr,444.39,161.44,p-S6,482.27,337057
10057-102-1,MK2206,50583-5,MCF 10A,0 (control),,24,hr,356.25,145.59,p-S6,253.80,350305
10280-999-2,Triciribine,50583-5,MCF 10A,0 (control),,6,hr,446.41,161.85,p-S6,482.53,337399
10280-999-2,Triciribine,50583-5,MCF 10A,0 (control),,24,hr,284.26,123.08,p-S6,227.29,347678
10232-101-2,Dactolisib,50583-5,MCF 10A,0 (control),,6,hr,464.95,166.23,p-S6,565.63,334961
10232-101-2,Dactolisib,50583-5,MCF 10A,0 (control),,24,hr,279.32,117.75,p-S6,230.59,348379
10098-101-2,Gefitinib,50541-2,T47D,0 (control),,6,hr,203.12,105.90,p-S6,455.20,338128
10098-101-2,Gefitinib,50541-2,T47D,0 (control),,24,hr,170.23,118.41,p-S6,337.47,351979
10345-999-1,Torkinib,50541-2,T47D,0 (control),,6,hr,189.83,98.37,p-S6,444.84,338884
10345-999-1,Torkinib,50541-2,T47D,0 (control),,24,hr,163.35,103.26,p-S6,318.44,352340
10172-101-2,GSK1059615,50541-2,T47D,0 (control),,6,hr,170.67,95.63,p-S6,471.82,339416
10172-101-2,GSK1059615,50541-2,T47D,0 (control),,24,hr,166.64,96.53,p-S6,333.24,352970
10057-102-1,MK2206,50541-2,T47D,0 (control),,6,hr,93.24,32.03,p-S6,42.80,340109
10057-102-1,MK2206,50541-2,T47D,0 (control),,24,hr,171.54,104.31,p-S6,349.95,353671
10280-999-2,Triciribine,50541-2,T47D,0 (control),,6,hr,93.67,36.69,p-S6,48.97,340396
10280-999-2,Triciribine,50541-2,T47D,0 (control),,24,hr,178.57,98.11,p-S6,353.20,351106
10232-101-2,Dactolisib,50541-2,T47D,0 (control),,6,hr,102.85,43.35,p-S6,72.78,338407
10232-101-2,Dactolisib,50541-2,T47D,0 (control),,24,hr,150.93,113.70,p-S6,316.63,351422
10098-101-2,Gefitinib,50091-2,AU565,1.0,nM,6,hr,331.93,71.96,p-S6,204.40,328301
10098-101-2,Gefitinib,50091-2,AU565,1.0,nM,24,hr,634.91,132.12,p-S6,494.50,342044
10345-999-1,Torkinib,50091-2,AU565,0.1,nM,6,hr,259.18,62.54,p-S6,155.57,329201
10345-999-1,Torkinib,50091-2,AU565,0.1,nM,24,hr,500.67,124.40,p-S6,484.77,342790
10172-101-2,GSK1059615,50091-2,AU565,1.0,nM,6,hr,364.61,89.05,p-S6,229.90,329758
10172-101-2,GSK1059615,50091-2,AU565,1.0,nM,24,hr,458.33,123.46,p-S6,585.14,343168
10057-102-1,MK2206,50091-2,AU565,1.0,nM,6,hr,254.16,70.09,p-S6,156.06,330362
10057-102-1,MK2206,50091-2,AU565,1.0,nM,24,hr,399.01,123.18,p-S6,489.38,343780
10280-999-2,Triciribine,50091-2,AU565,1.0,nM,6,hr,235.86,67.93,p-S6,136.84,330659
10280-999-2,Triciribine,50091-2,AU565,1.0,nM,24,hr,515.85,125.87,p-S6,463.78,341206
10232-101-2,Dactolisib,50091-2,AU565,1.0,nM,6,hr,206.88,49.24,p-S6,116.08,328895
10232-101-2,Dactolisib,50091-2,AU565,1.0,nM,24,hr,525.60,117.07,p-S6,425.59,341837
10098-101-2,Gefitinib,50213-2,HCC1954,1.0,nM,6,hr,332.80,81.45,p-S6,177.32,354275
10098-101-2,Gefitinib,50213-2,HCC1954,1.0,nM,24,hr,309.63,117.63,p-S6,288.76,345580
10345-999-1,Torkinib,50213-2,HCC1954,0.1,nM,6,hr,184.48,44.56,p-S6,110.17,355309
10345-999-1,Torkinib,50213-2,HCC1954,0.1,nM,24,hr,274.70,113.00,p-S6,380.78,346201
10172-101-2,GSK1059615,50213-2,HCC1954,1.0,nM,6,hr,407.93,94.25,p-S6,351.69,355850
10172-101-2,GSK1059615,50213-2,HCC1954,1.0,nM,24,hr,304.58,106.36,p-S6,320.25,346543
10057-102-1,MK2206,50213-2,HCC1954,1.0,nM,6,hr,203.48,69.98,p-S6,150.86,356210
10057-102-1,MK2206,50213-2,HCC1954,1.0,nM,24,hr,293.92,113.37,p-S6,303.58,346940
10280-999-2,Triciribine,50213-2,HCC1954,1.0,nM,6,hr,273.39,95.53,p-S6,432.10,356867
10280-999-2,Triciribine,50213-2,HCC1954,1.0,nM,24,hr,307.85,106.82,p-S6,305.43,344150
10232-101-2,Dactolisib,50213-2,HCC1954,1.0,nM,6,hr,221.39,85.08,p-S6,226.60,354715
10232-101-2,Dactolisib,50213-2,HCC1954,1.0,nM,24,hr,297.75,117.19,p-S6,355.47,345059
10098-101-2,Gefitinib,50583-5,MCF 10A,1.0,nM,6,hr,424.19,165.67,p-S6,452.39,334762
10098-101-2,Gefitinib,50583-5,MCF 10A,1.0,nM,24,hr,355.52,156.59,p-S6,408.54,348712
10345-999-1,Torkinib,50583-5,MCF 10A,0.1,nM,6,hr,476.60,159.54,p-S6,503.96,335771
10345-999-1,Torkinib,50583-5,MCF 10A,0.1,nM,24,hr,422.39,160.17,p-S6,363.48,349136
10172-101-2,GSK1059615,50583-5,MCF 10A,1.0,nM,6,hr,425.87,164.93,p-S6,468.28,336356
10172-101-2,GSK1059615,50583-5,MCF 10A,1.0,nM,24,hr,368.24,149.02,p-S6,349.59,349774
10057-102-1,MK2206,50583-5,MCF 10A,1.0,nM,6,hr,400.04,156.74,p-S6,410.91,336976
10057-102-1,MK2206,50583-5,MCF 10A,1.0,nM,24,hr,309.43,140.57,p-S6,255.16,350368
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,nM,6,hr,401.41,156.95,p-S6,411.77,337534
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,nM,24,hr,292.56,133.91,p-S6,259.07,347498
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,nM,6,hr,372.36,161.22,p-S6,492.63,335131
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,nM,24,hr,267.58,131.31,p-S6,223.40,348343
10098-101-2,Gefitinib,50541-2,T47D,1.0,nM,6,hr,199.89,107.14,p-S6,443.29,338056
10098-101-2,Gefitinib,50541-2,T47D,1.0,nM,24,hr,185.57,117.36,p-S6,338.95,351728
10345-999-1,Torkinib,50541-2,T47D,0.1,nM,6,hr,188.44,98.08,p-S6,463.83,339019
10345-999-1,Torkinib,50541-2,T47D,0.1,nM,24,hr,174.57,117.83,p-S6,340.26,352637
10172-101-2,GSK1059615,50541-2,T47D,1.0,nM,6,hr,169.47,94.04,p-S6,455.83,339623
10172-101-2,GSK1059615,50541-2,T47D,1.0,nM,24,hr,159.11,101.40,p-S6,338.36,353051
10057-102-1,MK2206,50541-2,T47D,1.0,nM,6,hr,113.20,60.58,p-S6,77.86,340333
10057-102-1,MK2206,50541-2,T47D,1.0,nM,24,hr,161.93,107.32,p-S6,357.52,353519
10280-999-2,Triciribine,50541-2,T47D,1.0,nM,6,hr,99.04,48.18,p-S6,56.59,340468
10280-999-2,Triciribine,50541-2,T47D,1.0,nM,24,hr,152.97,102.07,p-S6,357.04,351124
10232-101-2,Dactolisib,50541-2,T47D,1.0,nM,6,hr,102.89,57.24,p-S6,73.06,338551
10232-101-2,Dactolisib,50541-2,T47D,1.0,nM,24,hr,140.57,100.31,p-S6,315.62,351494
10098-101-2,Gefitinib,50091-2,AU565,3.16,nM,6,hr,268.55,59.48,p-S6,131.60,328031
10098-101-2,Gefitinib,50091-2,AU565,3.16,nM,24,hr,571.55,130.70,p-S6,558.33,342322
