Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol 1 Concentration,Small Mol 1 Conc Unit,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 2 Concentration,Small Mol 2 Conc Unit,Biological Replicate,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Normalized Growth Rate Inhibition Value
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,1.1111,uM,3,280,146,581,-0.4652
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,3.3333,uM,3,280,126,581,-0.5304
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,10,uM,3,280,142,581,-0.4784
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,1.1111,uM,3,280,102,581,-0.6158
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,1.9245,uM,3,280,116,581,-0.5679
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,3.3333,uM,3,280,125,581,-0.5379
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,5.7735,uM,3,280,94,581,-0.6457
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,10,uM,3,280,89,581,-0.6622
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,280,187,581,-0.3203
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,280,162,581,-0.4073
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,280,65,581,-0.7498
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.1235,uM,3,280,132,581,-0.5119
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.2138,uM,3,280,84,581,-0.6833
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.3704,uM,3,280,124,581,-0.5388
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.6415,uM,3,280,108,581,-0.5956
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,1.1111,uM,3,280,80,581,-0.6961
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,1.9245,uM,3,280,124,581,-0.5429
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,0.3704,uM,3,280,161,581,-0.4127
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,0.6415,uM,3,280,115,581,-0.5699
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,1.1111,uM,3,280,102,581,-0.6196
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,1.9245,uM,3,280,92,581,-0.6514
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,3.3333,uM,3,280,67,581,-0.7434
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,0.1235,uM,3,280,172,581,-0.3716
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,0.3704,uM,3,280,151,581,-0.4437
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,1.1111,uM,3,280,120,581,-0.5519
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,3.3333,uM,3,280,69,581,-0.7358
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,10,uM,3,280,98,581,-0.6332
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,,,0,uM,3,280,129,581,-0.5207
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10056-101-1,Selumetinib,0.1235,uM,3,280,76,581,-0.7106
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10056-101-1,Selumetinib,0.3704,uM,3,280,87,581,-0.6713
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10056-101-1,Selumetinib,1.1111,uM,3,280,79,581,-0.7000
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10056-101-1,Selumetinib,3.3333,uM,3,280,65,581,-0.7496
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10056-101-1,Selumetinib,10,uM,3,280,83,581,-0.6866
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10051-104-1,Lapatinib,1.1111,uM,3,280,72,581,-0.7267
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10051-104-1,Lapatinib,1.9245,uM,3,280,67,581,-0.7432
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10051-104-1,Lapatinib,3.3333,uM,3,280,58,581,-0.7784
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10051-104-1,Lapatinib,5.7735,uM,3,280,74,581,-0.7185
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10051-104-1,Lapatinib,10,uM,3,280,66,581,-0.7481
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10024-101-1,NVP-TAE684,0.3704,uM,3,280,89,581,-0.6625
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10024-101-1,NVP-TAE684,1.1111,uM,3,280,105,581,-0.6064
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10024-101-1,NVP-TAE684,3.3333,uM,3,280,53,581,-0.7940
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,0.1235,uM,3,280,63,581,-0.7592
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,0.2138,uM,3,280,71,581,-0.7265
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,0.3704,uM,3,280,78,581,-0.7041
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,0.6415,uM,3,280,61,581,-0.7643
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,1.1111,uM,3,280,90,581,-0.6598
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,1.9245,uM,3,280,46,581,-0.8213
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10032-101-1,Saracatinib,0.3704,uM,3,280,108,581,-0.5956
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10032-101-1,Saracatinib,0.6415,uM,3,280,69,581,-0.7350
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10032-101-1,Saracatinib,1.1111,uM,3,280,57,581,-0.7813
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10032-101-1,Saracatinib,1.9245,uM,3,280,61,581,-0.7628
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10032-101-1,Saracatinib,3.3333,uM,3,280,47,581,-0.8164
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10142-101-1,Trametinib,0.1235,uM,3,280,82,581,-0.6890
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10142-101-1,Trametinib,0.3704,uM,3,280,72,581,-0.7251
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10142-101-1,Trametinib,1.1111,uM,3,280,75,581,-0.7126
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10142-101-1,Trametinib,3.3333,uM,3,280,65,581,-0.7530
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10142-101-1,Trametinib,10,uM,3,280,44,581,-0.8255
