Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Replicate,Seeding Density,IC50,EC50,Emax,Einf,IC Hill Coefficient,IC_AUC,IC Curve Fit,IC r2,GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC,GR Curve Fit,GR r2
50057-3,SK-BR-3,10051-104-1,Lapatinib,9,625.00,0.4535,0.0438,0.3903,0.4599,1.0787,0.6735,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9687,0.0378,0.044,-0.2262,-0.0880,1.0679,0.6564,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9715
50057-3,SK-BR-3,10051-104-1,Lapatinib,9,1250.00,0.1276,0.0298,0.3149,0.3707,0.9302,0.5892,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9823,0.0277,0.0342,-0.2071,-0.1035,0.8937,0.7021,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.98
50057-3,SK-BR-3,10051-104-1,Lapatinib,9,2500.00,0.1185,0.0245,0.3702,0.4085,1.0779,0.5990,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9886,0.0206,0.0255,-0.2023,-0.1278,1.0674,0.7592,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9881
50057-3,SK-BR-3,10051-104-1,Lapatinib,9,5000.00,0.5429,0.0487,0.4661,0.4569,1.0165,0.6689,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9932,0.0277,0.0433,-0.2726,-0.2906,1.0272,0.8033,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.993
50057-3,SK-BR-3,10097-101-1,Erlotinib,9,156.25,inf,inf,0.6032,0.6032,0.0000,0.9433,flat fit: x = Einf,0.4594,0.8809,0.6454,-0.2067,0.3945,5.0000,0.2563,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.527
50057-3,SK-BR-3,10097-101-1,Erlotinib,9,312.50,inf,inf,0.5656,0.5656,0.0000,0.9624,flat fit: x = Einf,0.4325,inf,inf,-0.0876,-0.0876,0.0000,0.1408,flat fit: x = Einf,0.4757
50057-3,SK-BR-3,10097-101-1,Erlotinib,9,625.00,inf,3.1561,0.5151,0.6267,5.0000,0.9356,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.861,3.6558,3.1813,0.0260,0.2505,5.0000,0.1583,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8788
50057-3,SK-BR-3,10097-101-1,Erlotinib,9,1250.00,inf,3.091,0.4663,0.5071,4.7085,0.9036,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9651,3.3952,3.138,0.0882,0.1627,5.0000,0.1761,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9751
50057-3,SK-BR-3,10097-101-1,Erlotinib,9,2500.00,8.394,3.6905,0.4877,0.4913,4.9264,0.9275,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9835,3.7691,3.7115,0.0296,0.0365,4.9260,0.1490,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9924
50057-3,SK-BR-3,10097-101-1,Erlotinib,9,5000.00,25.7418,5.7287,0.5094,0.4877,2.4636,0.9290,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9951,4.7111,5.4714,-0.1819,-0.2261,2.4938,0.1790,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9972
50057-3,SK-BR-3,10135-101-1,Linsitinib,9,156.25,inf,0.9102,0.7476,0.8316,5.0000,0.9692,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7224,1.1719,0.809,0.0729,0.4216,5.0000,0.1678,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.6955
50057-3,SK-BR-3,10135-101-1,Linsitinib,9,312.50,23.384,23.3753,0.6854,0.0009,4.9931,1.0022,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8416,17.9324,22.339,0.2633,-1.0000,5.0000,0.0026,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9549
50057-3,SK-BR-3,10135-101-1,Linsitinib,9,625.00,36.0947,36.0947,0.6514,0.0000,1.1986,0.9806,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8768,14.3799,36.7491,0.3000,-1.0000,1.1709,0.0655,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9245
50057-3,SK-BR-3,10135-101-1,Linsitinib,9,1250.00,32.0336,32.0336,0.5655,0.0000,0.7510,0.9328,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9072,10.5001,48.6073,0.2677,-1.0000,0.7169,0.1232,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9315
50057-3,SK-BR-3,10135-101-1,Linsitinib,9,2500.00,38.774,37.8633,0.6199,0.0099,0.8410,0.9572,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9067,11.5717,45.1607,0.2859,-1.0000,0.8068,0.0977,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9394
50057-3,SK-BR-3,10135-101-1,Linsitinib,9,5000.00,inf,7.5266,0.6977,0.5931,0.9411,0.9461,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9684,6.7469,6.119,0.2426,0.0454,0.9745,0.1405,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.969
50057-3,SK-BR-3,10236-999-2,17-AAG,9,156.25,inf,0.0043,0.5581,0.5708,2.0315,0.7948,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9197,0.003,0.0038,-0.4063,-0.3594,2.1526,0.6932,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9193
50057-3,SK-BR-3,10236-999-2,17-AAG,9,312.50,0.0417,0.0074,0.4359,0.4658,1.5499,0.7811,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.973,0.0057,0.0078,-0.3653,-0.3105,1.5841,0.5481,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9903
50057-3,SK-BR-3,10236-999-2,17-AAG,9,625.00,0.0221,0.0094,0.3937,0.4103,2.0137,0.7745,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9824,0.0081,0.0095,-0.2193,-0.1863,2.0149,0.4712,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9936
50057-3,SK-BR-3,10236-999-2,17-AAG,9,1250.00,0.0132,0.0074,0.3623,0.3969,2.7260,0.7335,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9885,0.0074,0.0076,-0.1115,-0.0459,2.6632,0.4600,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9908
50057-3,SK-BR-3,10236-999-2,17-AAG,9,2500.00,0.0261,0.0111,0.3783,0.4100,2.0015,0.7905,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9816,0.0101,0.0114,-0.1859,-0.1292,1.9096,0.4127,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9895
50057-3,SK-BR-3,10236-999-2,17-AAG,9,5000.00,inf,0.0241,0.4943,0.5062,1.9941,0.8573,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9935,0.0197,0.0229,-0.2129,-0.1843,2.0485,0.3519,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9951
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,2,156.25,1.2344,1.0426,0.2762,0.2850,5.0000,0.8500,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.983,0.973,1.0639,-0.3010,-0.2818,5.0000,0.2908,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9941
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,2,312.50,1.4749,1.1269,0.2208,0.2125,2.0569,0.8222,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9893,0.9778,1.2586,-0.3201,-0.3385,2.0480,0.2993,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9963
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,2,625.00,2.0259,1.7158,0.1623,0.1401,1.9799,0.8523,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9862,1.4652,2.0646,-0.3841,-0.4528,1.8800,0.2402,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9942
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,2,1250.00,1.6884,1.4124,0.1670,0.1518,2.0270,0.8184,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9912,1.3223,1.7108,-0.2819,-0.3233,1.9357,0.2619,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9958
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,2,2500.00,1.7361,1.4942,0.1953,0.0817,1.1887,0.7848,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.975,1.1268,1.6351,-0.2484,-0.3661,1.4754,0.3087,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9809
50058-4,MDA-MB-231,10024-101-1,NVP-TAE684,2,5000.00,3.0012,2.2098,0.2858,0.2699,2.5349,0.8689,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9982,1.7148,2.2135,-0.4251,-0.4567,2.5415,0.2612,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9982
50058-4,MDA-MB-231,10049-101-1,PLX-4720,2,156.25,inf,inf,0.9623,0.9623,0.0000,1.0429,flat fit: x = Einf,-1.5957,inf,inf,0.9789,0.9789,0.0000,-0.0458,flat fit: x = Einf,-3.3141
50058-4,MDA-MB-231,10049-101-1,PLX-4720,2,312.50,inf,inf,1.0408,1.0408,0.0000,1.0494,flat fit: x = Einf,-269.5147,inf,inf,1.0500,1.0500,0.0000,-0.0500,flat fit: x = Einf,-inf
50058-4,MDA-MB-231,10049-101-1,PLX-4720,2,625.00,inf,inf,0.9424,0.9424,0.0000,1.0457,flat fit: x = Einf,-0.9622,inf,inf,0.9246,0.9246,0.0000,-0.0450,flat fit: x = Einf,-0.4498
50058-4,MDA-MB-231,10049-101-1,PLX-4720,2,1250.00,inf,inf,0.9469,0.9469,0.0000,1.0345,flat fit: x = Einf,-0.3496,inf,inf,0.9379,0.9379,0.0000,-0.0332,flat fit: x = Einf,-0.1825
50058-4,MDA-MB-231,10049-101-1,PLX-4720,2,2500.00,26.7083,26.6648,0.8078,0.0041,5.0000,1.0124,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8311,23.8837,29.7222,0.7573,-0.9924,5.0000,-0.0118,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8719
50058-4,MDA-MB-231,10049-101-1,PLX-4720,2,5000.00,inf,17.374,0.8752,0.7915,2.8318,0.9946,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9176,inf,17.2229,0.7520,0.5906,2.8688,0.0101,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9161
50058-4,MDA-MB-231,10071-101-1,Palbociclib,2,156.25,inf,inf,0.5232,0.5232,0.0000,0.6724,flat fit: x = Einf,0.4693,inf,inf,0.1671,0.1671,0.0000,0.5675,flat fit: x = Einf,0.4695
50058-4,MDA-MB-231,10071-101-1,Palbociclib,2,312.50,0.3967,0.0731,0.4232,0.4460,1.3158,0.6297,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8804,0.103,0.0852,0.0768,0.1193,1.4383,0.5763,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8823
50058-4,MDA-MB-231,10071-101-1,Palbociclib,2,625.00,0.4883,0.0683,0.4179,0.4188,0.9244,0.6201,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8976,0.1179,0.081,0.1470,0.1436,0.9007,0.5472,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9006
50058-4,MDA-MB-231,10071-101-1,Palbociclib,2,1250.00,0.5472,0.1401,0.3442,0.3586,0.9266,0.6330,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9685,0.2246,0.1672,0.0908,0.1229,0.9545,0.4850,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9708
50058-4,MDA-MB-231,10071-101-1,Palbociclib,2,2500.00,0.9395,0.1288,0.3840,0.3682,0.6710,0.6360,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9534,0.2072,0.1524,0.1071,0.0989,0.7171,0.5061,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9595
50058-4,MDA-MB-231,10071-101-1,Palbociclib,2,5000.00,inf,0.0842,0.6361,0.6153,0.7105,0.7592,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.946,0.193,0.084,0.2656,0.2238,0.7137,0.4860,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9471
50058-4,MDA-MB-231,10099-101-1,Nilotinib,2,156.25,inf,inf,1.0500,1.0500,0.0000,1.0500,flat fit: x = Einf,-inf,inf,inf,1.0500,1.0500,0.0000,-0.0500,flat fit: x = Einf,-inf
50058-4,MDA-MB-231,10099-101-1,Nilotinib,2,312.50,inf,inf,1.0500,1.0500,0.0000,1.0366,flat fit: x = Einf,-2.3959,inf,inf,1.0500,1.0500,0.0000,-0.0377,flat fit: x = Einf,-1.813
50058-4,MDA-MB-231,10099-101-1,Nilotinib,2,625.00,inf,inf,0.8634,0.8634,0.0000,1.0302,flat fit: x = Einf,-0.1493,inf,inf,0.8202,0.8202,0.0000,-0.0256,flat fit: x = Einf,0.042
50058-4,MDA-MB-231,10099-101-1,Nilotinib,2,1250.00,inf,3.6433,0.4695,0.5861,5.0000,0.9445,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8831,6.3282,3.7318,0.2967,0.4643,5.0000,0.0797,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.874
50058-4,MDA-MB-231,10099-101-1,Nilotinib,2,2500.00,5.1355,4.3087,0.2962,0.2921,5.0000,0.8796,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9934,4.4175,4.4919,-0.0370,-0.0435,5.0000,0.1751,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9959
50058-4,MDA-MB-231,10099-101-1,Nilotinib,2,5000.00,7.5678,5.2314,0.3497,0.3339,2.9840,0.8851,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9889,4.4233,5.2371,-0.2974,-0.3287,2.9917,0.2285,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9891
50058-4,MDA-MB-231,10102-999-6,Taxol,2,156.25,0.0861,0.0178,0.3614,0.3690,0.8510,0.7131,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8813,0.0165,0.0211,-0.1130,-0.1125,0.8184,0.4935,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.884
50058-4,MDA-MB-231,10102-999-6,Taxol,2,312.50,0.0304,0.0094,0.3243,0.3479,1.0141,0.6597,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9432,0.0106,0.0126,-0.1000,-0.0862,0.9106,0.5360,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9403
50058-4,MDA-MB-231,10102-999-6,Taxol,2,625.00,0.0258,0.0073,0.3824,0.3830,1.1475,0.6595,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9733,0.0103,0.0089,0.0855,0.0767,1.0931,0.4904,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9725
50058-4,MDA-MB-231,10102-999-6,Taxol,2,1250.00,0.0089,0.0041,0.3289,0.3444,1.5007,0.5894,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9833,0.0057,0.005,0.0618,0.0772,1.3392,0.5571,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9829
50058-4,MDA-MB-231,10102-999-6,Taxol,2,2500.00,0.0126,0.0059,0.3171,0.3457,1.5549,0.6267,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9826,0.0074,0.0072,-0.0161,0.0202,1.3527,0.5387,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.983
50058-4,MDA-MB-231,10102-999-6,Taxol,2,5000.00,0.0554,0.0103,0.4353,0.4658,1.5909,0.7289,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.985,0.0093,0.0102,-0.1382,-0.0758,1.6059,0.5469,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.985
50058-4,MDA-MB-231,10146-101-3,Omipalisib,2,156.25,0.4919,0.1879,0.3133,0.2813,0.8592,0.6805,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9497,0.1297,0.2293,-0.2097,-0.2944,0.8125,0.5552,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9596
50058-4,MDA-MB-231,10146-101-3,Omipalisib,2,312.50,0.4478,0.2183,0.2713,0.2704,1.0833,0.6767,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9563,0.188,0.269,-0.2122,-0.2235,1.0314,0.5144,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9595
50058-4,MDA-MB-231,10146-101-3,Omipalisib,2,625.00,0.4107,0.2321,0.2477,0.2139,0.9785,0.6614,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.986,0.198,0.2966,-0.1739,-0.2401,0.9706,0.5043,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9879
50058-4,MDA-MB-231,10146-101-3,Omipalisib,2,1250.00,0.2836,0.1668,0.2035,0.1924,0.9148,0.6166,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9964,0.16,0.2406,-0.1910,-0.2176,0.8860,0.5272,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9973
50058-4,MDA-MB-231,10146-101-3,Omipalisib,2,2500.00,0.3493,0.2138,0.2056,0.1372,0.6535,0.6122,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9935,0.1417,0.3649,-0.2473,-0.4110,0.6343,0.5602,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.995
50058-4,MDA-MB-231,10146-101-3,Omipalisib,2,5000.00,1.2441,0.7148,0.2843,0.2018,0.9325,0.7481,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9951,0.3033,0.7107,-0.4401,-0.6057,0.9320,0.5076,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9951
50058-4,MDA-MB-231,10250-999-4,Etoposide,2,156.25,1.0497,0.551,0.3112,0.3384,1.7522,0.7421,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9801,0.4812,0.588,-0.2287,-0.1860,1.5779,0.4631,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9868
50058-4,MDA-MB-231,10250-999-4,Etoposide,2,312.50,0.6286,0.3441,0.2544,0.3321,1.8111,0.7070,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9494,0.3642,0.4218,-0.2456,-0.1227,1.4951,0.4800,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9518
50058-4,MDA-MB-231,10250-999-4,Etoposide,2,625.00,1.1336,0.6175,0.2935,0.3126,1.6153,0.7423,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9818,0.6588,0.7154,-0.0940,-0.0669,1.5237,0.3909,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9886
50058-4,MDA-MB-231,10250-999-4,Etoposide,2,1250.00,0.6787,0.4119,0.2900,0.3118,1.9568,0.7199,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9787,0.504,0.4991,-0.0149,0.0083,1.7058,0.3927,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9851
50058-4,MDA-MB-231,10250-999-4,Etoposide,2,2500.00,0.7495,0.4396,0.2800,0.3048,1.7630,0.7061,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9928,0.5004,0.5182,-0.0684,-0.0292,1.6282,0.4176,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9943
50058-4,MDA-MB-231,10250-999-4,Etoposide,2,5000.00,2.4493,0.493,0.4246,0.4434,1.3591,0.7663,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9907,0.4275,0.4946,-0.1476,-0.1099,1.3624,0.4654,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9908
50058-4,MDA-MB-231,10264-999-2,Methotrexate,2,156.25,inf,inf,1.0357,1.0357,0.0000,1.0491,flat fit: x = Einf,-115.8103,inf,inf,1.0500,1.0500,0.0000,-0.0500,flat fit: x = Einf,-inf
50058-4,MDA-MB-231,10264-999-2,Methotrexate,2,312.50,inf,inf,0.9889,0.9889,0.0000,1.0313,flat fit: x = Einf,-1.6535,inf,inf,1.0072,1.0072,0.0000,-0.0341,flat fit: x = Einf,-1.9572
50058-4,MDA-MB-231,10264-999-2,Methotrexate,2,625.00,inf,inf,1.0500,1.0500,0.0000,1.0425,flat fit: x = Einf,-5.9217,inf,inf,1.0500,1.0500,0.0000,-0.0436,flat fit: x = Einf,-9.101
50058-4,MDA-MB-231,10264-999-2,Methotrexate,2,1250.00,inf,4.2927,0.8144,0.8117,5.0000,1.0167,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.699,inf,4.2947,0.7796,0.7763,5.0000,-0.0135,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7691
50058-4,MDA-MB-231,10264-999-2,Methotrexate,2,2500.00,inf,3.2617,0.5937,0.5921,5.0000,0.9741,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9559,5.1862,3.3121,0.4491,0.4469,4.9998,0.0394,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9676
50058-4,MDA-MB-231,10264-999-2,Methotrexate,2,5000.00,56.287,6.0905,0.6426,0.4886,1.6989,0.9544,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9977,5.8779,6.1353,0.2779,-0.0377,1.6948,0.0919,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9977
50058-4,MDA-MB-231,10051-104-1,Lapatinib,10,156.25,11.1771,11.1749,0.6352,0.0005,5.0000,1.0226,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8681,10.0863,12.3724,0.5152,-0.8886,5.0000,-0.0146,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9205
50058-4,MDA-MB-231,10051-104-1,Lapatinib,10,312.50,11.523,11.4892,0.6689,0.0073,5.0000,1.0248,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8438,11.0126,13.0514,0.6509,-0.6690,5.0000,-0.0236,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8578
50058-4,MDA-MB-231,10051-104-1,Lapatinib,10,625.00,10.8333,10.8148,0.5980,0.0043,5.0000,1.0193,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8914,10.5459,12.6515,0.5888,-0.7424,5.0000,-0.0175,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8995
50058-4,MDA-MB-231,10051-104-1,Lapatinib,10,1250.00,13.5226,12.4514,0.7914,0.1691,5.0000,1.0271,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.6995,13.5054,12.6929,0.7977,0.1334,4.9999,-0.0270,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.6857
50058-4,MDA-MB-231,10051-104-1,Lapatinib,10,2500.00,inf,9.6564,0.7479,0.5250,3.5122,0.9940,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9287,29.6148,10.3631,0.7594,0.4871,3.4860,0.0070,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9406
50058-4,MDA-MB-231,10051-104-1,Lapatinib,10,5000.00,inf,3.8171,0.8758,0.8748,4.9921,0.9946,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9199,inf,3.8345,0.8307,0.8293,4.9928,0.0076,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9235
50058-4,MDA-MB-231,10071-101-1,Palbociclib,10,156.25,0.5952,0.2131,0.3587,0.4025,1.5910,0.6958,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9632,0.2968,0.2232,0.1024,0.1839,1.6080,0.4242,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9535
50058-4,MDA-MB-231,10071-101-1,Palbociclib,10,312.50,0.745,0.3644,0.3941,0.4273,2.6957,0.7416,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9862,0.4361,0.368,0.2132,0.2708,4.5989,0.3318,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9772
50058-4,MDA-MB-231,10071-101-1,Palbociclib,10,625.00,0.8012,0.269,0.3802,0.3944,1.4242,0.7124,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9899,0.4157,0.269,0.2130,0.2411,1.5119,0.3592,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9901
50058-4,MDA-MB-231,10071-101-1,Palbociclib,10,1250.00,0.7266,0.2418,0.3676,0.3858,1.3417,0.6853,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.967,0.3969,0.2846,0.1601,0.2029,1.5649,0.3988,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9671
